rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
1,A,,CHCA,Cincinnati Hills Christian,Academy,Cincinnati,OH,"39.276971, -84.337058",3:31.95,swdistrict25,yes
2,A,,SHHB,Hathaway Brown,School,Shaker Heights,OH,"41.481311, -81.541815",3:33.42,nedistrict25,yes
3,A,,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",3:34.84,swdistrict25,yes
4,A,,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",3:35.36,central25,yes
5,A,,GCA,Columbus Academy,nhs,Gahanna,OH,"40.049132, -82.874035",3:35.76,central25,yes
6,A,,CIIH,Indian Hill,,Cincinnati,OH,"39.186177, -84.347006",3:38.11,swdistrict25,
7,A,,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",3:38.75,nwdistrict25,yes
8,A,,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",3:39.58,nedistrict25,yes
9,A,,CSHU,Seven Hills,School,Cincinnati,OH,"39.166755, -84.402521",3:40.10,swdistrict25,
10,A,,OGL,Ottawa-Glandorf,,Ottawa,OH,"41.029142, -84.045968",3:43.26,nwdistrict25,yes
11,A,,DOA,Oakwood,,Dayton,OH,"39.720838, -84.171489",3:43.27,swdistrict25,
12,A,,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",3:43.28,central25,
13,A,,CSCD,Summit Country Day,School,Cincinnati,OH,"39.129200, -84.459652",3:43.55,swdistrict25,
14,A,,NRCC,Colonel Crawford,,North Robinson,OH,"40.788253, -82.855703",3:43.65,nwdistrict25,
15,A,,TPA,Athens,,The Plains,OH,"39.372428, -82.128025",3:44.29,central25,
16,A,,PPO,Orange,,Pepper Pike,OH,"41.458036, -81.454526",3:44.77,nedistrict25,
17,A,,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",3:45.54,swdistrict25,
18,A,,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",3:46.71,nwdistrict25,
19,A,,SBRB,Roger Bacon,,Cincinnati,OH,"39.162903, -84.502332",3:47.27,swdistrict25,
20,A,,BRY,Bryan,,Bryan,OH,"41.457279, -84.568132",3:47.36,nwdistrict25,
