rk,nm,gr,sc,sh,ct,st,ll,ti,sp,pt,shx
1,A,,CSTX,St. Xavier,Cincinnati,OH,"39.208760, -84.504478",3:04.05,"22.50,24.68,21.53,24.01,21.66,24.40,21.33,23.94;A. Clippard,C. Grisi,A. Ingram,T. McMullan",,
2,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",3:06.41,"22.08,23.57,21.57,24.94,22.24,25.09,22.00,24.92;R. Caswell,G. Miller,J. Rabadam,G. Neill",,
3,A,,CLSI,St. Ignatius,Cleveland,OH,"41.482987, -81.706840",3:07.03,"21.76,24.11,22.04,24.92,22.67,25.52,21.78,24.23;J. Toothman,J. Hong,M. Santoro,T. Williams",,
4,A,,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",3:07.21,"23.02,25.25,22.34,24.55,21.99,24.05,21.87,24.14;H. Nist,E. Herring,L. Vickers,D. Ham",,
5,A,,TSFD,St. Francis de Sales,Toledo,OH,"41.662272, -83.599113",3:08.09,"22.03,24.07,22.66,25.07,22.67,25.12,21.80,24.67;M. Buff,L. Harman,Y. Akhras,J. Cheatwood",,
6,A,,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",3:09.19,"22.63,25.38,22.00,24.94,23.16,25.38,21.28,24.42;B. Lachey,C. Pirkle,S. Le,K. Elkovitch",,
7,A,,CAMO,Archbishop Moeller,Cincinnati,OH,"39.220253, -84.358455",3:09.56,"22.69,24.18,23.28,24.90,22.88,25.36,22.08,24.19;J. Karulf,A. Held,J. Patterson,R. Hicks",,
8,A,,COSC,St. Charles,Columbus,OH,"39.969651, -82.947449",3:09.82,"23.27,24.99,22.51,25.41,22.28,24.96,22.22,24.18;W. Julian,J. Malouf,A. Zarick,B. King",,Preparatory School
9,A,,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",3:09.83,"22.92,24.58,23.13,25.80,21.88,25.08,21.87,24.57;W. Ballard,E. Hoin,S. Broaddrick,C. Tinsley",,
10,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",3:09.91,"23.22,25.18,22.66,24.58,22.65,24.89,21.94,24.79;M. Cole,T. Houpt,M. Waechter,E. Fang",,
11,A,,POL,Olentangy Liberty,Powell,OH,"40.197868, -83.098903",3:10.04,"22.35,25.05,23.45,24.89,22.26,25.40,21.90,24.74;C. Williams,J. Franz,N. Rumburg,M. Miller",,
12,A,,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",3:10.21,"22.48,24.81,22.36,24.83,23.21,25.93,21.84,24.75;A. Dordea,L. Boucher,A. McMillan,G. Kilmer",,
13,A,,MIL,Milford,Milford,OH,"39.179768, -84.241069",3:10.57,"23.68,25.81,22.44,24.62,23.41,26.13,21.31,23.17;L. Crum,E. Fentress,C. Barclay,B. Campbell",,
14,A,,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",3:11.06,"22.54,24.22,23.89,25.23,22.94,25.43,22.25,24.56;A. Drachuk,N. Dunhac,A. Braun,C. Manning",,
15,A,,HRO,Ross,Hamilton,OH,"39.329713, -84.635037",3:11.62,"23.07,25.56,22.87,25.45,21.73,25.16,22.28,25.50;C. Burt,C. Norton,C. Bennett,L. Mignery",,
16,A,,CTUR,Turpin,Cincinnati,OH,"39.105629, -84.367366",3:11.78,"23.20,25.38,23.06,25.28,23.59,25.64,21.89,23.74;M. Bonfils,C. Burke,C. Menne,H. Meyers",,
17,A,,LCOR,Olentangy Orange,Lewis Center,OH,"40.171851, -82.978987",3:12.00,"22.07,23.92,23.27,26.69,23.06,25.12,22.89,24.98;B. Farren,C. Mahl,J. Deek,C. Dunn",,
18,A,,LTLE,Lakota East,Liberty Township,OH,"39.379273, -84.371020",3:12.55,"22.85,24.50,23.81,25.33,23.21,25.50,22.48,24.87;X. Williams,A. Gomez,A. Fuller,B. Fuller",,
19,A,,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",3:13.27,"23.29,25.31,23.19,26.14,22.77,24.71,22.50,25.36;W. Guerin,N. Smith,M. Fleisher,C. Purtee",,
20,A,,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",3:13.91,"23.47,25.75,23.01,26.58,22.62,25.88,21.78,24.82;J. Katigbak,B. Peresie,M. Lewis,P. Helmuth",,
21,A,,WTW,Thomas Worthington,Worthington,OH,"40.090509, -83.025051",3:13.98,"23.44,26.27,22.93,25.59,22.46,25.38,22.62,25.29;M. Sterling,S. Kissling,C. Florence,L. Ament",,
22,A,,DJER,Dublin Jerome,Dublin,OH,"40.133757, -83.177420",3:14.68,"23.78,26.22,22.51,24.86,23.32,26.36,22.37,25.26;C. Carlisle,C. Ranc,A. Lutz,D. Cellar",,
23,A,,CIWH,Walnut Hills,Cincinnati,OH,"39.140488, -84.480216",3:16.18,"23.37,25.76,23.64,26.57,23.60,26.00,22.43,24.81;P. Varatta,I. Greenlee,J. Baker,C. Craft",,
24,A,,MED,Medina,Medina,OH,"41.144765, -81.850433",3:18.00,"23.26,25.64,24.51,27.08,22.99,25.80,23.35,25.37;K. Morford,A. Thomas,B. Ryba,Z. Marinis",,
