rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,CSTX,St. Xavier,Cincinnati,OH,"39.208760, -84.504478",3:04.26,swdistrict25,yes,
2,A,,CLSI,St. Ignatius,Cleveland,OH,"41.482987, -81.706840",3:06.00,nwdistrict25,yes,
3,A,,COSC,St. Charles,Columbus,OH,"39.969651, -82.947449",3:06.05,central25,yes,Preparatory School
4,A,,MIL,Milford,Milford,OH,"39.179768, -84.241069",3:07.19,swdistrict25,yes,
5,A,,TSFD,St. Francis de Sales,Toledo,OH,"41.662272, -83.599113",3:07.42,nwdistrict25,yes,
6,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",3:08.01,central25,yes,
7,A,,CAMO,Archbishop Moeller,Cincinnati,OH,"39.220253, -84.358455",3:10.36,swdistrict25,,
8,A,,CTUR,Turpin,Cincinnati,OH,"39.105629, -84.367366",3:11.04,swdistrict25,,
9,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",3:12.14,swdistrict25,,
10,A,,WTW,Thomas Worthington,Worthington,OH,"40.090509, -83.025051",3:12.47,central25,,
11,A,,LTLE,Lakota East,Liberty Township,OH,"39.379273, -84.371020",3:12.86,swdistrict25,,
12,A,,CIE,Elder,Cincinnati,OH,"39.112117, -84.580179",3:12.87,swdistrict25,,
13,A,,HUD,Hudson,Hudson,OH,"41.256797, -81.413904",3:13.26,nedistrict25,yes,
14,A,,CIWH,Walnut Hills,Cincinnati,OH,"39.140488, -84.480216",3:13.60,swdistrict25,,
15,A,,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",3:13.93,central25,,
16,A,,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",3:14.09,nedistrict25,yes,
17,A,,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",3:14.31,nedistrict25,,
18,A,,POL,Olentangy Liberty,Powell,OH,"40.197868, -83.098903",3:14.51,central25,,
19,A,,DCO,Dublin Coffman,Dublin,OH,"40.107364, -83.130928",3:14.97,central25,,
20,A,,CSYC,Sycamore,Cincinnati,OH,"39.267037, -84.352090",3:15.65,swdistrict25,,
21,A,,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",3:15.86,nedistrict25,,
22,A,,CFWJ,Walsh Jesuit,Cuyahoga Falls,OH,"41.192007, -81.496008",3:16.07,nedistrict25,,
23,A,,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",3:16.58,swdistrict25,,
24,A,,WAW,Anthony Wayne,Whitehouse,OH,"41.532495, -83.779770",3:17.18,nwdistrict25,,
25,A,,VANB,Butler,Vandalia,OH,"39.885121, -84.197325",3:17.23,swdistrict25,,
26,A,,MED,Medina,Medina,OH,"41.144765, -81.850433",3:17.87,nwdistrict25,,
27,A,,SPR,Springboro,Springboro,OH,"39.532708, -84.240096",3:18.27,swdistrict25,,
28,A,,LSE,St. Edward,Lakewood,OH,"41.485780, -81.784512",3:18.30,nwdistrict25,,
29,A,,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",3:18.80,swdistrict25,,
30,A,,WSO,Westerville South,Westerville,OH,"40.118040, -82.923453",3:18.88,central25,,
31,A,,MAY,Mayfield,Mayfield Village,OH,"41.536528, -81.459515",3:19.34,nedistrict25,,
32,A,,GLI,Gahanna Lincoln,Gahanna,OH,"40.016451, -82.865533",3:19.51,central25,,
33,A,,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",3:19.57,nedistrict25,,
34,A,,DHA,Hayes,Delaware,OH,"40.310505, -83.080234",3:19.82,central25,,
35,A,,LCOR,Olentangy Orange,Lewis Center,OH,"40.171851, -82.978987",3:20.45,central25,,
36,A,,PICC,Pickerington Central,Pickerington,OH,"39.876358, -82.755310",3:21.55,central25,,
37,A,,MARY,Marysville,Marysville,OH,"40.250365, -83.381003",3:21.60,central25,,
38,A,,SHT,Shaker Heights,Shaker Heights,OH,"41.473276, -81.568492",3:21.78,nedistrict25,,
39,A,,NOL,North Olmsted,North Olmsted,OH,"41.406080, -81.925110",3:22.17,nwdistrict25,,
40,A,,AVO,Avon,Avon,OH,"41.444579, -82.037907",3:22.24,nwdistrict25,,
41,A,,SOL,Solon,Solon,OH,"41.377670, -81.441060",3:22.30,nedistrict25,,
42,A,,SMF,Stow-Munroe Falls,Stow,OH,"41.168063, -81.397098",3:22.53,nedistrict25,,
43,A,,BHB,Brecksville-Broadview Heights,Broadview Heights,OH,"41.327207, -81.644428",3:22.77,nedistrict25,,
44,A,,CGL,Glenoak,Canton,OH,"40.869041, -81.350629",3:23.29,nedistrict25,,
45,A,,STRG,Strongsville,Strongsville,OH,"41.303367, -81.845993",3:23.29,nwdistrict25,,
46,A,,HDAR,Hilliard Darby,Hilliard,OH,"40.035388, -83.168105",3:24.30,central25,,
47,A,,BELB,Bellbrook,Bellbrook,OH,"39.652774, -84.067779",3:24.76,swdistrict25,,
48,A,,FIN,Findlay,Findlay,OH,"41.056646, -83.665959",3:25.51,nwdistrict25,,
49,A,,FAFD,Fairfield,Fairfield,OH,"39.336613, -84.518230",3:26.19,swdistrict25,,
50,A,,HAM,Hamilton,Hamilton,OH,"39.425213, -84.578546",3:26.35,swdistrict25,,
51,A,,MHI,Highland,Medina,OH,"41.162963, -81.742743",3:26.47,nwdistrict25,,
52,A,,OTA,Talawanda,Oxford,OH,"39.489855, -84.732758",3:26.85,swdistrict25,,
53,A,,DOB,Olentangy Berlin,Delaware,OH,"40.254987, -83.002974",3:27.40,central25,,
54,A,,RRE,Revere,Richfield,OH,"41.201648, -81.616891",3:27.70,nedistrict25,,
55,A,,CUFA,Cuyahoga Falls,Cuyahoga Falls,OH,"41.139572, -81.487302",3:27.80,nedistrict25,,
56,A,,CLH,Cleveland Heights,Cleveland Heights,OH,"41.502378, -81.562969",3:28.00,nedistrict25,,
57,A,,NRO,North Royalton,North Royalton,OH,"41.309129, -81.733185",3:28.21,nedistrict25,,
58,A,,CWC,West Clermont,Cincinnati,OH,"39.069606, -84.246657",3:28.41,swdistrict25,,
59,A,,FRO,Fremont Ross,Fremont,OH,"41.362541, -83.123975",3:28.55,nwdistrict25,,
60,A,,DSC,Dublin Scioto,Dublin,OH,"40.121376, -83.100426",3:28.97,central25,,
61,A,,CIAN,Anderson,Cincinnati,OH,"39.069607, -84.348721",3:29.03,swdistrict25,,
62,A,,PWM,Watkins Memorial,Pataskala,OH,"39.963044, -82.649949",3:29.07,central25,,
63,A,,LAKE,Lakewood,Lakewood,OH,"41.480834, -81.791732",3:29.52,nwdistrict25,,
64,A,,WHA,Harding,Warren,OH,"41.243017, -80.805421",3:30.00,nedistrict25,,
65,A,,TSJJ,St. John's Jesuit,Toledo,OH,"41.612906, -83.682217",3:30.47,nwdistrict25,,
66,A,,WES,Westlake,Westlake,OH,"41.460632, -81.928970",3:30.49,nwdistrict25,,
67,A,,SBW,Big Walnut,Sunbury,OH,"40.234619, -82.858283",3:30.66,central25,,
68,A,,MNO,Nordonia,Macedonia,OH,"41.301860, -81.510625",3:31.67,nedistrict25,,
69,A,,BER,Berea-Midpark,Berea,OH,"41.373427, -81.845119",3:31.80,nwdistrict25,,
70,A,,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",3:31.88,swdistrict25,,
71,A,,SYNO,Sylvania Northview,Sylvania,OH,"41.712761, -83.710366",3:32.15,nwdistrict25,,
72,A,,OCL,Clay,Oregon,OH,"41.654465, -83.412194",3:32.16,nwdistrict25,,
73,A,,CNM,Northmont,Clayton,OH,"39.872448, -84.346116",3:32.64,swdistrict25,,
74,A,,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",3:32.72,nwdistrict25,,
75,A,,HBRD,Hilliard Bradley,Hilliard,OH,"40.006544, -83.201645",3:32.85,central25,,
76,A,,MEN,Mentor,Mentor,OH,"41.694749, -81.336990",3:32.85,nedistrict25,,
77,A,,KFA,Kettering Fairmont,Kettering,OH,"39.698839, -84.164473",3:33.08,swdistrict25,,
78,A,,LOUI,Louisville,Louisville,OH,"40.829441, -81.252604",3:33.96,nedistrict25,,
79,A,,ASH,Ashland,Ashland,OH,"40.854435, -82.325601",3:34.13,nwdistrict25,,
80,A,,MVE,Mount Vernon,Mount Vernon,OH,"40.378420, -82.474474",3:34.32,central25,,
81,A,,AUR,Aurora,Aurora,OH,"41.310991, -81.350809",3:34.58,nedistrict25,,
82,A,,AST,Steele,Amherst,OH,"41.403809, -82.222312",3:35.71,nwdistrict25,,
83,A,,SAN,Sandusky,Sandusky,OH,"41.434338, -82.712499",3:35.96,nwdistrict25,,
84,A,,HDAV,Hilliard Davidson,Hilliard,OH,"40.049694, -83.156922",3:36.21,central25,,
85,A,,MWA,Washington,Massillon,OH,"40.792787, -81.503223",3:36.64,nedistrict25,,
86,A,,TRO,Troy,Troy,OH,"40.045804, -84.201045",3:36.87,swdistrict25,,
87,A,,SYSO,Sylvania Southview,Sylvania,OH,"41.687547, -83.716431",3:37.66,nwdistrict25,,
88,A,,WLSO,South,Willoughby,OH,"41.624763, -81.421267",3:39.27,nedistrict25,,
89,A,,ATV,Teays Valley,Ashville,OH,"39.722530, -82.945641",3:40.80,central25,,
90,A,,ULA,Lake,Uniontown,OH,"40.960417, -81.359899",3:42.09,nedistrict25,,
91,A,,WKI,Worthington Kilbourne,Worthington,OH,"40.115217, -83.055895",3:44.97,central25,,
92,A,,CPR,Princeton,Cincinnati,OH,"39.275043, -84.446997",3:45.36,swdistrict25,,
