rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,HRO,Ross,Hamilton,OH,"39.329713, -84.635037",1:33.18,swdistrict25,yes,
2,A,,BEA,Beachwood,Beachwood,OH,"41.484048, -81.501324",1:35.00,nedistrict25,yes,
3,A,,HVUS,University School,Hunting Valley,OH,"41.485518, -81.427641",1:35.11,nedistrict25,yes,nhs
4,A,,LEX,Lexington,Lexington,OH,"40.672877, -82.586867",1:36.80,nwdistrict25,yes,
5,A,,KRO,Roosevelt,Kent,OH,"41.168809, -81.355950",1:37.66,nedistrict25,,
6,A,,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",1:38.23,nedistrict25,,
7,A,,CSHU,Seven Hills,Cincinnati,OH,"39.166755, -84.402521",1:38.31,swdistrict25,yes,School
8,A,,OHA,Oak Harbor,Oak Harbor,OH,"41.514006, -83.156594",1:38.40,nwdistrict25,yes,
9,A,,ONT,Ontario,Ontario,OH,"40.764612, -82.647690",1:38.61,nwdistrict25,,
10,A,,CIIH,Indian Hill,Cincinnati,OH,"39.186177, -84.347006",1:38.75,swdistrict25,,
11,A,,MLC,Lake Catholic,Mentor,OH,"41.688021, -81.375817",1:38.99,nedistrict25,,
12,A,,BVB,Bay,Bay Village,OH,"41.486992, -81.943391",1:39.08,nedistrict25,,
13,A,,CWYO,Wyoming,Cincinnati,OH,"39.233295, -84.470133",1:39.15,swdistrict25,,
14,A,,GCA,Columbus Academy,Gahanna,OH,"40.049132, -82.874035",1:39.41,central25,yes,nhs
15,A,,COTW,The Wellington School,Columbus,OH,"40.031251, -83.064231",1:39.58,central25,yes,nhs
16,A,,CAN,Canfield,Canfield,OH,"41.028312, -80.773217",1:39.84,nedistrict25,,
17,A,,DOA,Oakwood,Dayton,OH,"39.720838, -84.171489",1:39.97,swdistrict25,,
18,A,,GMGA,Gilmour Academy,Gates Mills,OH,"41.503717, -81.436852",1:40.00,nedistrict25,,nhs
19,A,,CMAD,Madeira,Cincinnati,OH,"39.201309, -84.365563",1:40.28,swdistrict25,,
20,A,,LSH,Shawnee,Lima,OH,"40.692716, -84.167619",1:40.50,nwdistrict25,,
21,A,,YUR,Ursuline,Youngstown,OH,"41.109849, -80.643130",1:40.82,nedistrict25,,
22,A,,GRA,Granville,Granville,OH,"40.078761, -82.527668",1:40.89,central25,,
