rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
1,A,,SHHB,Hathaway Brown,School,Shaker Heights,OH,"41.481311, -81.541815",1:43.78,nedistrict24,yes
2,A,,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",1:46.99,nedistrict24,yes
3,A,,GRA,Granville,,Granville,OH,"40.078761, -82.527668",1:48.59,central24,yes
4,A,,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",1:48.65,nedistrict24,
5,A,,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",1:48.73,central24,yes
6,A,,GCA,Columbus Academy,nhs,Gahanna,OH,"40.049132, -82.874035",1:49.67,central24,
7,A,,KAAL,Archbishop Alter,,Kettering,OH,"39.679947, -84.151675",1:50.26,swdistrict24,yes
8,A,,CIIH,Indian Hill,,Cincinnati,OH,"39.186177, -84.347006",1:51.02,swdistrict24,yes
9,A,,DOA,Oakwood,,Dayton,OH,"39.720838, -84.171489",1:51.05,swdistrict24,
10,A,,CSCD,Summit Country Day,School,Cincinnati,OH,"39.129200, -84.459652",1:51.51,swdistrict24,
11,A,,OHA,Oak Harbor,,Oak Harbor,OH,"41.514006, -83.156594",1:52.16,nwdistrict24,yes
12,A,,SPE,Perkins,,Sandusky,OH,"41.412915, -82.702217",1:52.35,nwdistrict24,yes
13,A,,CBH,Bishop Hartley,,Columbus,,"39.944917, -82.911518",1:52.90,central24,
14,A,,SBRB,Roger Bacon,,Cincinnati,OH,"39.162903, -84.502332",1:52.95,swdistrict24,
15,A,,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",1:53.05,swdistrict24,
16,A,,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",1:53.30,central24,
17,A,,SMM,St. Marys Memorial,,St. Marys,OH,"40.558323, -84.374242",1:53.45,nwdistrict24,
18,A,,NMS,Springfield,,New Middletown,OH,"40.95505570899591, -80.54822234264678",1:53.68,nedistrict24,
19,A,,LSH,Shawnee,,Lima,OH,"40.692716, -84.167619",1:54.30,nwdistrict24,
20,A,,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",1:54.38,nwdistrict24,
21,A,,OGL,Ottawa-Glandorf,,Ottawa,OH,"41.029142, -84.045968",1:54.73,nwdistrict24,
22,A,,NCA,Newark Catholic,,Newark,OH,"40.057087, -82.433982",1:54.84,central24,
23,A,,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",1:55.07,swdistrict24,
24,A,,CSHU,Seven Hills,School,Cincinnati,OH,"39.166755, -84.402521",1:55.85,swdistrict24,
25,A,,DTMV,Miami Valley,School,Dayton,OH,"39.673395, -84.180330",1:56.05,swdistrict24,
26,A,,CAMA,Margaretta,,Castalia,OH,"41.399284, -82.801295",1:56.08,nwdistrict24,
27,A,,CTAY,Taylor,,Cleves,OH,"39.170977, -84.751319",1:56.10,swdistrict24,
28,A,,CFA,Chagrin Falls,,Chagrin Falls,OH,"41.426720, -81.379278",1:56.32,nedistrict24,
29,A,,CAN,Canfield,,Canfield,OH,"41.028312, -80.773217",1:56.34,nedistrict24,
30,A,,CICD,Cincinnati Country Day,School,Cincinnati,OH,"39.185750, -84.327596",1:56.86,swdistrict24,
31,A,,BLUF,Bluffton,,Bluffton,OH,"40.892504, -83.893380",1:56.94,nwdistrict24,
32,A,,CNDC,Notre Dame-Cathedral Latin,,Chardon,OH,"41.514751, -81.249669",1:57.24,nedistrict24,
33,A,,NAP,Napoleon,,Napoleon,OH,"41.390402, -84.147467",1:57.26,nwdistrict24,
34,A,,CLHB,Beaumont,School,Cleveland Heights,OH,"41.485421, -81.561363",1:57.83,nedistrict24,
