rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,Connor Bennett,Sr,HRO,Ross,Hamilton,OH,"39.329713, -84.635037",55.84,swdistrict25,yes,
2,Trey Nickoli,Sr,LEX,Lexington,Lexington,OH,"40.672877, -82.586867",56.86,nwdistrict25,yes,
3,Luke DeFrancisco,Jr,COSF,St. Francis de Sales,Columbus,OH,"40.053211, -82.975205",57.64,central25,yes,
4,William Duan,So,GCA,Columbus Academy,Gahanna,OH,"40.049132, -82.874035",57.88,central25,yes,nhs
5,Henry Stimson,Sr,CSHU,Seven Hills,Cincinnati,OH,"39.166755, -84.402521",58.05,swdistrict25,yes,School
6,Everett Losch,Fr,GMH,Hawken,Gates Mills,OH,"41.527105, -81.386570",58.34,nedistrict25,yes,School
7,Preston Buckingham,Sr,CLUB,Columbiana,Columbiana,OH,"40.880808, -80.680837",58.52,nedistrict25,yes,
8,Elliot Simon,So,DOA,Oakwood,Dayton,OH,"39.720838, -84.171489",58.65,swdistrict25,yes,
9,Weichu Wang,Jr,CICD,Cincinnati Country Day,Cincinnati,OH,"39.185750, -84.327596",58.75,swdistrict25,,School
10,Cooper Stenken,Sr,CWYO,Wyoming,Cincinnati,OH,"39.233295, -84.470133",59.29,swdistrict25,,
11,Alec Tseng,Sr,DBV,Buckeye Valley,Delaware,OH,"40.348814, -83.091635",59.31,central25,yes,
12,Mircea Butnariu,Sr,GCA,Columbus Academy,Gahanna,OH,"40.049132, -82.874035",59.39,central25,,nhs
13,Kadin Pyka,So,KRO,Roosevelt,Kent,OH,"41.168809, -81.355950",59.69,nedistrict25,yes,
14,Cole Rini,Jr,VER,Vermilion,Vermilion,OH,"41.411256, -82.357850",59.71,nwdistrict25,yes,
15,Willem Hogenesch,So,CWYO,Wyoming,Cincinnati,OH,"39.233295, -84.470133",59.79,swdistrict25,,
16,Nathan Reigle,Sr,GEN,Geneva,Geneva,OH,"41.800428, -80.928698",59.90,nedistrict25,,
17,Aiden Stewart,So,HVUS,University School,Hunting Valley,OH,"41.485518, -81.427641",59.93,nedistrict25,,nhs
18,Kyler Jablonski,Sr,DCH,Dayton Christian,Miamisburg,OH,"39.614029, -84.210022",59.98,swdistrict25,,School
19,Landon Sutter,Sr,NRCC,Colonel Crawford,North Robinson,OH,"40.788253, -82.855703",1:00.00,nwdistrict25,yes,
20,Derek Fan,Jr,BEA,Beachwood,Beachwood,OH,"41.484048, -81.501324",1:00.15,nedistrict25,,
21,Luke Woodhouse,Fr,GMGA,Gilmour Academy,Gates Mills,OH,"41.503717, -81.436852",1:00.17,nedistrict25,,nhs
22,Luke Schmidt,Sr,CFK,Kenston,Chagrin Falls,OH,"41.392195, -81.303848",1:00.27,nedistrict25,,
23,Charlie Wanosik,Jr,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",1:00.53,nedistrict25,,
24,Oliver Brown,Jr,BVB,Bay,Bay Village,OH,"41.486992, -81.943391",1:00.61,nedistrict25,,
25,John Sekerak,Jr,AAHO,Archbishop Hoban,Akron,OH,"41.062341, -81.496088",1:00.62,nedistrict25,,
26,Jack Baker,Fr,CSCD,Summit Country Day,Cincinnati,OH,"39.129200, -84.459652",1:00.78,swdistrict25,,School
27,Timmy Pfirrman,So,HRO,Ross,Hamilton,OH,"39.329713, -84.635037",1:00.90,swdistrict25,,
28,Jacob Gutekanst,Sr,TPA,Athens,The Plains,OH,"39.372428, -82.128025",1:01.03,central25,,
29,Bennett Fager,Fr,CSCD,Summit Country Day,Cincinnati,OH,"39.129200, -84.459652",1:01.07,swdistrict25,,School
30,Nate Gemmel,Sr,CMAD,Madeira,Cincinnati,OH,"39.201309, -84.365563",1:01.10,swdistrict25,,
31,Carson Smith,So,ONT,Ontario,Ontario,OH,"40.764612, -82.647690",1:01.15,nwdistrict25,,
32,Bradey Triplett,Jr,SMM,St. Marys Memorial,St. Marys,OH,"40.558323, -84.374242",1:01.31,nwdistrict25,,
33,Robby Lewis,Jr,CMAD,Madeira,Cincinnati,OH,"39.201309, -84.365563",1:01.31,swdistrict25,,
34,Garyn Stewart,So,OHA,Oak Harbor,Oak Harbor,OH,"41.514006, -83.156594",1:01.42,nwdistrict25,,
35,Joe Patrick,Jr,HUB,Hubbard,Hubbard,OH,"41.152583, -80.582146",1:01.44,nedistrict25,,
36,Caleb Ortman,Jr,MLC,Lake Catholic,Mentor,OH,"41.688021, -81.375817",1:01.68,nedistrict25,,
37,Gavin Luebke,So,SMM,St. Marys Memorial,St. Marys,OH,"40.558323, -84.374242",1:01.68,nwdistrict25,,
38,Tyler Stoffer,Sr,ORR,Orrville,Orrville,OH,"40.848053, -81.770023",1:02.06,nedistrict25,,
39,Ryan Weibling,So,CAN,Canfield,Canfield,OH,"41.028312, -80.773217",1:02.40,nedistrict25,,
40,Eric Sander,Sr,PEME,Eastwood,Pemberville,OH,"41.428757, -83.490383",1:02.40,nwdistrict25,,
41,Charlie Hambidge,So,CMAD,Madeira,Cincinnati,OH,"39.201309, -84.365563",1:02.48,swdistrict25,,
42,Travis Ervin,Jr,XLC,Legacy Christian Academy,Xenia,OH,"39.669935, -83.923428",1:02.58,swdistrict25,,nhs
