rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",1:44.40,central25,yes,
2,A,,CSUA,St. Ursula,Cincinnati,OH,"39.124710, -84.481598",1:44.45,swdistrict25,yes,Academy
3,A,,GLI,Gahanna Lincoln,Gahanna,OH,"40.016451, -82.865533",1:45.28,central25,yes,
4,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",1:45.36,swdistrict25,yes,
5,A,,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",1:46.53,nedistrict25,yes,
6,A,,DJER,Dublin Jerome,Dublin,OH,"40.133757, -83.177420",1:46.91,central25,,
7,A,,CSYC,Sycamore,Cincinnati,OH,"39.267037, -84.352090",1:46.94,swdistrict25,,
8,A,,LCOR,Olentangy Orange,Lewis Center,OH,"40.171851, -82.978987",1:47.70,central25,,
9,A,,CURA,Ursuline,Cincinnati,OH,"39.247894, -84.371321",1:47.73,swdistrict25,,Academy
10,A,,CIWH,Walnut Hills,Cincinnati,OH,"39.140488, -84.480216",1:47.74,swdistrict25,,
11,A,,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",1:47.75,nedistrict25,yes,
12,A,,DCO,Dublin Coffman,Dublin,OH,"40.107364, -83.130928",1:47.79,central25,,
13,A,,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",1:47.82,swdistrict25,,
14,A,,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",1:47.84,central25,,
15,A,,BGR,Bowling Green,Bowling Green,OH,"41.387166, -83.657431",1:48.37,nwdistrict25,yes,
16,A,,WCLW,Lakota West,West Chester,OH,"39.330294, -84.431138",1:48.58,swdistrict25,,
17,A,,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",1:49.12,nwdistrict25,yes,
18,A,,LTLE,Lakota East,Liberty Township,OH,"39.379273, -84.371020",1:49.15,swdistrict25,,
19,A,,LOUI,Louisville,Louisville,OH,"40.829441, -81.252604",1:49.18,nedistrict25,,
20,A,,WKI,Worthington Kilbourne,Worthington,OH,"40.115217, -83.055895",1:49.44,central25,,
21,A,,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",1:49.52,swdistrict25,,
22,A,,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",1:49.60,central25,,
23,A,,CSET,Seton,Cincinnati,OH,"39.112886, -84.578631",1:49.71,swdistrict25,,
24,A,,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",1:49.87,nedistrict25,,
25,A,,TSUA,St. Ursula,Toledo,OH,"41.670864, -83.640240",1:50.04,nwdistrict25,,Academy
26,A,,AVO,Avon,Avon,OH,"41.444579, -82.037907",1:50.19,nwdistrict25,,
27,A,,SHT,Shaker Heights,Shaker Heights,OH,"41.473276, -81.568492",1:50.26,nedistrict25,,
28,A,,MPE,Perry,Massillon,OH,"40.789187, -81.462916",1:50.32,nedistrict25,,
29,A,,LEB,Lebanon,Lebanon,OH,"39.463762, -84.181354",1:50.56,swdistrict25,,
30,A,,GRA,Granville,Granville,OH,"40.078761, -82.527668",1:50.78,central25,,
31,A,,CBW,Bishop Watterson,Columbus,OH,"40.048986, -83.016282",1:50.83,central25,,
32,A,,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",1:50.88,swdistrict25,,
33,A,,ALA,Avon Lake,Avon Lake,OH,"41.508504, -82.017464",1:51.35,nwdistrict25,,
34,A,,DHA,Hayes,Delaware,OH,"40.310505, -83.080234",1:51.47,central25,,
35,A,,MEN,Mentor,Mentor,OH,"41.694749, -81.336990",1:51.64,nedistrict25,,
36,A,,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",1:52.40,nedistrict25,,
37,A,,LOV,Loveland,Loveland,OH,"39.279797, -84.275046",1:53.34,swdistrict25,,
38,A,,HDAR,Hilliard Darby,Hilliard,OH,"40.035388, -83.168105",1:53.46,central25,,
39,A,,SPR,Springboro,Springboro,OH,"39.532708, -84.240096",1:53.54,swdistrict25,,
40,A,,WAD,Wadsworth,Wadsworth,OH,"41.021539, -81.710912",1:53.95,nwdistrict25,,
41,A,,KRO,Roosevelt,Kent,OH,"41.168809, -81.355950",1:54.06,nedistrict25,,
42,A,,CLSJ,St. Joseph,Cleveland,OH,"41.458821, -81.817638",1:54.35,nwdistrict25,,Academy
