rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
1,A,,SHHB,Hathaway Brown,School,Shaker Heights,OH,"41.481311, -81.541815",1:37.44,nedistrict25,yes
2,A,,GCA,Columbus Academy,nhs,Gahanna,OH,"40.049132, -82.874035",1:38.14,central25,yes
3,A,,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",1:38.49,swdistrict25,yes
4,A,,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",1:38.80,nwdistrict25,yes
5,A,,CHCA,Cincinnati Hills Christian,Academy,Cincinnati,OH,"39.276971, -84.337058",1:39.21,swdistrict25,yes
6,A,,KAAL,Archbishop Alter,,Kettering,OH,"39.679947, -84.151675",1:40.16,swdistrict25,
7,A,,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",1:40.21,central25,yes
8,A,,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",1:40.69,nedistrict25,yes
9,A,,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",1:41.11,central25,
10,A,,CSCD,Summit Country Day,School,Cincinnati,OH,"39.129200, -84.459652",1:41.15,swdistrict25,
11,A,,TPA,Athens,,The Plains,OH,"39.372428, -82.128025",1:41.51,central25,
12,A,,OGL,Ottawa-Glandorf,,Ottawa,OH,"41.029142, -84.045968",1:41.57,nwdistrict25,yes
13,A,,PPO,Orange,,Pepper Pike,OH,"41.458036, -81.454526",1:42.13,nedistrict25,
14,A,,CSHU,Seven Hills,School,Cincinnati,OH,"39.166755, -84.402521",1:42.21,swdistrict25,
15,A,,CAN,Canfield,,Canfield,OH,"41.028312, -80.773217",1:42.47,nedistrict25,
16,A,,NRCC,Colonel Crawford,,North Robinson,OH,"40.788253, -82.855703",1:42.63,nwdistrict25,
17,A,,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",1:42.92,swdistrict25,
18,A,,SMM,St. Marys Memorial,,St. Marys,OH,"40.558323, -84.374242",1:43.14,nwdistrict25,
19,A,,SPE,Perkins,,Sandusky,OH,"41.412915, -82.702217",1:43.74,nwdistrict25,
20,A,,CICD,Cincinnati Country Day,School,Cincinnati,OH,"39.185750, -84.327596",1:43.87,swdistrict25,
21,A,,VERS,Versailles,,Versailles,OH,"40.213645, -84.486794",1:44.08,swdistrict25,
22,A,,CBH,Bishop Hartley,,Columbus,,"39.944917, -82.911518",1:44.24,central25,
23,A,,MNST,Minster,,Minster,OH,"40.401104, -84.379074",1:44.46,nwdistrict25,
24,A,,COL,Coldwater,,Coldwater,OH,"40.481679, -84.629590",1:44.55,nwdistrict25,
25,A,,SKR,Kenton Ridge,,Springfield,OH,"39.986529, -83.762351",1:44.57,swdistrict25,
26,A,,CFA,Chagrin Falls,,Chagrin Falls,OH,"41.426720, -81.379278",1:44.81,nedistrict25,
27,A,,LSH,Shawnee,,Lima,OH,"40.692716, -84.167619",1:45.17,nwdistrict25,
28,A,,CMAR,Mariemont,,Cincinnati,OH,"39.144829, -84.365077",1:45.17,swdistrict25,
29,A,,BVB,Bay,,Bay Village,OH,"41.486992, -81.943391",1:45.71,nedistrict25,
