rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
1,Krys Gorski,Sr,WAN,Andrews Osborne,Academy,Willoughby,OH,"41.641388, -81.396967",1:41.03,nedistrict24,yes
2,Cameron Petitt,Jr,COTW,The Wellington School,nhs,Columbus,OH,"40.031251, -83.064231",1:41.76,central24,yes
3,Leo Gustavsson,Jr,CPUM,Purcell Marian,,Cincinnati,OH,"39.130835, -84.475433",1:42.17,swdistrict24,yes
4,Alex Pesek,Jr,HVUS,University School,nhs,Hunting Valley,OH,"41.485518, -81.427641",1:42.35,nedistrict24,yes
5,Patrick Gibbons,Sr,HBA,Badin,,Hamilton,OH,"39.395388, -84.592393",1:43.12,swdistrict24,yes
6,Miguel Figueroa,Sr,HVUS,University School,nhs,Hunting Valley,OH,"41.485518, -81.427641",1:43.51,nedistrict24,yes
7,Jacob Rider,Jr,CBW,Bishop Watterson,,Columbus,OH,"40.048986, -83.016282",1:43.91,central24,yes
8,Nathan Reigle,Jr,GEN,Geneva,,Geneva,OH,"41.800428, -80.928698",1:44.45,nedistrict24,
9,Arjun Velayutham,Jr,CIIH,Indian Hill,,Cincinnati,OH,"39.186177, -84.347006",1:44.50,swdistrict24,yes
10,Carter Hagenauer,Sr,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",1:44.60,swdistrict24,
11,Aiden Stewart,Fr,HVUS,University School,nhs,Hunting Valley,OH,"41.485518, -81.427641",1:44.87,nedistrict24,
12,Tyler Foster,Sr,TMVC,Maumee Valley Country Day,School,Toledo,OH,"41.607287, -83.661933",1:44.91,nwdistrict24,yes
13,Nolan Schneider,So,GRA,Granville,,Granville,OH,"40.078761, -82.527668",1:45.26,central24,yes
14,Cooper Watters,So,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",1:45.78,nwdistrict24,yes
15,Mario Bondy,Jr,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",1:45.87,central24,
16,Nico Benencia Courreges,Jr,TPA,Athens,,The Plains,OH,"39.372428, -82.128025",1:45.91,central24,
17,Evan Yost,Sr,SCL,St. Clairsville,,St. Clairsville,OH,"40.079640, -80.896491",1:45.96,central24,
18,Colin McNerney,So,CSHU,Seven Hills,School,Cincinnati,OH,"39.166755, -84.402521",1:46.04,swdistrict24,
19,Sam Amato,So,PPO,Orange,,Pepper Pike,OH,"41.458036, -81.454526",1:46.12,nedistrict24,
20,Colin Elwell,So,BEA,Beachwood,,Beachwood,OH,"41.484048, -81.501324",1:46.88,nedistrict24,
21,Darren Bittner,So,MLC,Lake Catholic,,Mentor,OH,"41.688021, -81.375817",1:46.90,nedistrict24,
22,Isaac McFadden,Sr,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",1:47.45,nwdistrict24,yes
23,Tyler Hill,Jr,AED,Edgewood,,Ashtabula,OH,"41.886057, -80.730905",1:47.86,nedistrict24,
