rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",1:31.33,central24,yes,
2,A,,TSFD,St. Francis de Sales,Toledo,OH,"41.662272, -83.599113",1:31.61,nwdistrict24,yes,
3,A,,CSTX,St. Xavier,Cincinnati,OH,"39.208760, -84.504478",1:31.81,swdistrict24,yes,
4,A,,CLSI,St. Ignatius,Cleveland,OH,"41.482987, -81.706840",1:32.37,nwdistrict24,yes,
5,A,,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",1:32.49,nedistrict24,yes,
6,A,,COSC,St. Charles,Columbus,OH,"39.969651, -82.947449",1:33.55,central24,yes,Preparatory School
7,A,,HRO,Ross,Hamilton,OH,"39.329713, -84.635037",1:33.91,swdistrict24,yes,
8,A,,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",1:33.99,swdistrict24,,
9,A,,CAMO,Archbishop Moeller,Cincinnati,OH,"39.220253, -84.358455",1:34.10,swdistrict24,,
10,A,,POL,Olentangy Liberty,Powell,OH,"40.197868, -83.098903",1:34.19,central24,,
11,A,,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",1:35.03,swdistrict24,,
12,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",1:35.05,swdistrict24,,
13,A,,HUD,Hudson,Hudson,OH,"41.256797, -81.413904",1:35.34,nedistrict24,yes,
14,A,,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",1:36.20,nedistrict24,,
15,A,,PICN,Pickerington North,Pickerington,OH,"39.908903, -82.733425",1:36.69,central24,,
16,A,,DCO,Dublin Coffman,Dublin,OH,"40.107364, -83.130928",1:36.70,central24,,
17,A,,WTW,Thomas Worthington,Worthington,OH,"40.090509, -83.025051",1:37.38,central24,,
18,A,,SOL,Solon,Solon,OH,"41.377670, -81.441060",1:37.53,nedistrict24,,
19,A,,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",1:37.62,central24,,
20,A,,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",1:37.72,nedistrict24,,
21,A,,GLI,Gahanna Lincoln,Gahanna,OH,"40.016451, -82.865533",1:37.74,central24,,
22,A,,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",1:37.82,central24,,
23,A,,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",1:38.31,nedistrict24,,
24,A,,MED,Medina,Medina,OH,"41.144765, -81.850433",1:38.54,nwdistrict24,,
25,A,,OFA,Olmsted Falls,Olmsted Falls,OH,"41.370945, -81.926820",1:38.79,nwdistrict24,,
26,A,,CFWJ,Walsh Jesuit,Cuyahoga Falls,OH,"41.192007, -81.496008",1:38.82,nedistrict24,,
27,A,,MLMI,Little Miami,Morrow,OH,"39.356626, -84.159580",1:38.99,swdistrict24,,
