rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,Kami Periat,Jr,PTCL,Port Clinton,Port Clinton,OH,"41.503497, -82.937835",55.63,nwdistrict23,yes,
2,Claire Mehok,Jr,SHHB,Hathaway Brown,Shaker Heights,OH,"41.481311, -81.541815",55.84,nedistrict23,yes,School
3,Emma Tenhundfeld,So,KAAL,Archbishop Alter,Kettering,OH,"39.679947, -84.151675",56.45,swdistrict23,yes,
4,Julia Shafer,So,CHCA,Cincinnati Hills Christian,Cincinnati,OH,"39.276971, -84.337058",56.90,swdistrict23,yes,Academy
5,Caroline Ramirez,Jr,CICD,Cincinnati Country Day,Cincinnati,OH,"39.185750, -84.327596",57.18,swdistrict23,yes,School
6,Ella Leibold,Jr,KAAL,Archbishop Alter,Kettering,OH,"39.679947, -84.151675",58.02,swdistrict23,,
7,Asma Khan,Sr,GMH,Hawken,Gates Mills,OH,"41.527105, -81.386570",58.12,nedistrict23,yes,School
8,Leah Guess,Jr,AMA,Marlington,Alliance,OH,"40.922987, -81.181719",58.34,nedistrict23,yes,
9,Lily Baumgartner,So,ADA,Ada,Ada,OH,"40.774727, -83.832852",58.55,nwdistrict23,yes,
10,Lydia Sturgeon,So,GRA,Granville,Granville,OH,"40.078761, -82.527668",58.77,central23,yes,
11,Josie Schneider,So,CSHU,Seven Hills,Cincinnati,OH,"39.166755, -84.402521",58.83,swdistrict23,,School
12,Anja Hoy,Jr,COBX,Bexley,Columbus,OH,"39.963819, -82.930349",58.91,central23,yes,
13,Izzy Hanek,Sr,JAR,Jefferson Area,,OH,"41.730498, -80.780282",59.02,nedistrict23,,
14,Teigen Fortkamp,Jr,FRE,Fort Recovery,Fort Recovery,OH,"40.412200, -84.774799",59.04,nwdistrict23,yes,
15,Ava Tenhundfeld,Sr,KAAL,Archbishop Alter,Kettering,OH,"39.679947, -84.151675",59.25,swdistrict23,,
16,Alaina Pizarro,Jr,GMH,Hawken,Gates Mills,OH,"41.527105, -81.386570",59.27,nedistrict23,,School
17,Madi MacHado,Sr,CFA,Chagrin Falls,Chagrin Falls,OH,"41.426720, -81.379278",59.32,nedistrict23,,
18,Averie Jacquemin,Sr,TCT,Tippecanoe,Tipp City,OH,"39.982963, -84.188496",1:00.07,swdistrict23,,
19,Ava Dyer,So,CBH,Bishop Hartley,Columbus,,"39.944917, -82.911518",1:00.09,central23,yes,
20,Cla Fernandez-Deardurff,Fr,DCA,Carroll,Dayton,,"39.741866, -84.113388",1:00.26,swdistrict23,,
21,Morgan Schimmoeller,Fr,LSH,Shawnee,Lima,OH,"40.692716, -84.167619",1:00.31,nwdistrict23,,
22,Bella Bucio,Fr,BOT,Botkins,Botkins,OH,"40.468867, -84.179626",1:00.35,swdistrict23,,
23,Gianna Minotas,So,GMGA,Gilmour Academy,Gates Mills,OH,"41.503717, -81.436852",1:00.39,nedistrict23,,nhs
24,Abigail Replogle,Jr,CSCD,Summit Country Day,Cincinnati,OH,"39.129200, -84.459652",1:00.48,swdistrict23,,School
25,Arleigh Amspoker,So,ELLD,Elida,Elida,OH,"40.789575, -84.195603",1:00.50,nwdistrict23,,
26,Jenna Wenger,Jr,USA,Upper Sandusky,Upper Sandusky,OH,"40.840597, -83.281129",1:00.60,nwdistrict23,,
27,Ava Shardo,So,VERS,Versailles,Versailles,OH,"40.213645, -84.486794",1:00.65,swdistrict23,,
28,Nora Boillot,So,KAAL,Archbishop Alter,Kettering,OH,"39.679947, -84.151675",1:00.97,swdistrict23,,
29,Callie Hayes,Fr,DOA,Oakwood,Dayton,OH,"39.720838, -84.171489",1:01.01,swdistrict23,,
30,Paige Krupp,Jr,OHA,Oak Harbor,Oak Harbor,OH,"41.514006, -83.156594",1:01.02,nwdistrict23,,
31,Madison Stecher,So,SBRB,Roger Bacon,Cincinnati,OH,"39.162903, -84.502332",1:01.02,swdistrict23,,
32,Reagan Durbin,Sr,DOV,Dover,Dover,OH,"40.523320, -81.481673",1:01.10,central23,,
33,Brynn Bruner,Fr,NRCC,Colonel Crawford,North Robinson,OH,"40.788253, -82.855703",1:01.21,nwdistrict23,,
34,Gigi Falke,Fr,SHHB,Hathaway Brown,Shaker Heights,OH,"41.481311, -81.541815",1:01.32,nedistrict23,,School
35,Charlotte Holzhall,Fr,COBX,Bexley,Columbus,OH,"39.963819, -82.930349",1:01.48,central23,,
36,Taylor Knott,Jr,OGL,Ottawa-Glandorf,Ottawa,OH,"41.029142, -84.045968",1:01.83,nwdistrict23,,
37,Ryleigh Brown,Sr,SKR,Kenton Ridge,Springfield,OH,"39.986529, -83.762351",1:02.07,swdistrict23,,
38,Lydia Hecht,Jr,VERS,Versailles,Versailles,OH,"40.213645, -84.486794",1:02.26,swdistrict23,,
39,Morgan Henry,Sr,BELF,Bellefontaine,Bellefontaine,OH,"40.348075, -83.753845",1:02.32,swdistrict23,,
40,Carlie Oldfield,Sr,ADA,Ada,Ada,OH,"40.774727, -83.832852",1:02.36,nwdistrict23,,
41,Eliza Emmet,So,SHL,Laurel,Shaker Heights,OH,"41.482303, -81.512783",1:02.39,nedistrict23,,School
42,Sophie James,Jr,SMM,St. Marys Memorial,St. Marys,OH,"40.558323, -84.374242",1:02.50,nwdistrict23,,
43,Jenna Leeper,Sr,DOV,Dover,Dover,OH,"40.523320, -81.481673",1:03.13,central23,,
44,Emma Stoll,Sr,WOCH,Worthington Christian,Worthington,OH,"40.099638, -83.010210",1:03.14,central23,,
45,Mackenzie Frizzell,Sr,CBH,Bishop Hartley,Columbus,,"39.944917, -82.911518",1:03.19,central23,,
46,Miranda Stone,Jr,GAL,Galion,Galion,OH,"40.740112, -82.805265",1:03.21,nwdistrict23,,
47,Anna Drewes,So,PCJA,Jonathan Alder,Plain City,OH,"40.078095, -83.287941",1:03.58,central23,,
48,Maria Decarlo,Sr,CHCA,Cincinnati Hills Christian,Cincinnati,OH,"39.276971, -84.337058",1:03.59,swdistrict23,,Academy
49,Leva Fischer,So,COGH,Grandview Heights,Columbus,OH,"39.984467, -83.048483",1:03.62,central23,,
50,Alexa Su,Jr,SHHB,Hathaway Brown,Shaker Heights,OH,"41.481311, -81.541815",1:03.68,nedistrict23,,School
51,Sophia Trem,Sr,MLC,Lake Catholic,Mentor,OH,"41.688021, -81.375817",1:03.75,nedistrict23,,
52,Peyton Gabel,Fr,SMM,St. Marys Memorial,St. Marys,OH,"40.558323, -84.374242",1:03.85,nwdistrict23,,
53,Lillian Kiraly,Fr,YUR,Ursuline,Youngstown,OH,"41.109849, -80.643130",1:03.86,nedistrict23,,
54,Mary Musteric,Sr,PEME,Eastwood,Pemberville,OH,"41.428757, -83.490383",1:03.91,nwdistrict23,,
55,Rylee Jankowski,Fr,CSCD,Summit Country Day,Cincinnati,OH,"39.129200, -84.459652",1:03.93,swdistrict23,,School
56,Maria Sweatt,Jr,PWO,Woodridge,Peninsula,OH,"41.19202257180745, -81.51116303300712",1:04.42,nedistrict23,,
57,Gabby Demarco,Sr,CMAD,Madeira,Cincinnati,OH,"39.201309, -84.365563",1:04.64,swdistrict23,,
58,Mary Lucy Currier,Jr,CNDC,Notre Dame-Cathedral Latin,Chardon,OH,"41.514751, -81.249669",1:04.65,nedistrict23,,
