rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,Luke DeFrancisco,Jr,COSF,St. Francis de Sales,Columbus,OH,"40.053211, -82.975205",1:50.91,central25,yes,
2,Connor Bennett,Sr,HRO,Ross,Hamilton,OH,"39.329713, -84.635037",1:51.84,swdistrict25,yes,
3,Austin Sorg,Jr,OHA,Oak Harbor,Oak Harbor,OH,"41.514006, -83.156594",1:52.32,nwdistrict25,yes,
4,Quinn MacPhail,Sr,HVUS,University School,Hunting Valley,OH,"41.485518, -81.427641",1:52.92,nedistrict25,yes,nhs
5,Darren Bittner,Jr,MLC,Lake Catholic,Mentor,OH,"41.688021, -81.375817",1:53.26,nedistrict25,yes,
6,Thomas Lathrop,So,TOH,Ottawa Hills,Ottawa Hills,OH,"41.669832, -83.631424",1:53.78,nwdistrict25,yes,
7,Andy Jiang,Sr,NBR,New Bremen,New Bremen,OH,"40.436355, -84.362117",1:53.84,nwdistrict25,yes,
8,Max Bultemeyer,Sr,DCA,Carroll,Dayton,,"39.741866, -84.113388",1:55.15,swdistrict25,yes,
9,Nathan Kyre,Jr,KAAL,Archbishop Alter,Kettering,OH,"39.679947, -84.151675",1:55.72,swdistrict25,yes,
10,Preston Buckingham,Sr,CLUB,Columbiana,Columbiana,OH,"40.880808, -80.680837",1:57.74,nedistrict25,yes,
11,Hank McCall,So,KAAL,Archbishop Alter,Kettering,OH,"39.679947, -84.151675",1:57.78,swdistrict25,,
12,Colten Montgomery,Fr,ONT,Ontario,Ontario,OH,"40.764612, -82.647690",1:57.84,nwdistrict25,,
13,Cole Long,So,LBE,Beaver,East Liverpool,OH,"40.711713, -80.630225",1:58.08,central25,yes,
14,Hayden Price,Sr,CAN,Canfield,Canfield,OH,"41.028312, -80.773217",1:58.21,nedistrict25,,
15,Cooper Stenken,Sr,CWYO,Wyoming,Cincinnati,OH,"39.233295, -84.470133",1:58.50,swdistrict25,,
16,Miles Baker,Jr,GRA,Granville,Granville,OH,"40.078761, -82.527668",1:59.30,central25,yes,
17,Jason Starodub,Jr,CICD,Cincinnati Country Day,Cincinnati,OH,"39.185750, -84.327596",1:59.34,swdistrict25,,School
18,Landon Sutter,Sr,NRCC,Colonel Crawford,North Robinson,OH,"40.788253, -82.855703",1:59.82,nwdistrict25,,
19,Willem Hogenesch,So,CWYO,Wyoming,Cincinnati,OH,"39.233295, -84.470133",2:00.55,swdistrict25,,
20,Trey Nickoli,Sr,LEX,Lexington,Lexington,OH,"40.672877, -82.586867",2:00.65,nwdistrict25,,
21,Fritz Russell,Fr,SBRB,Roger Bacon,Cincinnati,OH,"39.162903, -84.502332",2:00.68,swdistrict25,,
22,Elliot Simon,So,DOA,Oakwood,Dayton,OH,"39.720838, -84.171489",2:01.08,swdistrict25,,
23,AJ Lawler,Jr,DTV,Tri-Valley,Dresden,OH,"40.120914, -82.004689",2:01.15,central25,,
24,Max Amato,Jr,PPO,Orange,Pepper Pike,OH,"41.458036, -81.454526",2:01.21,nedistrict25,,
25,Kadin Pyka,So,KRO,Roosevelt,Kent,OH,"41.168809, -81.355950",2:01.56,nedistrict25,,
26,Bradey Triplett,Jr,SMM,St. Marys Memorial,St. Marys,OH,"40.558323, -84.374242",2:01.68,nwdistrict25,,
27,Ethan Liu,Fr,GCA,Columbus Academy,Gahanna,OH,"40.049132, -82.874035",2:01.75,central25,,nhs
28,Nate Gemmel,Sr,CMAD,Madeira,Cincinnati,OH,"39.201309, -84.365563",2:01.82,swdistrict25,,
29,Mircea Butnariu,Sr,GCA,Columbus Academy,Gahanna,OH,"40.049132, -82.874035",2:01.87,central25,,nhs
30,John Sekerak,Jr,AAHO,Archbishop Hoban,Akron,OH,"41.062341, -81.496088",2:01.87,nedistrict25,,
31,Garyn Stewart,So,OHA,Oak Harbor,Oak Harbor,OH,"41.514006, -83.156594",2:02.02,nwdistrict25,,
32,Caleb Ortman,Jr,MLC,Lake Catholic,Mentor,OH,"41.688021, -81.375817",2:02.20,nedistrict25,,
33,Conor Tietjen,Jr,GMGA,Gilmour Academy,Gates Mills,OH,"41.503717, -81.436852",2:02.40,nedistrict25,,nhs
34,Mason Latham,Jr,LSH,Shawnee,Lima,OH,"40.692716, -84.167619",2:02.50,nwdistrict25,,
35,Nathan Greenberg,So,HVUS,University School,Hunting Valley,OH,"41.485518, -81.427641",2:02.53,nedistrict25,,nhs
36,Eric Sander,Sr,PEME,Eastwood,Pemberville,OH,"41.428757, -83.490383",2:03.04,nwdistrict25,,
37,Carson Smith,So,ONT,Ontario,Ontario,OH,"40.764612, -82.647690",2:03.11,nwdistrict25,,
38,Luke Nolan,Sr,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",2:03.13,nedistrict25,,
39,Aiden Ok,Sr,CIIH,Indian Hill,Cincinnati,OH,"39.186177, -84.347006",2:03.75,swdistrict25,,
40,Cole Rini,Jr,VER,Vermilion,Vermilion,OH,"41.411256, -82.357850",2:04.79,nwdistrict25,,
41,Dom Destino,Fr,HVUS,University School,Hunting Valley,OH,"41.485518, -81.427641",2:05.89,nedistrict25,,nhs
42,Charlie Hambidge,So,CMAD,Madeira,Cincinnati,OH,"39.201309, -84.365563",2:06.09,swdistrict25,,
43,Brennan O'Neill,Jr,OHA,Oak Harbor,Oak Harbor,OH,"41.514006, -83.156594",2:06.21,nwdistrict25,,
44,Chris Jun,Fr,HVUS,University School,Hunting Valley,OH,"41.485518, -81.427641",2:06.38,nedistrict25,,nhs
45,Jack Clark,Fr,CCM,Clinton-Massie,Clarksville,OH,"39.446521, -83.985214",2:06.41,swdistrict25,,
46,Charlie Wanosik,Jr,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",2:06.68,nedistrict25,,
47,Luke Woodhouse,Fr,GMGA,Gilmour Academy,Gates Mills,OH,"41.503717, -81.436852",2:06.88,nedistrict25,,nhs
48,Ethan Dong,Jr,BEA,Beachwood,Beachwood,OH,"41.484048, -81.501324",2:07.09,nedistrict25,,
49,Kairav Pai,So,DTMV,Miami Valley,Dayton,OH,"39.673395, -84.180330",2:07.82,swdistrict25,,School
50,Ezra Linville,Sr,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",2:08.21,nedistrict25,,
51,Nicolas Bustamante,Sr,PPO,Orange,Pepper Pike,OH,"41.458036, -81.454526",2:08.57,nedistrict25,,
52,Grant Zhou,So,DOA,Oakwood,Dayton,OH,"39.720838, -84.171489",2:08.84,swdistrict25,,
53,Gavin Stachler,Jr,ANS,Ansonia,Ansonia,OH,"40.215363, -84.629047",2:09.12,swdistrict25,,
54,Micah Port,Fr,BEA,Beachwood,Beachwood,OH,"41.484048, -81.501324",2:09.55,nedistrict25,,
55,Brian Worsdall,So,CFK,Kenston,Chagrin Falls,OH,"41.392195, -81.303848",2:09.69,nedistrict25,,
56,Aaron Ungashick,So,BLUF,Bluffton,Bluffton,OH,"40.892504, -83.893380",2:10.39,nwdistrict25,,
57,Jacob Gutekanst,Sr,TPA,Athens,The Plains,OH,"39.372428, -82.128025",2:10.62,central25,,
