rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
1,A,,HVUS,University School,nhs,Hunting Valley,OH,"41.485518, -81.427641",1:28.02,nedistrict24,yes
2,A,,SPE,Perkins,,Sandusky,OH,"41.412915, -82.702217",1:28.86,nwdistrict24,yes
3,A,,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",1:29.17,nwdistrict24,yes
4,A,,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",1:29.49,swdistrict24,yes
5,A,,WHO,Howland,,Warren,OH,"41.239850, -80.745293",1:29.59,nedistrict24,yes
6,A,,MLC,Lake Catholic,,Mentor,OH,"41.688021, -81.375817",1:29.68,nedistrict24,
7,A,,BEA,Beachwood,,Beachwood,OH,"41.484048, -81.501324",1:29.77,nedistrict24,
8,A,,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",1:29.90,nedistrict24,
9,A,,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",1:30.31,swdistrict24,yes
10,A,,PPO,Orange,,Pepper Pike,OH,"41.458036, -81.454526",1:30.33,nedistrict24,
11,A,,KRO,Roosevelt,,Kent,OH,"41.168809, -81.355950",1:30.36,nedistrict24,
12,A,,VANB,Butler,,Vandalia,OH,"39.885121, -84.197325",1:30.43,swdistrict24,
13,A,,GCA,Columbus Academy,nhs,Gahanna,OH,"40.049132, -82.874035",1:30.48,central24,yes
14,A,,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",1:30.68,nwdistrict24,
15,A,,KAAL,Archbishop Alter,,Kettering,OH,"39.679947, -84.151675",1:30.78,swdistrict24,
16,A,,CFA,Chagrin Falls,,Chagrin Falls,OH,"41.426720, -81.379278",1:30.79,nedistrict24,
17,A,,GVV,Valley View,,Germantown,OH,"39.656697, -84.398324",1:31.17,swdistrict24,
18,A,,RORV,Rocky River,,Rocky River,OH,"41.473668, -81.851096",1:31.69,nedistrict24,
19,A,,SMM,St. Marys Memorial,,St. Marys,OH,"40.558323, -84.374242",1:31.70,nwdistrict24,
20,A,,CBW,Bishop Watterson,,Columbus,OH,"40.048986, -83.016282",1:31.71,central24,yes
21,A,,OGL,Ottawa-Glandorf,,Ottawa,OH,"41.029142, -84.045968",1:31.73,nwdistrict24,
22,A,,CVCA,Cuyahoga Valley Christian,Academy,Cuyahoga Falls,OH,"41.196680, -81.493043",1:31.82,nedistrict24,
23,A,,BELB,Bellbrook,,Bellbrook,OH,"39.652774, -84.067779",1:32.24,swdistrict24,
