rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
1,A,,HVUS,University School,nhs,Hunting Valley,OH,"41.485518, -81.427641",3:08.91,nedistrict24,yes
2,A,,CIIH,Indian Hill,,Cincinnati,OH,"39.186177, -84.347006",3:15.42,swdistrict24,yes
3,A,,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",3:17.49,swdistrict24,yes
4,A,,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",3:17.52,nwdistrict24,yes
5,A,,PPO,Orange,,Pepper Pike,OH,"41.458036, -81.454526",3:18.41,nedistrict24,yes
6,A,,GCA,Columbus Academy,nhs,Gahanna,OH,"40.049132, -82.874035",3:19.04,central24,yes
7,A,,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",3:19.09,nwdistrict24,yes
8,A,,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",3:19.25,nedistrict24,
9,A,,CFA,Chagrin Falls,,Chagrin Falls,OH,"41.426720, -81.379278",3:19.31,nedistrict24,
10,A,,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",3:19.50,nedistrict24,
11,A,,MLC,Lake Catholic,,Mentor,OH,"41.688021, -81.375817",3:19.58,nedistrict24,
12,A,,OHA,Oak Harbor,,Oak Harbor,OH,"41.514006, -83.156594",3:19.58,nwdistrict24,
13,A,,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",3:20.10,swdistrict24,
14,A,,DOA,Oakwood,,Dayton,OH,"39.720838, -84.171489",3:21.13,swdistrict24,
15,A,,AUR,Aurora,,Aurora,OH,"41.310991, -81.350809",3:21.53,nedistrict24,
16,A,,TPA,Athens,,The Plains,OH,"39.372428, -82.128025",3:22.81,central24,yes
17,A,,VANB,Butler,,Vandalia,OH,"39.885121, -84.197325",3:22.94,swdistrict24,
18,A,,AAHO,Archbishop Hoban,,Akron,OH,"41.062341, -81.496088",3:23.44,nedistrict24,
19,A,,RORV,Rocky River,,Rocky River,OH,"41.473668, -81.851096",3:23.76,nedistrict24,
20,A,,CVCA,Cuyahoga Valley Christian,Academy,Cuyahoga Falls,OH,"41.196680, -81.493043",3:23.92,nedistrict24,
21,A,,GRA,Granville,,Granville,OH,"40.078761, -82.527668",3:24.00,central24,
22,A,,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",3:24.10,central24,
23,A,,WAP,Wapakoneta,,Wapakoneta,OH,"40.583246, -84.194470",3:24.25,nwdistrict24,
24,A,,SCL,St. Clairsville,,St. Clairsville,OH,"40.079640, -80.896491",3:25.60,central24,
25,A,,LSH,Shawnee,,Lima,OH,"40.692716, -84.167619",3:25.70,nwdistrict24,
26,A,,BVB,Bay,,Bay Village,OH,"41.486992, -81.943391",3:25.86,nedistrict24,
27,A,,BEA,Beachwood,,Beachwood,OH,"41.484048, -81.501324",3:25.87,nedistrict24,
28,A,,WAU,Wauseon,,Wauseon,OH,"41.553403, -84.127931",3:26.49,nwdistrict24,
29,A,,CHA,Chardon,,Chardon,OH,"41.591271, -81.200412",3:26.87,nedistrict24,
30,A,,CHCA,Cincinnati Hills Christian,Academy,Cincinnati,OH,"39.276971, -84.337058",3:27.04,swdistrict24,
31,A,,OGL,Ottawa-Glandorf,,Ottawa,OH,"41.029142, -84.045968",3:27.50,nwdistrict24,
32,A,,HUR,Huron,,Huron,OH,"41.397835, -82.564695",3:27.86,nwdistrict24,
33,A,,MPE,Perry,,Massillon,OH,"40.789187, -81.462916",3:28.04,nedistrict24,
34,A,,COTW,The Wellington School,nhs,Columbus,OH,"40.031251, -83.064231",3:28.77,central24,
35,A,,NAP,Napoleon,,Napoleon,OH,"41.390402, -84.147467",3:29.67,nwdistrict24,
36,A,,BGR,Bowling Green,,Bowling Green,OH,"41.387166, -83.657431",3:29.69,nwdistrict24,
37,A,,NRCC,Colonel Crawford,,North Robinson,OH,"40.788253, -82.855703",3:29.69,nwdistrict24,
38,A,,RRE,Revere,,Richfield,OH,"41.201648, -81.616891",3:30.09,nedistrict24,
39,A,,PTCL,Port Clinton,,Port Clinton,OH,"41.503497, -82.937835",3:30.65,nwdistrict24,
40,A,,TOH,Ottawa Hills,,Ottawa Hills,OH,"41.669832, -83.631424",3:30.95,nwdistrict24,
41,A,,BRY,Bryan,,Bryan,OH,"41.457279, -84.568132",3:31.00,nwdistrict24,
42,A,,CHI,Chillicothe,,Chillicothe,OH,"39.341998, -82.988352",3:31.03,central24,
43,A,,MAD,Madison,,Madison,OH,"41.790335, -81.067630",3:31.06,nedistrict24,
44,A,,CMAR,Mariemont,,Cincinnati,OH,"39.144829, -84.365077",3:31.59,swdistrict24,
45,A,,BLUF,Bluffton,,Bluffton,OH,"40.892504, -83.893380",3:31.93,nwdistrict24,
46,A,,CICD,Cincinnati Country Day,School,Cincinnati,OH,"39.185750, -84.327596",3:33.11,swdistrict24,
47,A,,BOT,Botkins,,Botkins,OH,"40.468867, -84.179626",3:34.25,swdistrict24,
48,A,,TAL,Tallmadge,,Tallmadge,OH,"41.105321, -81.413037",3:34.94,nedistrict24,
49,A,,VWE,Van Wert,,Van Wert,OH,"40.848872, -84.604743",3:35.51,nwdistrict24,
