rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
1,A,,SHHB,Hathaway Brown,School,Shaker Heights,OH,"41.481311, -81.541815",1:36.63,nedistrict23,yes
2,A,,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",1:36.68,nedistrict23,yes
3,A,,KAAL,Archbishop Alter,,Kettering,OH,"39.679947, -84.151675",1:38.86,swdistrict23,yes
4,A,,PTCL,Port Clinton,,Port Clinton,OH,"41.503497, -82.937835",1:38.94,nwdistrict23,yes
5,A,,OHA,Oak Harbor,,Oak Harbor,OH,"41.514006, -83.156594",1:39.57,nwdistrict23,yes
6,A,,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",1:39.65,nwdistrict23,
7,A,,VERS,Versailles,,Versailles,OH,"40.213645, -84.486794",1:40.27,swdistrict23,yes
8,A,,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",1:41.14,central23,yes
9,A,,GCA,Columbus Academy,nhs,Gahanna,OH,"40.049132, -82.874035",1:41.17,central23,yes
10,A,,COSG,Columbus School for Girls,nhs,Columbus,OH,"39.968086, -82.938260",1:41.20,central23,
11,A,,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",1:41.22,central23,
12,A,,CBH,Bishop Hartley,,Columbus,,"39.944917, -82.911518",1:41.36,central23,
13,A,,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",1:41.50,swdistrict23,
14,A,,CSCD,Summit Country Day,School,Cincinnati,OH,"39.129200, -84.459652",1:41.50,swdistrict23,
15,A,,SKR,Kenton Ridge,,Springfield,OH,"39.986529, -83.762351",1:41.54,swdistrict23,
16,A,,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",1:41.62,nedistrict23,
17,A,,NRCC,Colonel Crawford,,North Robinson,OH,"40.788253, -82.855703",1:42.20,nwdistrict23,
18,A,,CICD,Cincinnati Country Day,School,Cincinnati,OH,"39.185750, -84.327596",1:42.48,swdistrict23,
19,A,,MLC,Lake Catholic,,Mentor,OH,"41.688021, -81.375817",1:42.86,nedistrict23,
20,A,,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",1:42.94,swdistrict23,
21,A,,LSH,Shawnee,,Lima,OH,"40.692716, -84.167619",1:42.96,nwdistrict23,
22,A,,DOV,Dover,,Dover,OH,"40.523320, -81.481673",1:42.99,central23,
23,A,,CSHU,Seven Hills,School,Cincinnati,OH,"39.166755, -84.402521",1:43.00,swdistrict23,
24,A,,CFA,Chagrin Falls,,Chagrin Falls,OH,"41.426720, -81.379278",1:43.19,nedistrict23,
25,A,,OGL,Ottawa-Glandorf,,Ottawa,OH,"41.029142, -84.045968",1:43.26,nwdistrict23,
26,A,,FRE,Fort Recovery,,Fort Recovery,OH,"40.412200, -84.774799",1:43.66,nwdistrict23,
27,A,,BLUF,Bluffton,,Bluffton,OH,"40.892504, -83.893380",1:43.91,nwdistrict23,
28,A,,BRY,Bryan,,Bryan,OH,"41.457279, -84.568132",1:43.93,nwdistrict23,
29,A,,AAHO,Archbishop Hoban,,Akron,OH,"41.062341, -81.496088",1:44.23,nedistrict23,
30,A,,WAU,Wauseon,,Wauseon,OH,"41.553403, -84.127931",1:44.32,nwdistrict23,
31,A,,HBA,Badin,,Hamilton,OH,"39.395388, -84.592393",1:44.45,swdistrict23,
32,A,,SPE,Perkins,,Sandusky,OH,"41.412915, -82.702217",1:44.47,nwdistrict23,
33,A,,SHEL,Shelby,,Shelby,OH,"40.890113, -82.673283",1:44.56,nwdistrict23,
34,A,,CFK,Kenston,,Chagrin Falls,OH,"41.392195, -81.303848",1:45.10,nedistrict23,
35,A,,NCA,Newark Catholic,,Newark,OH,"40.057087, -82.433982",1:45.11,central23,
36,A,,PPO,Orange,,Pepper Pike,OH,"41.458036, -81.454526",1:45.54,nedistrict23,
37,A,,YUR,Ursuline,,Youngstown,OH,"41.109849, -80.643130",1:45.75,nedistrict23,
38,A,,ADA,Ada,,Ada,OH,"40.774727, -83.832852",1:45.94,nwdistrict23,
39,A,,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",1:46.25,swdistrict23,
40,A,,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",1:46.35,nwdistrict23,
41,A,,GRA,Granville,,Granville,OH,"40.078761, -82.527668",1:46.59,central23,
42,A,,CAMA,Margaretta,,Castalia,OH,"41.399284, -82.801295",1:46.71,nwdistrict23,
