rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
1,A,,SHHB,Hathaway Brown,School,Shaker Heights,OH,"41.481311, -81.541815",1:36.34,nedistrict24,yes
2,A,,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",1:37.58,nedistrict24,yes
3,A,,KAAL,Archbishop Alter,,Kettering,OH,"39.679947, -84.151675",1:38.26,swdistrict24,yes
4,A,,CHCA,Cincinnati Hills Christian,Academy,Cincinnati,OH,"39.276971, -84.337058",1:38.94,swdistrict24,yes
5,A,,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",1:39.14,central24,yes
6,A,,PTCL,Port Clinton,,Port Clinton,OH,"41.503497, -82.937835",1:39.92,nwdistrict24,yes
7,A,,NRCC,Colonel Crawford,,North Robinson,OH,"40.788253, -82.855703",1:40.24,nwdistrict24,yes
8,A,,GRA,Granville,,Granville,OH,"40.078761, -82.527668",1:40.28,central24,yes
9,A,,SPE,Perkins,,Sandusky,OH,"41.412915, -82.702217",1:41.52,nwdistrict24,
10,A,,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",1:42.01,central24,
11,A,,VERS,Versailles,,Versailles,OH,"40.213645, -84.486794",1:42.13,swdistrict24,
12,A,,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",1:42.24,swdistrict24,
13,A,,CBH,Bishop Hartley,,Columbus,,"39.944917, -82.911518",1:42.52,central24,
14,A,,CICD,Cincinnati Country Day,School,Cincinnati,OH,"39.185750, -84.327596",1:42.52,swdistrict24,
15,A,,CLHB,Beaumont,School,Cleveland Heights,OH,"41.485421, -81.561363",1:42.62,nedistrict24,
16,A,,PPO,Orange,,Pepper Pike,OH,"41.458036, -81.454526",1:42.63,nedistrict24,
17,A,,MLC,Lake Catholic,,Mentor,OH,"41.688021, -81.375817",1:42.84,nedistrict24,
18,A,,TPA,Athens,,The Plains,OH,"39.372428, -82.128025",1:43.21,central24,
19,A,,LSH,Shawnee,,Lima,OH,"40.692716, -84.167619",1:43.30,nwdistrict24,
20,A,,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",1:43.70,swdistrict24,
21,A,,OHA,Oak Harbor,,Oak Harbor,OH,"41.514006, -83.156594",1:43.82,nwdistrict24,
22,A,,OGL,Ottawa-Glandorf,,Ottawa,OH,"41.029142, -84.045968",1:43.82,nwdistrict24,
23,A,,SMM,St. Marys Memorial,,St. Marys,OH,"40.558323, -84.374242",1:43.82,nwdistrict24,
24,A,,CSHU,Seven Hills,School,Cincinnati,OH,"39.166755, -84.402521",1:44.54,swdistrict24,
25,A,,NCA,Newark Catholic,,Newark,OH,"40.057087, -82.433982",1:44.81,central24,
26,A,,AAHO,Archbishop Hoban,,Akron,OH,"41.062341, -81.496088",1:45.01,nedistrict24,
27,A,,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",1:45.32,nedistrict24,
28,A,,CFA,Chagrin Falls,,Chagrin Falls,OH,"41.426720, -81.379278",1:45.32,nedistrict24,
29,A,,BRY,Bryan,,Bryan,OH,"41.457279, -84.568132",1:45.39,nwdistrict24,
30,A,,COL,Coldwater,,Coldwater,OH,"40.481679, -84.629590",1:45.42,nwdistrict24,
31,A,,COSG,Columbus School for Girls,nhs,Columbus,OH,"39.968086, -82.938260",1:45.49,central24,
32,A,,SHEL,Shelby,,Shelby,OH,"40.890113, -82.673283",1:45.60,nwdistrict24,
33,A,,MNST,Minster,,Minster,OH,"40.401104, -84.379074",1:45.74,nwdistrict24,
34,A,,HBA,Badin,,Hamilton,OH,"39.395388, -84.592393",1:45.97,swdistrict24,
35,A,,CIIH,Indian Hill,,Cincinnati,OH,"39.186177, -84.347006",1:46.39,swdistrict24,
36,A,,CAN,Canfield,,Canfield,OH,"41.028312, -80.773217",1:46.44,nedistrict24,
37,A,,CTAY,Taylor,,Cleves,OH,"39.170977, -84.751319",1:46.47,swdistrict24,
38,A,,YUR,Ursuline,,Youngstown,OH,"41.109849, -80.643130",1:46.62,nedistrict24,
39,A,,CSCD,Summit Country Day,School,Cincinnati,OH,"39.129200, -84.459652",1:46.67,swdistrict24,
40,A,,BLUF,Bluffton,,Bluffton,OH,"40.892504, -83.893380",1:46.71,nwdistrict24,
41,A,,PCJA,Jonathan Alder,,Plain City,OH,"40.078095, -83.287941",1:47.73,central24,
42,A,,CAMA,Margaretta,,Castalia,OH,"41.399284, -82.801295",1:47.98,nwdistrict24,
43,A,,CAMN,Archbishop McNicholas,,Cincinnati,OH,"39.085974, -84.377135",1:48.43,swdistrict24,
44,A,,TAL,Tallmadge,,Tallmadge,OH,"41.105321, -81.413037",1:48.50,nedistrict24,
45,A,,IND,Independence,,Independence,OH,"41.374340, -81.649124",1:48.56,nedistrict24,
46,A,,COTO,Tree of Life Christian,,Columbus,OH,"40.04091749742095, -82.99071114800029",1:48.67,central24,
47,A,,WAU,Wauseon,,Wauseon,OH,"41.553403, -84.127931",1:49.18,nwdistrict24,
48,A,,DCJ,Chaminade Julienne,Catholic High School,Dayton,OH,"39.752383, -84.192223",1:49.37,swdistrict24,
49,A,,DOV,Dover,,Dover,OH,"40.523320, -81.481673",1:49.52,central24,
50,A,,MPE,Perry,,Massillon,OH,"40.789187, -81.462916",1:49.64,nedistrict24,
51,A,,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",1:49.66,nwdistrict24,
52,A,,CFK,Kenston,,Chagrin Falls,OH,"41.392195, -81.303848",1:50.11,nedistrict24,
53,A,,XLC,Legacy Christian Academy,nhs,Xenia,OH,"39.669935, -83.923428",1:50.14,swdistrict24,
54,A,,CVCA,Cuyahoga Valley Christian,Academy,Cuyahoga Falls,OH,"41.196680, -81.493043",1:50.77,nedistrict24,
55,A,,BVB,Bay,,Bay Village,OH,"41.486992, -81.943391",1:50.96,nedistrict24,
56,A,,SHE,St. Henry,,St. Henry,OH,"40.416354, -84.634782",1:50.98,nwdistrict24,
57,A,,DCA,Carroll,,Dayton,,"39.741866, -84.113388",1:50.98,swdistrict24,
58,A,,KIR,Kirtland,,Kirtland,OH,"41.621346, -81.360911",1:51.47,nedistrict24,
59,A,,DOA,Oakwood,,Dayton,OH,"39.720838, -84.171489",1:51.50,swdistrict24,
60,A,,CMM,Mercy McAuley,,Cincinnati,OH,"39.200829, -84.553397",1:51.89,swdistrict24,
61,A,,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",1:52.19,swdistrict24,
62,A,,SCL,St. Clairsville,,St. Clairsville,OH,"40.079640, -80.896491",1:52.45,central24,
63,A,,SCC,Catholic Central,,Springfield,OH,"39.921968, -83.791695",1:52.49,swdistrict24,
64,A,,NSP,St. Paul,,Norwalk,OH,"41.245079, -82.611465",1:52.55,nwdistrict24,
65,A,,NBR,New Bremen,,New Bremen,OH,"40.436355, -84.362117",1:52.87,nwdistrict24,
66,A,,NAP,Napoleon,,Napoleon,OH,"41.390402, -84.147467",1:52.99,nwdistrict24,
67,A,,SKR,Kenton Ridge,,Springfield,OH,"39.986529, -83.762351",1:53.11,swdistrict24,
68,A,,CNDC,Notre Dame-Cathedral Latin,,Chardon,OH,"41.514751, -81.249669",1:53.22,nedistrict24,
69,A,,CCM,Clinton-Massie,,Clarksville,OH,"39.446521, -83.985214",1:53.22,swdistrict24,
70,A,,WILM,Wilmington,,Wilmington,OH,"39.449351, -83.838975",1:53.32,swdistrict24,
71,A,,COSH,Coshocton,,Coshocton,OH,"40.258313, -81.845642",1:53.38,central24,
72,A,,SHL,Laurel,School,Shaker Heights,OH,"41.482303, -81.512783",1:53.46,nedistrict24,
73,A,,ORR,Orrville,,Orrville,OH,"40.848053, -81.770023",1:53.48,nedistrict24,
74,A,,PND,Notre Dame,,Portsmouth,OH,"38.750099, -82.985844",1:53.79,central24,
75,A,,NLSR,South Range,,Canfield,OH,"40.954555, -80.743459",1:54.07,nedistrict24,
76,A,,MPL,Pleasant,,Marion,OH,"40.516627, -83.137041",1:54.22,central24,
77,A,,CLCH,Cuyahoga Heights,,Cuyahoga Heights,OH,"41.427262, -81.642754",1:54.23,nedistrict24,
78,A,,WIC,Indian Creek,,Wintersville,OH,"40.377015, -80.715419",1:54.27,central24,
79,A,,VINW,Warren,,Vincent,OH,"39.388092, -81.663714",1:54.42,central24,
80,A,,NORW,Norwalk,,Norwalk,OH,"41.226399, -82.611649",1:54.57,nwdistrict24,
81,A,,FRE,Fort Recovery,,Fort Recovery,OH,"40.412200, -84.774799",1:54.58,nwdistrict24,
82,A,,DCH,Dayton Christian,School,Miamisburg,OH,"39.614029, -84.210022",1:54.68,swdistrict24,
83,A,,CMAR,Mariemont,,Cincinnati,OH,"39.144829, -84.365077",1:54.77,swdistrict24,
84,A,,CEL,Celina,,Celina,OH,"40.555665, -84.557991",1:55.52,nwdistrict24,
85,A,,BEA,Beachwood,,Beachwood,OH,"41.484048, -81.501324",1:55.67,nedistrict24,
86,A,,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",1:56.16,nwdistrict24,
87,A,,STE,Steubenville,,Steubenville,OH,"40.365024, -80.612165",1:56.37,central24,
88,A,,JNO,Northridge,,Johnstown,OH,"40.187941, -82.607303",1:56.76,central24,
89,A,,FPF,Fairview,,Fairview Park,OH,"41.442286, -81.855679",1:57.31,nedistrict24,
90,A,,LFU,Fairfield Union,,Lancaster,OH,"39.754663, -82.466906",1:59.27,central24,
91,A,,GMC,McClain,,Greenfield,OH,"39.351013, -83.388545",2:01.13,central24,
92,A,,MFER,Martins Ferry,,Martins Ferry,OH,"40.110965, -80.727010",2:03.22,central24,
93,A,,CARV,River Valley,,Caledonia,OH,"40.584898, -83.013730",2:03.72,central24,
