rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,Max Ward,Sr,CSTX,St. Xavier,Cincinnati,OH,"39.208760, -84.504478",48.72,swdistrict24,yes,
2,Ezra Herring,Sr,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",48.77,nedistrict24,yes,
3,Michael Gaier,Jr,POL,Olentangy Liberty,Powell,OH,"40.197868, -83.098903",49.37,central24,yes,
4,AJ Gomez,Jr,LTLE,Lakota East,Liberty Township,OH,"39.379273, -84.371020",49.95,swdistrict24,yes,
5,Andrew Rucker,Sr,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",50.05,central24,yes,
6,Will Ballard,Sr,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",50.14,swdistrict24,yes,
7,Cooper Burt,Jr,HRO,Ross,Hamilton,OH,"39.329713, -84.635037",50.21,swdistrict24,,
8,Brady Farren,Sr,LCOR,Olentangy Orange,Lewis Center,OH,"40.171851, -82.978987",50.27,central24,yes,
9,Wyatt Julian,Jr,COSC,St. Charles,Columbus,OH,"39.969651, -82.947449",50.62,central24,,Preparatory School
10,Peter Helmuth,Sr,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",50.73,nedistrict24,yes,
11,Michael Blawas,Sr,ULA,Lake,Uniontown,OH,"40.960417, -81.359899",50.78,nedistrict24,yes,
12,Ocean Isham,Sr,CSTX,St. Xavier,Cincinnati,OH,"39.208760, -84.504478",50.82,swdistrict24,,
13,Joris Boeman,Sr,WLSO,South,Willoughby,OH,"41.624763, -81.421267",50.85,nedistrict24,,
14,Jude Banks,So,CLSI,St. Ignatius,Cleveland,OH,"41.482987, -81.706840",50.86,nwdistrict24,yes,
15,Luke Mangano,Sr,CSTX,St. Xavier,Cincinnati,OH,"39.208760, -84.504478",50.91,swdistrict24,,
16,Jake Cheatwood,Sr,TSFD,St. Francis de Sales,Toledo,OH,"41.662272, -83.599113",51.09,nwdistrict24,yes,
17,Ethan Fang,Jr,MAS,Mason,Mason,OH,"39.351367, -84.306013",51.12,swdistrict24,,
18,Josh Riegler,Sr,GLI,Gahanna Lincoln,Gahanna,OH,"40.016451, -82.865533",51.18,central24,,
19,Andrew Taulbee,Sr,REY,Reynoldsburg,Reynoldsburg,OH,"39.942786, -82.816502",51.24,central24,,
20,Collin Preissler,So,CSYC,Sycamore,Cincinnati,OH,"39.267037, -84.352090",51.37,swdistrict24,,
21,Drew Yagour,Jr,SOL,Solon,Solon,OH,"41.377670, -81.441060",51.41,nedistrict24,,
22,Emmett Fentress,So,MIL,Milford,Milford,OH,"39.179768, -84.241069",51.62,swdistrict24,,
23,Connor Pirkle,Jr,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",51.67,central24,,
24,Cooper Burke,Jr,CTUR,Turpin,Cincinnati,OH,"39.105629, -84.367366",51.68,swdistrict24,,
25,Connor Fitzgerald,Jr,CLSI,St. Ignatius,Cleveland,OH,"41.482987, -81.706840",51.73,nwdistrict24,yes,
26,Kaden Abke,Sr,HUD,Hudson,Hudson,OH,"41.256797, -81.413904",51.90,nedistrict24,,
27,Andrew Stakauskas,Sr,COH,Oak Hills,Cincinnati,OH,"39.146768, -84.648598",52.09,swdistrict24,,
28,Josh Emerman,Sr,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",52.16,central24,,
29,Matt Waechter,Sr,MAS,Mason,Mason,OH,"39.351367, -84.306013",52.25,swdistrict24,,
30,Gabe Bosler-Kilmer,So,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",52.27,nedistrict24,,
31,TJ Rucker,So,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",52.41,central24,,
32,Sam Demarco,So,CSTX,St. Xavier,Cincinnati,OH,"39.208760, -84.504478",52.65,swdistrict24,,
33,Teddy Gurtsak,Sr,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",52.68,nwdistrict24,,
34,Cole Farbizo,Jr,GLI,Gahanna Lincoln,Gahanna,OH,"40.016451, -82.865533",52.83,central24,,
35,Andrew Zarick,Jr,COSC,St. Charles,Columbus,OH,"39.969651, -82.947449",52.85,central24,,Preparatory School
36,Will McMasters,Jr,LAN,Lancaster,Lancaster,OH,"39.732823, -82.585982",53.09,central24,,
37,Michael Vertikoff,Jr,HDAV,Hilliard Davidson,Hilliard,OH,"40.049694, -83.156922",53.32,central24,,
38,Landon Mitchell,Sr,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",53.32,nedistrict24,,
39,Shawn Kim,Jr,HHW,Wayne,Huber Heights,OH,"39.846918, -84.135007",53.32,swdistrict24,,
40,Landon Glatt,Sr,CAMO,Archbishop Moeller,Cincinnati,OH,"39.220253, -84.358455",53.49,swdistrict24,,
41,Matt Xie,So,CSYC,Sycamore,Cincinnati,OH,"39.267037, -84.352090",53.53,swdistrict24,,
42,Diego Medina,Sr,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",53.57,swdistrict24,,
43,Alexander Lee,Sr,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",53.61,central24,,
44,Xavier Allshouse,Sr,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",53.61,nedistrict24,,
45,Reece Benedict,Sr,MEN,Mentor,Mentor,OH,"41.694749, -81.336990",53.64,nedistrict24,,
46,Matt Calvert,Sr,CGL,Glenoak,Canton,OH,"40.869041, -81.350629",53.65,nedistrict24,,
47,Will Liu,Fr,COSC,St. Charles,Columbus,OH,"39.969651, -82.947449",53.69,central24,,Preparatory School
48,David Benedek,Jr,MAS,Mason,Mason,OH,"39.351367, -84.306013",53.71,swdistrict24,,
49,Zachary Mihok,Fr,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",53.90,nedistrict24,,
50,Liam Coffey,So,SHT,Shaker Heights,Shaker Heights,OH,"41.473276, -81.568492",53.91,nedistrict24,,
51,Evan Kehoe,Jr,BER,Berea-Midpark,Berea,OH,"41.373427, -81.845119",53.91,nwdistrict24,,
52,Bryce Akemon,Sr,CAMO,Archbishop Moeller,Cincinnati,OH,"39.220253, -84.358455",53.91,swdistrict24,,
53,Mack Sterling,Fr,WTW,Thomas Worthington,Worthington,OH,"40.090509, -83.025051",53.92,central24,,
54,Dalton Edman,Jr,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",54.10,central24,,
55,Cooper Udell,Sr,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",54.29,nedistrict24,,
56,Hiro Huang,Fr,DJER,Dublin Jerome,Dublin,OH,"40.133757, -83.177420",54.36,central24,,
57,Owen Lee,Sr,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",54.65,nedistrict24,,
58,Cory Pham,So,XEN,Xenia,Xenia,OH,"39.709105, -83.928117",54.68,swdistrict24,,
59,Owen Thomas,Jr,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",54.71,central24,,
60,Collin Barth,Jr,CWC,West Clermont,Cincinnati,OH,"39.069606, -84.246657",54.72,swdistrict24,,
61,Leo Gawelek,Sr,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",54.80,swdistrict24,,
62,Hunter Harris,Fr,WAD,Wadsworth,Wadsworth,OH,"41.021539, -81.710912",54.87,nwdistrict24,,
63,Liam McClure,Fr,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",54.89,swdistrict24,,
64,Cole Montgomery,So,COSC,St. Charles,Columbus,OH,"39.969651, -82.947449",54.95,central24,,Preparatory School
65,Braden Greer,Fr,NOL,North Olmsted,North Olmsted,OH,"41.406080, -81.925110",54.96,nwdistrict24,,
66,Samyak Ramchandre,Fr,MAS,Mason,Mason,OH,"39.351367, -84.306013",55.00,swdistrict24,,
67,Daxton Novitske,Fr,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",55.22,swdistrict24,,
68,Shay Malone,So,SHT,Shaker Heights,Shaker Heights,OH,"41.473276, -81.568492",55.23,nedistrict24,,
69,Ethan Baker,Sr,MHI,Highland,Medina,OH,"41.162963, -81.742743",55.32,nwdistrict24,,
70,Alex Hou,So,CIWH,Walnut Hills,Cincinnati,OH,"39.140488, -84.480216",55.33,swdistrict24,,
71,Charlie Howe,Sr,TSFD,St. Francis de Sales,Toledo,OH,"41.662272, -83.599113",55.44,nwdistrict24,,
72,Quinton Dardinger,So,WSO,Westerville South,Westerville,OH,"40.118040, -82.923453",55.46,central24,,
73,Caleb Smesko,Jr,CFWJ,Walsh Jesuit,Cuyahoga Falls,OH,"41.192007, -81.496008",55.60,nedistrict24,,
74,Santia Garcia-Izquierdo,So,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",55.72,swdistrict24,,
75,Jacob Kreidler,So,DCO,Dublin Coffman,Dublin,OH,"40.107364, -83.130928",55.73,central24,,
76,Aaron Mallamad,Sr,CLH,Cleveland Heights,Cleveland Heights,OH,"41.502378, -81.562969",55.75,nedistrict24,,
77,Ryan Zhu,So,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",55.76,central24,,
78,Nate Bliss,Jr,DSC,Dublin Scioto,Dublin,OH,"40.121376, -83.100426",55.77,central24,,
79,Keegan Freeworth,Jr,SYSO,Sylvania Southview,Sylvania,OH,"41.687547, -83.716431",55.79,nwdistrict24,,
80,Logan Garza,Fr,FRO,Fremont Ross,Fremont,OH,"41.362541, -83.123975",55.83,nwdistrict24,,
81,Aidan Burdick,Sr,CIL,La Salle,Cincinati,OH,"39.189105, -84.586624",55.84,swdistrict24,,
82,Colin Kennedy,So,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",55.94,central24,,
83,Nisou Miyakoshi,Fr,CSYC,Sycamore,Cincinnati,OH,"39.267037, -84.352090",55.94,swdistrict24,,
84,Wyatt Rathgaber,Jr,ATV,Teays Valley,Ashville,OH,"39.722530, -82.945641",55.95,central24,,
85,Andrew Gerstenmaier,Fr,CFWJ,Walsh Jesuit,Cuyahoga Falls,OH,"41.192007, -81.496008",56.03,nedistrict24,,
86,Patrick Filbert,So,MARY,Marysville,Marysville,OH,"40.250365, -83.381003",56.12,central24,,
87,Andy Wang,Jr,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",56.19,swdistrict24,,
88,Jonah Semancik,Jr,TSFD,St. Francis de Sales,Toledo,OH,"41.662272, -83.599113",56.34,nwdistrict24,,
89,Landon Rush,Sr,MVE,Mount Vernon,Mount Vernon,OH,"40.378420, -82.474474",56.36,central24,,
90,Evan Dilley,Jr,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",56.56,nedistrict24,,
91,Connor Hanagan,Sr,PICN,Pickerington North,Pickerington,OH,"39.908903, -82.733425",56.58,central24,,
92,Caleb Grubbs,Sr,WAW,Anthony Wayne,Whitehouse,OH,"41.532495, -83.779770",56.66,nwdistrict24,,
93,Simon Finch,Sr,WTW,Thomas Worthington,Worthington,OH,"40.090509, -83.025051",56.85,central24,,
94,Ricky Unger,So,LTLE,Lakota East,Liberty Township,OH,"39.379273, -84.371020",56.90,swdistrict24,,
95,Colin Moran,Jr,CLSI,St. Ignatius,Cleveland,OH,"41.482987, -81.706840",57.05,nwdistrict24,,
96,Ryland Most,So,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",57.16,nedistrict24,,
97,Wes Arnholt,Jr,PWM,Watkins Memorial,Pataskala,OH,"39.963044, -82.649949",57.21,central24,,
98,Carter Anderson,Sr,CMC,McKinley,Canton,OH,"40.818803, -81.397898",57.22,nedistrict24,,
99,Seth Merriman,Sr,PERB,Perrysburg,Perrysburg,OH,"41.519172, -83.653030",57.26,nwdistrict24,,
100,Noah Beaver,Jr,MNO,Nordonia,Macedonia,OH,"41.301860, -81.510625",57.31,nedistrict24,,
101,Noah Wilson,Jr,PRI,Riverside,Painesville,OH,"41.712931, -81.219067",57.49,nedistrict24,,
102,Naji Habre,Sr,BER,Berea-Midpark,Berea,OH,"41.373427, -81.845119",57.51,nwdistrict24,,
103,Max Bremec,So,MAY,Mayfield,Mayfield Village,OH,"41.536528, -81.459515",57.56,nedistrict24,,
104,Leo Yang,Jr,CLSI,St. Ignatius,Cleveland,OH,"41.482987, -81.706840",57.72,nwdistrict24,,
105,Itsuki Hatano,Fr,FIN,Findlay,Findlay,OH,"41.056646, -83.665959",57.73,nwdistrict24,,
106,Kyle Oderkirk,Jr,STRG,Strongsville,Strongsville,OH,"41.303367, -81.845993",57.86,nwdistrict24,,
107,Mason Jones,Fr,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",58.00,central24,,
108,Gavin Bello,So,AVO,Avon,Avon,OH,"41.444579, -82.037907",58.12,nwdistrict24,,
109,Elliott Taylor,Jr,NOL,North Olmsted,North Olmsted,OH,"41.406080, -81.925110",58.30,nwdistrict24,,
110,Quentin Davies,So,BHB,Brecksville-Broadview Heights,Broadview Heights,OH,"41.327207, -81.644428",58.41,nedistrict24,,
111,Logan King,Sr,ALA,Avon Lake,Avon Lake,OH,"41.508504, -82.017464",58.50,nwdistrict24,,
112,Declan Mackowski,Fr,AST,Steele,Amherst,OH,"41.403809, -82.222312",58.54,nwdistrict24,,
113,Zach Han,Jr,SOL,Solon,Solon,OH,"41.377670, -81.441060",58.67,nedistrict24,,
114,Daniel Coxhead,So,FAFD,Fairfield,Fairfield,OH,"39.336613, -84.518230",58.69,swdistrict24,,
115,Andrew Indradjaja,Sr,SOL,Solon,Solon,OH,"41.377670, -81.441060",58.73,nedistrict24,,
116,Nate Barasch,So,WAW,Anthony Wayne,Whitehouse,OH,"41.532495, -83.779770",58.81,nwdistrict24,,
117,Caleb Zaleski,So,STRG,Strongsville,Strongsville,OH,"41.303367, -81.845993",58.87,nwdistrict24,,
118,Liviu Marina,Sr,NRO,North Royalton,North Royalton,OH,"41.309129, -81.733185",58.94,nedistrict24,,
119,Noah Christensen,Fr,MAY,Mayfield,Mayfield Village,OH,"41.536528, -81.459515",59.01,nedistrict24,,
120,Blake Nettles,Jr,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",59.34,nwdistrict24,,
121,Eddie Tipping,Fr,SYNO,Sylvania Northview,Sylvania,OH,"41.712761, -83.710366",59.41,nwdistrict24,,
122,Nicholas Hoover,So,MNO,Nordonia,Macedonia,OH,"41.301860, -81.510625",59.66,nedistrict24,,
123,Dylan Arnold,So,TRO,Troy,Troy,OH,"40.045804, -84.201045",1:00.01,swdistrict24,,
124,Luke Turnbull,Sr,SMF,Stow-Munroe Falls,Stow,OH,"41.168063, -81.397098",1:00.08,nedistrict24,,
125,Tucker Hall,Jr,TWH,Whitmer,Toledo,OH,"41.718616, -83.611156",1:00.97,nwdistrict24,,
126,Fynn Sattig,So,PERB,Perrysburg,Perrysburg,OH,"41.519172, -83.653030",1:01.42,nwdistrict24,,
127,Joey Sheely,So,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",1:02.58,nwdistrict24,,
128,Aric Boling,Jr,WAD,Wadsworth,Wadsworth,OH,"41.021539, -81.710912",1:02.97,nwdistrict24,,
