rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",1:34.70,central25,yes,
2,A,,CURA,Ursuline,Cincinnati,OH,"39.247894, -84.371321",1:36.08,swdistrict25,yes,Academy
3,A,,CSUA,St. Ursula,Cincinnati,OH,"39.124710, -84.481598",1:36.25,swdistrict25,yes,Academy
4,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",1:36.42,swdistrict25,,
5,A,,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",1:37.92,nedistrict25,yes,
6,A,,DJER,Dublin Jerome,Dublin,OH,"40.133757, -83.177420",1:38.17,central25,yes,
7,A,,LOUI,Louisville,Louisville,OH,"40.829441, -81.252604",1:38.28,nedistrict25,yes,
8,A,,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",1:38.56,central25,,
9,A,,CSYC,Sycamore,Cincinnati,OH,"39.267037, -84.352090",1:38.57,swdistrict25,,
10,A,,RRM,Magnificat,Rocky River,OH,"41.468468, -81.850298",1:38.66,nwdistrict25,yes,
11,A,,GLI,Gahanna Lincoln,Gahanna,OH,"40.016451, -82.865533",1:38.85,central25,,
12,A,,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",1:38.91,nwdistrict25,yes,
13,A,,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",1:39.04,central25,,
14,A,,CSET,Seton,Cincinnati,OH,"39.112886, -84.578631",1:39.07,swdistrict25,,
15,A,,PERB,Perrysburg,Perrysburg,OH,"41.519172, -83.653030",1:39.09,nwdistrict25,,
16,A,,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",1:39.15,nedistrict25,,
17,A,,MNO,Nordonia,Macedonia,OH,"41.301860, -81.510625",1:39.23,nedistrict25,,
18,A,,WCLW,Lakota West,West Chester,OH,"39.330294, -84.431138",1:39.30,swdistrict25,,
19,A,,OTA,Talawanda,Oxford,OH,"39.489855, -84.732758",1:39.32,swdistrict25,,
20,A,,WTW,Thomas Worthington,Worthington,OH,"40.090509, -83.025051",1:39.36,central25,,
21,A,,MPE,Perry,Massillon,OH,"40.789187, -81.462916",1:39.39,nedistrict25,,
22,A,,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",1:39.75,nedistrict25,,
23,A,,HUD,Hudson,Hudson,OH,"41.256797, -81.413904",1:39.81,nedistrict25,,
24,A,,POL,Olentangy Liberty,Powell,OH,"40.197868, -83.098903",1:39.88,central25,,
25,A,,WAW,Anthony Wayne,Whitehouse,OH,"41.532495, -83.779770",1:39.95,nwdistrict25,,
26,A,,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",1:40.32,nedistrict25,,
27,A,,GRA,Granville,Granville,OH,"40.078761, -82.527668",1:40.64,central25,,
28,A,,AVO,Avon,Avon,OH,"41.444579, -82.037907",1:40.72,nwdistrict25,,
29,A,,WKI,Worthington Kilbourne,Worthington,OH,"40.115217, -83.055895",1:40.93,central25,,
30,A,,SPR,Springboro,Springboro,OH,"39.532708, -84.240096",1:40.94,swdistrict25,,
31,A,,TRO,Troy,Troy,OH,"40.045804, -84.201045",1:41.00,swdistrict25,,
32,A,,GGR,Green,Uniontown,OH,"40.957684, -81.473300",1:41.11,nedistrict25,,
33,A,,MED,Medina,Medina,OH,"41.144765, -81.850433",1:41.21,nwdistrict25,,
34,A,,CBW,Bishop Watterson,Columbus,OH,"40.048986, -83.016282",1:41.23,central25,,
35,A,,TSUA,St. Ursula,Toledo,OH,"41.670864, -83.640240",1:41.31,nwdistrict25,,Academy
36,A,,CTUR,Turpin,Cincinnati,OH,"39.105629, -84.367366",1:41.43,swdistrict25,,
37,A,,LEB,Lebanon,Lebanon,OH,"39.463762, -84.181354",1:41.83,swdistrict25,,
38,A,,WAD,Wadsworth,Wadsworth,OH,"41.021539, -81.710912",1:42.01,nwdistrict25,,
39,A,,CGL,Glenoak,Canton,OH,"40.869041, -81.350629",1:42.06,nedistrict25,,
40,A,,FIN,Findlay,Findlay,OH,"41.056646, -83.665959",1:42.22,nwdistrict25,,
41,A,,DOB,Olentangy Berlin,Delaware,OH,"40.254987, -83.002974",1:42.55,central25,,
42,A,,KRO,Roosevelt,Kent,OH,"41.168809, -81.355950",1:42.68,nedistrict25,,
43,A,,CIWH,Walnut Hills,Cincinnati,OH,"39.140488, -84.480216",1:42.71,swdistrict25,,
44,A,,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",1:42.91,nwdistrict25,,
45,A,,VANB,Butler,Vandalia,OH,"39.885121, -84.197325",1:43.30,swdistrict25,,
46,A,,CHA,Chardon,Chardon,OH,"41.591271, -81.200412",1:43.49,nedistrict25,,
47,A,,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",1:43.54,swdistrict25,,
48,A,,DHA,Hayes,Delaware,OH,"40.310505, -83.080234",1:43.62,central25,,
49,A,,SHT,Shaker Heights,Shaker Heights,OH,"41.473276, -81.568492",1:43.63,nedistrict25,,
50,A,,TCO,Columbian,Tiffin,OH,"41.108863, -83.177897",1:44.09,nwdistrict25,,
51,A,,LOV,Loveland,Loveland,OH,"39.279797, -84.275046",1:44.36,swdistrict25,,
52,A,,STRG,Strongsville,Strongsville,OH,"41.303367, -81.845993",1:45.08,nwdistrict25,,
53,A,,HDAR,Hilliard Darby,Hilliard,OH,"40.035388, -83.168105",1:45.38,central25,,
54,A,,AST,Steele,Amherst,OH,"41.403809, -82.222312",1:45.53,nwdistrict25,,
55,A,,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",1:45.82,swdistrict25,,
56,A,,ALA,Avon Lake,Avon Lake,OH,"41.508504, -82.017464",1:46.03,nwdistrict25,,
57,A,,HHW,Wayne,Huber Heights,OH,"39.846918, -84.135007",1:46.40,swdistrict25,,
58,A,,COH,Oak Hills,Cincinnati,OH,"39.146768, -84.648598",1:46.42,swdistrict25,,
59,A,,FRO,Fremont Ross,Fremont,OH,"41.362541, -83.123975",1:46.49,nwdistrict25,,
60,A,,PICN,Pickerington North,Pickerington,OH,"39.908903, -82.733425",1:46.50,central25,,
61,A,,BGR,Bowling Green,Bowling Green,OH,"41.387166, -83.657431",1:47.07,nwdistrict25,,
62,A,,KFA,Kettering Fairmont,Kettering,OH,"39.698839, -84.164473",1:47.33,swdistrict25,,
63,A,,RRE,Revere,Richfield,OH,"41.201648, -81.616891",1:47.62,nedistrict25,,
64,A,,ULA,Lake,Uniontown,OH,"40.960417, -81.359899",1:47.71,nedistrict25,,
65,A,,CLSJ,St. Joseph,Cleveland,OH,"41.458821, -81.817638",1:47.79,nwdistrict25,,Academy
66,A,,BER,Berea-Midpark,Berea,OH,"41.373427, -81.845119",1:47.90,nwdistrict25,,
67,A,,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",1:47.91,swdistrict25,,
68,A,,BHB,Brecksville-Broadview Heights,Broadview Heights,OH,"41.327207, -81.644428",1:47.93,nedistrict25,,
69,A,,NRO,North Royalton,North Royalton,OH,"41.309129, -81.733185",1:47.94,nedistrict25,,
70,A,,MEN,Mentor,Mentor,OH,"41.694749, -81.336990",1:47.98,nedistrict25,,
71,A,,HBRD,Hilliard Bradley,Hilliard,OH,"40.006544, -83.201645",1:48.15,central25,,
72,A,,MAY,Mayfield,Mayfield Village,OH,"41.536528, -81.459515",1:48.15,nedistrict25,,
73,A,,WAP,Wapakoneta,Wapakoneta,OH,"40.583246, -84.194470",1:48.22,nwdistrict25,,
74,A,,SOL,Solon,Solon,OH,"41.377670, -81.441060",1:48.58,nedistrict25,,
75,A,,PICC,Pickerington Central,Pickerington,OH,"39.876358, -82.755310",1:48.59,central25,,
76,A,,CFWJ,Walsh Jesuit,Cuyahoga Falls,OH,"41.192007, -81.496008",1:48.59,nedistrict25,,
77,A,,FAI,Fairborn,Fairborn,OH,"39.784583, -84.005310",1:48.99,swdistrict25,,
78,A,,MARY,Marysville,Marysville,OH,"40.250365, -83.381003",1:49.08,central25,,
79,A,,MIA,Miamisburg,Miamisburg,OH,"39.627691, -84.257734",1:49.08,swdistrict25,,
80,A,,WCE,Westerville Central,Westerville,OH,"40.154417, -82.904107",1:49.26,central25,,
81,A,,COSF,St. Francis de Sales,Columbus,OH,"40.053211, -82.975205",1:49.30,central25,,
82,A,,DTV,Tri-Valley,Dresden,OH,"40.120914, -82.004689",1:50.10,central25,,
83,A,,MIL,Milford,Milford,OH,"39.179768, -84.241069",1:50.35,swdistrict25,,
84,A,,ASH,Ashland,Ashland,OH,"40.854435, -82.325601",1:50.36,nwdistrict25,,
85,A,,NORI,North Ridgeville,North Ridgeville,OH,"41.388373, -82.001676",1:50.45,nwdistrict25,,
86,A,,MHI,Highland,Medina,OH,"41.162963, -81.742743",1:51.03,nwdistrict25,,
87,A,,ATV,Teays Valley,Ashville,OH,"39.722530, -82.945641",1:51.12,central25,,
88,A,,NEW,Newark,Newark,OH,"40.066694, -82.419866",1:51.21,central25,,
89,A,,LAKE,Lakewood,Lakewood,OH,"41.480834, -81.791732",1:51.27,nwdistrict25,,
90,A,,TWC,Twinsburg,Twinsburg,OH,"41.317304, -81.451106",1:51.31,nedistrict25,,
91,A,,CBC,Bloom-Carroll,Carroll,OH,"39.794563, -82.697546",1:51.67,central25,,
92,A,,CLH,Cleveland Heights,Cleveland Heights,OH,"41.502378, -81.562969",1:51.75,nedistrict25,,
93,A,,WES,Westlake,Westlake,OH,"41.460632, -81.928970",1:53.54,nwdistrict25,,
94,A,,WLSO,South,Willoughby,OH,"41.624763, -81.421267",1:54.18,nedistrict25,,
