rk,nm,gr,sc,sh,ct,st,ll,ti,sp,pt,shx
1,A,,ONT,Ontario,Ontario,OH,"40.764612, -82.647690",1:26.86,"22.12,21.86,21.51,21.37;G. Trumpower,H. Petit,A. Rose,C. Cordrey",,
2,A,,CIIH,Indian Hill,Cincinnati,OH,"39.186177, -84.347006",1:27.14,"22.82,22.38,21.68,20.26;A. Velayutham,J. Zhao,J. Wenker,J. Edmonson",,
3,A,,HVUS,University School,Hunting Valley,OH,"41.485518, -81.427641",1:27.91,"21.51,22.43,21.40,22.57;J. Faulkner,M. Figueroa,I. Sullivan,T. Farkas",,nhs
4,A,,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",1:28.16,"22.63,20.99,22.54,22.00;P. Carter,M. Stankivicz,M. Esdon,M. Esdon",,
5,A,,WAP,Wapakoneta,Wapakoneta,OH,"40.583246, -84.194470",1:28.33,"22.23,22.48,22.43,21.19;L. Wierwille,G. Casebolt,O. Becker,A. Honigford",,
6,A,,GCA,Columbus Academy,Gahanna,OH,"40.049132, -82.874035",1:28.57,"22.98,20.80,23.49,21.30;A. Balaloski,W. Harpster,G. Thomas,G. Lewis",,nhs
7,A,,GMH,Hawken,Gates Mills,OH,"41.527105, -81.386570",1:29.31,"23.28,21.84,22.02,22.17;D. Xu,C. Ryan,A. Peruri,P. Wooley",,School
8,A,,MLC,Lake Catholic,Mentor,OH,"41.688021, -81.375817",1:30.04,"22.88,23.46,22.41,21.29;J. Dicello,T. Perkovic,O. Pesek,D. Bittner",,
9,A,,CWYO,Wyoming,Cincinnati,OH,"39.233295, -84.470133",1:30.10,"21.95,22.65,23.19,22.31;C. Hagenauer,Z. Spera,J. Snyder,S. Williams",,
10,A,,GRA,Granville,Granville,OH,"40.078761, -82.527668",1:30.17,"22.84,22.77,22.23,22.33;J. Teter,N. Schneider,D. Baillargeon,J. Remlinger",,
11,A,,DOV,Dover,Dover,OH,"40.523320, -81.481673",1:30.25,"22.98,23.21,23.19,20.87;T. Perkowski,K. Ruegsegger,C. Marshall,L. Lane",,
12,A,,BEA,Beachwood,Beachwood,OH,"41.484048, -81.501324",1:30.67,"21.73,22.90,23.14,22.90;E. Warner,O. Shook,K. Zhang,C. Elwell",,
12,A,,NAP,Napoleon,Napoleon,OH,"41.390402, -84.147467",1:30.67,"22.79,22.95,23.22,21.71;M. Switzer,N. Flowers,A. Gyde,B. Bostelman",,
14,A,,WRV,River View,Warsaw,OH,"40.339216, -81.959144",1:30.77,"23.30,23.48,22.57,21.42;J. Vu,C. Knicely,J. Shoemaker,C. Addy",,
15,A,,SPE,Perkins,Sandusky,OH,"41.412915, -82.702217",1:30.84,"21.67,22.95,23.19,23.03;J. Ninke,L. Williams,J. Savage,L. Skavnak",,
16,A,,OHA,Oak Harbor,Oak Harbor,OH,"41.514006, -83.156594",1:31.38,"22.86,22.96,22.84,22.72;K. Witt,N. Warnke,N. Buderer,K. Lajti",,
17,A,,CMAD,Madeira,Cincinnati,OH,"39.201309, -84.365563",1:31.41,"22.93,22.36,22.96,23.16;Q. Leborgne,J. Dobson,M. Welty,O. Lichtenberg",,
18,A,,CHA,Chardon,Chardon,OH,"41.591271, -81.200412",1:31.55,"22.98,23.38,22.83,22.36;T. Rogers,D. Greene,J. Schneider,N. Bender",,
19,A,,PPO,Orange,Pepper Pike,OH,"41.458036, -81.454526",1:32.01,"23.47,23.81,22.67,22.06;S. Amato,M. Amato,L. Blasier,T. Cakulev",,
20,A,,CFA,Chagrin Falls,Chagrin Falls,OH,"41.426720, -81.379278",1:32.10,"23.35,23.59,22.92,22.24;T. McCort,T. Brennan,M. Klug,N. Publicover",,
21,A,,LEX,Lexington,Lexington,OH,"40.672877, -82.586867",1:32.31,"23.08,23.51,22.90,22.82;C. Watters,T. Nickoli,O. Bell,J. Hathaway",,
22,A,,WAU,Wauseon,Wauseon,OH,"41.553403, -84.127931",1:32.36,"24.04,23.06,22.80,22.46;A. Pena,I. Bourn,B. Reeder,X. Ankney",,
23,A,,COGH,Grandview Heights,Columbus,OH,"39.984467, -83.048483",1:32.57,"22.41,23.56,23.95,22.65;B. Yates,W. Halberg,D. Yeager,M. Bondy",,
24,A,,AUR,Aurora,Aurora,OH,"41.310991, -81.350809",1:33.01,"22.09,23.59,24.19,23.14;C. Good,X. Roy,M. Bailey,N. New",,
