rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,CSTX,St. Xavier,Cincinnati,OH,"39.208760, -84.504478",3:02.97,swdistrict24,yes,
2,A,,CLSI,St. Ignatius,Cleveland,OH,"41.482987, -81.706840",3:05.35,nwdistrict24,yes,
3,A,,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",3:05.63,nedistrict24,yes,
4,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",3:07.04,central24,yes,
5,A,,COSC,St. Charles,Columbus,OH,"39.969651, -82.947449",3:07.27,central24,yes,Preparatory School
6,A,,TSFD,St. Francis de Sales,Toledo,OH,"41.662272, -83.599113",3:07.29,nwdistrict24,yes,
7,A,,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",3:08.83,nedistrict24,yes,
8,A,,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",3:09.22,swdistrict24,yes,
9,A,,POL,Olentangy Liberty,Powell,OH,"40.197868, -83.098903",3:09.79,central24,,
10,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",3:09.85,swdistrict24,,
11,A,,CAMO,Archbishop Moeller,Cincinnati,OH,"39.220253, -84.358455",3:10.40,swdistrict24,,
12,A,,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",3:10.61,swdistrict24,,
13,A,,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",3:10.72,central24,,
14,A,,MIL,Milford,Milford,OH,"39.179768, -84.241069",3:10.86,swdistrict24,,
15,A,,LTLE,Lakota East,Liberty Township,OH,"39.379273, -84.371020",3:11.18,swdistrict24,,
16,A,,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",3:12.98,swdistrict24,,
17,A,,CTUR,Turpin,Cincinnati,OH,"39.105629, -84.367366",3:13.24,swdistrict24,,
18,A,,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",3:13.59,nedistrict24,,
19,A,,HRO,Ross,Hamilton,OH,"39.329713, -84.635037",3:13.87,swdistrict24,,
20,A,,DJER,Dublin Jerome,Dublin,OH,"40.133757, -83.177420",3:15.09,central24,,
21,A,,CIWH,Walnut Hills,Cincinnati,OH,"39.140488, -84.480216",3:15.23,swdistrict24,,
22,A,,MED,Medina,Medina,OH,"41.144765, -81.850433",3:15.89,nwdistrict24,,
23,A,,LCOR,Olentangy Orange,Lewis Center,OH,"40.171851, -82.978987",3:16.33,central24,,
24,A,,WTW,Thomas Worthington,Worthington,OH,"40.090509, -83.025051",3:16.76,central24,,
25,A,,HUD,Hudson,Hudson,OH,"41.256797, -81.413904",3:16.91,nedistrict24,,
26,A,,DCO,Dublin Coffman,Dublin,OH,"40.107364, -83.130928",3:17.31,central24,,
27,A,,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",3:17.43,central24,,
28,A,,GLI,Gahanna Lincoln,Gahanna,OH,"40.016451, -82.865533",3:18.05,central24,,
29,A,,WCLW,Lakota West,West Chester,OH,"39.330294, -84.431138",3:18.60,swdistrict24,,
30,A,,CSYC,Sycamore,Cincinnati,OH,"39.267037, -84.352090",3:18.66,swdistrict24,,
31,A,,STRG,Strongsville,Strongsville,OH,"41.303367, -81.845993",3:19.17,nwdistrict24,,
32,A,,PICC,Pickerington Central,Pickerington,OH,"39.876358, -82.755310",3:19.83,central24,,
33,A,,SOL,Solon,Solon,OH,"41.377670, -81.441060",3:20.07,nedistrict24,,
34,A,,MEN,Mentor,Mentor,OH,"41.694749, -81.336990",3:20.56,nedistrict24,,
35,A,,CIE,Elder,Cincinnati,OH,"39.112117, -84.580179",3:21.45,swdistrict24,,
36,A,,WAW,Anthony Wayne,Whitehouse,OH,"41.532495, -83.779770",3:22.34,nwdistrict24,,
37,A,,CFWJ,Walsh Jesuit,Cuyahoga Falls,OH,"41.192007, -81.496008",3:22.41,nedistrict24,,
38,A,,PERB,Perrysburg,Perrysburg,OH,"41.519172, -83.653030",3:22.75,nwdistrict24,,
39,A,,WES,Westlake,Westlake,OH,"41.460632, -81.928970",3:23.10,nwdistrict24,,
40,A,,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",3:23.92,nwdistrict24,,
41,A,,DOB,Olentangy Berlin,Delaware,OH,"40.254987, -83.002974",3:24.27,central24,,
42,A,,SHT,Shaker Heights,Shaker Heights,OH,"41.473276, -81.568492",3:24.36,nedistrict24,,
43,A,,CGL,Glenoak,Canton,OH,"40.869041, -81.350629",3:24.52,nedistrict24,,
44,A,,MNO,Nordonia,Macedonia,OH,"41.301860, -81.510625",3:24.70,nedistrict24,,
45,A,,SMF,Stow-Munroe Falls,Stow,OH,"41.168063, -81.397098",3:26.30,nedistrict24,,
46,A,,SYSO,Sylvania Southview,Sylvania,OH,"41.687547, -83.716431",3:26.35,nwdistrict24,,
47,A,,CLH,Cleveland Heights,Cleveland Heights,OH,"41.502378, -81.562969",3:26.79,nedistrict24,,
48,A,,PICN,Pickerington North,Pickerington,OH,"39.908903, -82.733425",3:27.80,central24,,
49,A,,DSC,Dublin Scioto,Dublin,OH,"40.121376, -83.100426",3:27.98,central24,,
50,A,,PWM,Watkins Memorial,Pataskala,OH,"39.963044, -82.649949",3:28.12,central24,,
51,A,,SBW,Big Walnut,Sunbury,OH,"40.234619, -82.858283",3:28.14,central24,,
52,A,,SPR,Springboro,Springboro,OH,"39.532708, -84.240096",3:28.30,swdistrict24,,
53,A,,MAY,Mayfield,Mayfield Village,OH,"41.536528, -81.459515",3:30.17,nedistrict24,,
54,A,,AVO,Avon,Avon,OH,"41.444579, -82.037907",3:30.52,nwdistrict24,,
55,A,,CIL,La Salle,Cincinati,OH,"39.189105, -84.586624",3:30.97,swdistrict24,,
56,A,,MVE,Mount Vernon,Mount Vernon,OH,"40.378420, -82.474474",3:31.19,central24,,
57,A,,FAFD,Fairfield,Fairfield,OH,"39.336613, -84.518230",3:31.51,swdistrict24,,
58,A,,WNO,Westerville North,Westerville,OH,"40.132830, -82.897903",3:32.86,central24,,
59,A,,AST,Steele,Amherst,OH,"41.403809, -82.222312",3:32.89,nwdistrict24,,
60,A,,WSO,Westerville South,Westerville,OH,"40.118040, -82.923453",3:32.94,central24,,
61,A,,BER,Berea-Midpark,Berea,OH,"41.373427, -81.845119",3:33.60,nwdistrict24,,
62,A,,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",3:33.88,nedistrict24,,
63,A,,WKI,Worthington Kilbourne,Worthington,OH,"40.115217, -83.055895",3:33.89,central24,,
64,A,,OTA,Talawanda,Oxford,OH,"39.489855, -84.732758",3:34.18,swdistrict24,,
65,A,,MHI,Highland,Medina,OH,"41.162963, -81.742743",3:34.88,nwdistrict24,,
66,A,,HDAV,Hilliard Davidson,Hilliard,OH,"40.049694, -83.156922",3:36.97,central24,,
67,A,,KFA,Kettering Fairmont,Kettering,OH,"39.698839, -84.164473",3:37.08,swdistrict24,,
68,A,,CIAN,Anderson,Cincinnati,OH,"39.069607, -84.348721",3:37.22,swdistrict24,,
69,A,,WLSO,South,Willoughby,OH,"41.624763, -81.421267",3:38.04,nedistrict24,,
70,A,,OCL,Clay,Oregon,OH,"41.654465, -83.412194",3:38.54,nwdistrict24,,
71,A,,CWC,West Clermont,Cincinnati,OH,"39.069606, -84.246657",3:38.55,swdistrict24,,
72,A,,PNO,Normandy,Parma,OH,"41.362532, -81.699017",3:39.42,nedistrict24,,
73,A,,SID,Sidney,Sidney,OH,"40.278877, -84.173376",3:39.49,swdistrict24,,
74,A,,ATV,Teays Valley,Ashville,OH,"39.722530, -82.945641",3:39.75,central24,,
75,A,,OFA,Olmsted Falls,Olmsted Falls,OH,"41.370945, -81.926820",3:39.92,nwdistrict24,,
76,A,,CNM,Northmont,Clayton,OH,"39.872448, -84.346116",3:40.18,swdistrict24,,
77,A,,BHB,Brecksville-Broadview Heights,Broadview Heights,OH,"41.327207, -81.644428",3:40.24,nedistrict24,,
78,A,,DHA,Hayes,Delaware,OH,"40.310505, -83.080234",3:40.29,central24,,
79,A,,MWA,Washington,Massillon,OH,"40.792787, -81.503223",3:40.75,nedistrict24,,
80,A,,CUFA,Cuyahoga Falls,Cuyahoga Falls,OH,"41.139572, -81.487302",3:41.65,nedistrict24,,
81,A,,FRO,Fremont Ross,Fremont,OH,"41.362541, -83.123975",3:42.20,nwdistrict24,,
82,A,,NOL,North Olmsted,North Olmsted,OH,"41.406080, -81.925110",3:42.34,nwdistrict24,,
83,A,,SYNO,Sylvania Northview,Sylvania,OH,"41.712761, -83.710366",3:42.61,nwdistrict24,,
84,A,,WAD,Wadsworth,Wadsworth,OH,"41.021539, -81.710912",3:42.79,nwdistrict24,,
85,A,,AFI,Firestone,Akron,OH,"41.118939, -81.564683",3:42.98,nedistrict24,,
86,A,,TSJJ,St. John's Jesuit,Toledo,OH,"41.612906, -83.682217",3:43.38,nwdistrict24,,
87,A,,LAN,Lancaster,Lancaster,OH,"39.732823, -82.585982",3:44.69,central24,,
88,A,,WHA,Harding,Warren,OH,"41.243017, -80.805421",3:48.92,nedistrict24,,
89,A,,TWC,Twinsburg,Twinsburg,OH,"41.317304, -81.451106",3:49.21,nedistrict24,,
90,A,,NORI,North Ridgeville,North Ridgeville,OH,"41.388373, -82.001676",3:50.27,nwdistrict24,,
91,A,,ELY,Elyria,Elyria,OH,"41.362332, -82.107773",4:17.16,nwdistrict24,,
92,A,,TWH,Whitmer,Toledo,OH,"41.718616, -83.611156",4:26.53,nwdistrict24,,
