rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
1,Addie Robillard,So,CSUA,St. Ursula,Academy,Cincinnati,OH,"39.124710, -84.481598",2:01.09,swdistrict23,yes
2,Marie Belli,Sr,GLI,Gahanna Lincoln,,Gahanna,OH,"40.016451, -82.865533",2:02.00,central23,yes
3,Kaitlyn Sallows,So,DHA,Hayes,,Delaware,OH,"40.310505, -83.080234",2:03.00,central23,yes
4,Paige Delma,Sr,WKI,Worthington Kilbourne,,Worthington,OH,"40.115217, -83.055895",2:03.14,central23,yes
5,Stella Brofford,Sr,GLI,Gahanna Lincoln,,Gahanna,OH,"40.016451, -82.865533",2:05.71,central23,
6,Helen Randolph,So,DJER,Dublin Jerome,,Dublin,OH,"40.133757, -83.177420",2:05.71,central23,
7,Marisa Schenkenberger,Sr,HUD,Hudson,,Hudson,OH,"41.256797, -81.413904",2:05.92,nedistrict23,yes
8,Tera Brilmyer,Sr,AFI,Firestone,,Akron,OH,"41.118939, -81.564683",2:05.95,nedistrict23,yes
9,Chloe Wall,So,MAS,Mason,,Mason,OH,"39.351367, -84.306013",2:06.16,swdistrict23,yes
10,Sofia Matern,Jr,CIWH,Walnut Hills,,Cincinnati,OH,"39.140488, -84.480216",2:06.36,swdistrict23,yes
11,Chloe Otten,Jr,BVC,Beavercreek,,Beavercreek,OH,"39.720416, -84.033778",2:06.49,swdistrict23,
12,Ava Snider,Sr,UPA,Upper Arlington,,Upper Arlington,OH,"40.015311, -83.054726",2:07.26,central23,
13,Quinn Schureck,Fr,CIWH,Walnut Hills,,Cincinnati,OH,"39.140488, -84.480216",2:07.30,swdistrict23,
14,Anna Gearhart,Jr,CEN,Centerville,,Centerville,OH,"39.626987, -84.148198",2:07.31,swdistrict23,
15,Ashton Mumaw,Fr,UPA,Upper Arlington,,Upper Arlington,OH,"40.015311, -83.054726",2:07.74,central23,
16,Alyssa Uhlman,Fr,CURA,Ursuline,Academy,Cincinnati,OH,"39.247894, -84.371321",2:08.19,swdistrict23,
17,Anna Helmuth,Fr,NCH,Hoover,,North Canton,OH,"40.885368, -81.394707",2:08.53,nedistrict23,yes
18,Annaliess Stith,Jr,REY,Reynoldsburg,,Reynoldsburg,OH,"39.942786, -82.816502",2:08.56,central23,
19,Grace Perlberg,Sr,SOL,Solon,,Solon,OH,"41.377670, -81.441060",2:08.65,nedistrict23,
20,Courtney McKeown,Sr,CSUA,St. Ursula,Academy,Cincinnati,OH,"39.124710, -84.481598",2:08.77,swdistrict23,
21,Mia Dezelic,Sr,HUD,Hudson,,Hudson,OH,"41.256797, -81.413904",2:08.85,nedistrict23,
22,Darby Murlin,Jr,SHT,Shaker Heights,,Shaker Heights,OH,"41.473276, -81.568492",2:08.88,nedistrict23,
23,Madelyn Bosler,Jr,WNO,Westerville North,,Westerville,OH,"40.132830, -82.897903",2:08.89,central23,
24,Ava Dutton,Fr,PWM,Watkins Memorial,,Pataskala,OH,"39.963044, -82.649949",2:09.18,central23,
25,Lillian Paley,Sr,MAS,Mason,,Mason,OH,"39.351367, -84.306013",2:09.35,swdistrict23,
26,Lauren Moorhead,So,LCOR,Olentangy Orange,,Lewis Center,OH,"40.171851, -82.978987",2:09.67,central23,
27,Taylor Devorace,Jr,RORV,Rocky River,,Rocky River,OH,"41.473668, -81.851096",2:09.71,nwdistrict23,yes
28,Haley Gano,Sr,PERB,Perrysburg,,Perrysburg,OH,"41.519172, -83.653030",2:09.76,nwdistrict23,yes
29,Bridget Kurtzweil,Sr,AVO,Avon,,Avon,OH,"41.444579, -82.037907",2:09.79,nwdistrict23,yes
30,Sydney Herr,Jr,CSUA,St. Ursula,Academy,Cincinnati,OH,"39.124710, -84.481598",2:10.16,swdistrict23,
31,Natalie Holub,So,WTW,Thomas Worthington,,Worthington,OH,"40.090509, -83.025051",2:10.66,central23,
32,Sara Baylor,So,HUD,Hudson,,Hudson,OH,"41.256797, -81.413904",2:10.80,nedistrict23,
33,Olivia Scheibelhoffer,Jr,GGR,Green,,Uniontown,OH,"40.957684, -81.473300",2:11.42,nedistrict23,
34,Lucia Johnson,Sr,CTUR,Turpin,,Cincinnati,OH,"39.105629, -84.367366",2:11.58,swdistrict23,
35,Marie Lochridge,Fr,NCH,Hoover,,North Canton,OH,"40.885368, -81.394707",2:11.62,nedistrict23,
36,Leyna Swanson,Sr,BRU,Brunswick,,Brunswick,OH,"41.241619, -81.815475",2:11.65,nwdistrict23,
37,Olivia Wilson,Jr,CTUR,Turpin,,Cincinnati,OH,"39.105629, -84.367366",2:11.81,swdistrict23,
38,Eva Molenaar,Jr,AVO,Avon,,Avon,OH,"41.444579, -82.037907",2:12.03,nwdistrict23,
39,Lily Goodman,So,NAL,New Albany,,New Albany,OH,"40.084160, -82.815574",2:12.45,central23,
40,Sierra Kobak,Fr,AVO,Avon,,Avon,OH,"41.444579, -82.037907",2:12.58,nwdistrict23,
41,Mallory Syrek,Fr,WAW,Anthony Wayne,,Whitehouse,OH,"41.532495, -83.779770",2:12.93,nwdistrict23,
42,Addison Soehnlen,Jr,MAS,Mason,,Mason,OH,"39.351367, -84.306013",2:13.14,swdistrict23,
43,Lola Zimpfer,So,UPA,Upper Arlington,,Upper Arlington,OH,"40.015311, -83.054726",2:13.15,central23,
44,Riley Kleinfelder,Fr,CSUA,St. Ursula,Academy,Cincinnati,OH,"39.124710, -84.481598",2:13.23,swdistrict23,
45,Hannah Wentzel,Jr,KFA,Kettering Fairmont,,Kettering,OH,"39.698839, -84.164473",2:13.43,swdistrict23,
46,Naomi Maurer,Sr,UPA,Upper Arlington,,Upper Arlington,OH,"40.015311, -83.054726",2:13.74,central23,
47,Sarah Schueler,Fr,AFI,Firestone,,Akron,OH,"41.118939, -81.564683",2:14.25,nedistrict23,
48,Janet Rockenberger,Fr,CHA,Chardon,,Chardon,OH,"41.591271, -81.200412",2:14.28,nedistrict23,
49,Maggie Grespin,Sr,TSUA,St. Ursula,Academy,Toledo,OH,"41.670864, -83.640240",2:14.31,nwdistrict23,
50,Sophie Sperber,Fr,CEN,Centerville,,Centerville,OH,"39.626987, -84.148198",2:14.40,swdistrict23,
51,Macie Arnett,Fr,HDAV,Hilliard Davidson,,Hilliard,OH,"40.049694, -83.156922",2:14.83,central23,
52,Alayna Brooker,Sr,AUR,Aurora,,Aurora,OH,"41.310991, -81.350809",2:14.89,nedistrict23,
53,McKenna Johnson,Fr,CTUR,Turpin,,Cincinnati,OH,"39.105629, -84.367366",2:15.48,swdistrict23,
54,Grace Markley,Sr,WCLW,Lakota West,,West Chester,OH,"39.330294, -84.431138",2:15.58,swdistrict23,
55,Gwen Stacey,Sr,WSO,Westerville South,,Westerville,OH,"40.118040, -82.923453",2:15.74,central23,
56,Sophie Wang,Jr,MAS,Mason,,Mason,OH,"39.351367, -84.306013",2:15.85,swdistrict23,
57,Carolyn Wanosik,Jr,RORV,Rocky River,,Rocky River,OH,"41.473668, -81.851096",2:16.14,nwdistrict23,
58,Suhani Prakash,Fr,CSYC,Sycamore,,Cincinnati,OH,"39.267037, -84.352090",2:16.16,swdistrict23,
59,Sophie Paskiet,Sr,TSUA,St. Ursula,Academy,Toledo,OH,"41.670864, -83.640240",2:16.38,nwdistrict23,
60,Sophia Chen,Jr,SOL,Solon,,Solon,OH,"41.377670, -81.441060",2:16.69,nedistrict23,
61,Violet Siftar,Jr,AVO,Avon,,Avon,OH,"41.444579, -82.037907",2:16.81,nwdistrict23,
62,Sophia Simon,Fr,CURA,Ursuline,Academy,Cincinnati,OH,"39.247894, -84.371321",2:16.95,swdistrict23,
63,Hailey Wills,Jr,CSET,Seton,,Cincinnati,OH,"39.112886, -84.578631",2:17.18,swdistrict23,
64,Vivian Naylor,Sr,CURA,Ursuline,Academy,Cincinnati,OH,"39.247894, -84.371321",2:17.20,swdistrict23,
65,Zaida Wagner,So,CMND,Mount Notre Dame,,Cincinnati,OH,"39.220733, -84.429845",2:17.25,swdistrict23,
66,Sara Finks,Sr,ASH,Ashland,,Ashland,OH,"40.854435, -82.325601",2:17.49,nwdistrict23,
67,Abbey Kutchel,Sr,STRG,Strongsville,,Strongsville,OH,"41.303367, -81.845993",2:17.80,nwdistrict23,
68,Maeley Huffman-Wynn,So,XEN,Xenia,,Xenia,OH,"39.709105, -83.928117",2:18.75,swdistrict23,
69,Kaylyn MacEchko,Fr,OTA,Talawanda,,Oxford,OH,"39.489855, -84.732758",2:18.89,swdistrict23,
70,Megan Evans,Jr,FRO,Fremont Ross,,Fremont,OH,"41.362541, -83.123975",2:18.99,nwdistrict23,
71,Anya Willett,So,LOUI,Louisville,,Louisville,OH,"40.829441, -81.252604",2:19.08,nedistrict23,
72,Andrya Carlson,Fr,LEB,Lebanon,,Lebanon,OH,"39.463762, -84.181354",2:19.14,swdistrict23,
73,Raine Deangelis,Fr,WES,Westlake,,Westlake,OH,"41.460632, -81.928970",2:19.38,nwdistrict23,
74,Roan Stacey,Fr,WSO,Westerville South,,Westerville,OH,"40.118040, -82.923453",2:19.59,central23,
75,Reagan Henely,Fr,GMI,Midview,,Grafton,OH,"41.302620, -82.063503",2:19.69,nwdistrict23,
76,Ashley Reed,Sr,WCLW,Lakota West,,West Chester,OH,"39.330294, -84.431138",2:19.92,swdistrict23,
77,Elizabeth Sidener,Jr,WAP,Wapakoneta,,Wapakoneta,OH,"40.583246, -84.194470",2:20.18,nwdistrict23,
78,Grace Zercher,Sr,DOB,Olentangy Berlin,,Delaware,OH,"40.254987, -83.002974",2:20.53,central23,
79,Maya Metzler,Jr,HUD,Hudson,,Hudson,OH,"41.256797, -81.413904",2:20.62,nedistrict23,
80,Nicole Mavrogianis,Jr,WHO,Howland,,Warren,OH,"41.239850, -80.745293",2:20.96,nedistrict23,
81,Vivian Niu,Fr,CSYC,Sycamore,,Cincinnati,OH,"39.267037, -84.352090",2:20.97,swdistrict23,
82,Grace Micelli,Fr,MJA,Jackson,,Massillon,OH,"40.859154, -81.491430",2:21.00,nedistrict23,
83,Madison Andres,Jr,MEN,Mentor,,Mentor,OH,"41.694749, -81.336990",2:21.28,nedistrict23,
84,Ellie Perry,Fr,LEB,Lebanon,,Lebanon,OH,"39.463762, -84.181354",2:21.47,swdistrict23,
85,Riley Wojciechowski,Fr,TSUA,St. Ursula,Academy,Toledo,OH,"41.670864, -83.640240",2:21.55,nwdistrict23,
86,Kelsey Rogers,Fr,SHT,Shaker Heights,,Shaker Heights,OH,"41.473276, -81.568492",2:22.04,nedistrict23,
87,Katelynn Wesley,Jr,NAL,New Albany,,New Albany,OH,"40.084160, -82.815574",2:22.07,central23,
88,Ophelia Sidmore,Fr,CSYC,Sycamore,,Cincinnati,OH,"39.267037, -84.352090",2:22.62,swdistrict23,
89,Scarlet Del Vecchio,Fr,MAY,Mayfield,,Mayfield Village,OH,"41.536528, -81.459515",2:22.65,nedistrict23,
90,Grace McKenzie,Sr,SYSO,Sylvania Southview,,Sylvania,OH,"41.687547, -83.716431",2:22.69,nwdistrict23,
91,Elle Lesage,Fr,TSUA,St. Ursula,Academy,Toledo,OH,"41.670864, -83.640240",2:23.09,nwdistrict23,
92,Reice Stewart,Fr,ASH,Ashland,,Ashland,OH,"40.854435, -82.325601",2:23.66,nwdistrict23,
93,Gwen Kutchel,So,STRG,Strongsville,,Strongsville,OH,"41.303367, -81.845993",2:23.73,nwdistrict23,
94,Addi McCusker,Jr,GLI,Gahanna Lincoln,,Gahanna,OH,"40.016451, -82.865533",2:23.87,central23,
95,Annabelle Malone,So,SHT,Shaker Heights,,Shaker Heights,OH,"41.473276, -81.568492",2:24.18,nedistrict23,
96,Arijana Smajlovic,Jr,MNO,Nordonia,,Macedonia,OH,"41.301860, -81.510625",2:24.31,nedistrict23,
97,Hazel Culver,So,HAM,Hamilton,,Hamilton,OH,"39.425213, -84.578546",2:24.37,swdistrict23,
98,Elliana Edwards,Jr,GGR,Green,,Uniontown,OH,"40.957684, -81.473300",2:24.43,nedistrict23,
99,Marlena Childs,So,MEN,Mentor,,Mentor,OH,"41.694749, -81.336990",2:24.45,nedistrict23,
100,Caroline Cain,Jr,BHB,Brecksville-Broadview Heights,,Broadview Heights,OH,"41.327207, -81.644428",2:24.62,nedistrict23,
101,Maggie Merriman,Jr,PERB,Perrysburg,,Perrysburg,OH,"41.519172, -83.653030",2:24.63,nwdistrict23,
102,Julia Ybarra,Fr,CBW,Bishop Watterson,,Columbus,OH,"40.048986, -83.016282",2:24.75,central23,
103,Sylvia Freeman,Jr,PERB,Perrysburg,,Perrysburg,OH,"41.519172, -83.653030",2:25.03,nwdistrict23,
104,Maggie Layne,Jr,BGR,Bowling Green,,Bowling Green,OH,"41.387166, -83.657431",2:25.75,nwdistrict23,
105,Stephanie Trimbitas,So,NORI,North Ridgeville,,North Ridgeville,OH,"41.388373, -82.001676",2:25.84,nwdistrict23,
106,Julia Basista,Sr,YBO,Boardman,,Youngstown,OH,"41.011154, -80.668442",2:25.96,nedistrict23,
107,Sydney Peer,Sr,WES,Westlake,,Westlake,OH,"41.460632, -81.928970",2:26.45,nwdistrict23,
108,Lena Parmentar,Fr,NAL,New Albany,,New Albany,OH,"40.084160, -82.815574",2:26.50,central23,
109,Cami Crandell,Fr,WAW,Anthony Wayne,,Whitehouse,OH,"41.532495, -83.779770",2:26.83,nwdistrict23,
110,Maddie Mraz,Jr,YBO,Boardman,,Youngstown,OH,"41.011154, -80.668442",2:27.23,nedistrict23,
111,Anna Hiller,Jr,DJER,Dublin Jerome,,Dublin,OH,"40.133757, -83.177420",2:27.28,central23,
112,Cora Hoellein,Fr,MEN,Mentor,,Mentor,OH,"41.694749, -81.336990",2:27.61,nedistrict23,
113,Sienna Cahal,So,NRO,North Royalton,,North Royalton,OH,"41.309129, -81.733185",2:28.03,nedistrict23,
114,Madeline Barkley,Fr,RRM,Magnificat,,Rocky River,OH,"41.468468, -81.850298",2:28.03,nwdistrict23,
115,Sophie Muller,Jr,CLH,Cleveland Heights,,Cleveland Heights,OH,"41.502378, -81.562969",2:28.17,nedistrict23,
116,Audrey Nichols,Jr,VANB,Butler,,Vandalia,OH,"39.885121, -84.197325",2:28.35,swdistrict23,
117,Anna Sanelli,Jr,MAY,Mayfield,,Mayfield Village,OH,"41.536528, -81.459515",2:28.49,nedistrict23,
118,Chloe Grooms,Fr,DJER,Dublin Jerome,,Dublin,OH,"40.133757, -83.177420",2:28.61,central23,
119,Suri Aung,So,DOB,Olentangy Berlin,,Delaware,OH,"40.254987, -83.002974",2:28.83,central23,
120,Morgan Lisch,Sr,POL,Olentangy Liberty,,Powell,OH,"40.197868, -83.098903",2:29.67,central23,
121,Chloe Ramsier,Jr,WAD,Wadsworth,,Wadsworth,OH,"41.021539, -81.710912",2:29.82,nwdistrict23,
122,Ainsley Pedrick,Fr,BRU,Brunswick,,Brunswick,OH,"41.241619, -81.815475",2:29.85,nwdistrict23,
123,Ava Wells,So,WKI,Worthington Kilbourne,,Worthington,OH,"40.115217, -83.055895",2:30.98,central23,
124,Aubrey Sturgill,Fr,PICC,Pickerington Central,,Pickerington,OH,"39.876358, -82.755310",2:31.84,central23,
