rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
1,A,,SHHB,Hathaway Brown,School,Shaker Heights,OH,"41.481311, -81.541815",1:44.45,nedistrict23,yes
2,A,,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",1:47.96,central23,yes
3,A,,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",1:48.01,nedistrict23,yes
4,A,,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",1:48.71,nedistrict23,
5,A,,CMAR,Mariemont,,Cincinnati,OH,"39.144829, -84.365077",1:48.74,swdistrict23,yes
6,A,,GRA,Granville,,Granville,OH,"40.078761, -82.527668",1:49.43,central23,yes
7,A,,CSCD,Summit Country Day,School,Cincinnati,OH,"39.129200, -84.459652",1:49.86,swdistrict23,yes
8,A,,KAAL,Archbishop Alter,,Kettering,OH,"39.679947, -84.151675",1:49.96,swdistrict23,
9,A,,VERS,Versailles,,Versailles,OH,"40.213645, -84.486794",1:50.45,swdistrict23,
10,A,,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",1:50.46,swdistrict23,
11,A,,AMA,Marlington,,Alliance,OH,"40.922987, -81.181719",1:50.52,nedistrict23,
12,A,,OHA,Oak Harbor,,Oak Harbor,OH,"41.514006, -83.156594",1:50.84,nwdistrict23,yes
13,A,,CHCA,Cincinnati Hills Christian,Academy,Cincinnati,OH,"39.276971, -84.337058",1:51.47,swdistrict23,
14,A,,GCA,Columbus Academy,nhs,Gahanna,OH,"40.049132, -82.874035",1:51.56,central23,
15,A,,CFA,Chagrin Falls,,Chagrin Falls,OH,"41.426720, -81.379278",1:52.15,nedistrict23,
16,A,,LSH,Shawnee,,Lima,OH,"40.692716, -84.167619",1:52.42,nwdistrict23,yes
17,A,,CBH,Bishop Hartley,,Columbus,,"39.944917, -82.911518",1:53.00,central23,
18,A,,FRE,Fort Recovery,,Fort Recovery,OH,"40.412200, -84.774799",1:53.12,nwdistrict23,
19,A,,DOV,Dover,,Dover,OH,"40.523320, -81.481673",1:53.53,central23,
20,A,,OGL,Ottawa-Glandorf,,Ottawa,OH,"41.029142, -84.045968",1:53.68,nwdistrict23,
21,A,,CIIH,Indian Hill,,Cincinnati,OH,"39.186177, -84.347006",1:53.70,swdistrict23,
22,A,,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",1:53.79,swdistrict23,
23,A,,SPE,Perkins,,Sandusky,OH,"41.412915, -82.702217",1:53.91,nwdistrict23,
24,A,,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",1:54.67,central23,
25,A,,CICD,Cincinnati Country Day,School,Cincinnati,OH,"39.185750, -84.327596",1:54.83,swdistrict23,
26,A,,MLC,Lake Catholic,,Mentor,OH,"41.688021, -81.375817",1:54.89,nedistrict23,
27,A,,ADA,Ada,,Ada,OH,"40.774727, -83.832852",1:55.14,nwdistrict23,
28,A,,BVB,Bay,,Bay Village,OH,"41.486992, -81.943391",1:55.23,nedistrict23,
29,A,,NRCC,Colonel Crawford,,North Robinson,OH,"40.788253, -82.855703",1:55.31,nwdistrict23,
30,A,,SKR,Kenton Ridge,,Springfield,OH,"39.986529, -83.762351",1:55.42,swdistrict23,
31,A,,DOA,Oakwood,,Dayton,OH,"39.720838, -84.171489",1:55.78,swdistrict23,
32,A,,CFK,Kenston,,Chagrin Falls,OH,"41.392195, -81.303848",1:55.84,nedistrict23,
33,A,,PCJA,Jonathan Alder,,Plain City,OH,"40.078095, -83.287941",1:55.90,central23,
34,A,,BLUF,Bluffton,,Bluffton,OH,"40.892504, -83.893380",1:56.35,nwdistrict23,
35,A,,NCA,Newark Catholic,,Newark,OH,"40.057087, -82.433982",1:56.76,central23,
36,A,,NBR,New Bremen,,New Bremen,OH,"40.436355, -84.362117",1:57.09,nwdistrict23,
37,A,,SMM,St. Marys Memorial,,St. Marys,OH,"40.558323, -84.374242",1:57.70,nwdistrict23,
38,A,,SHEL,Shelby,,Shelby,OH,"40.890113, -82.673283",1:57.71,nwdistrict23,
39,A,,YUR,Ursuline,,Youngstown,OH,"41.109849, -80.643130",1:57.75,nedistrict23,
40,A,,CLHB,Beaumont,School,Cleveland Heights,OH,"41.485421, -81.561363",1:59.37,nedistrict23,
41,A,,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",1:59.40,swdistrict23,
42,A,,CAMA,Margaretta,,Castalia,OH,"41.399284, -82.801295",1:59.82,nwdistrict23,
43,A,,CAN,Canfield,,Canfield,OH,"41.028312, -80.773217",2:00.01,nedistrict23,
44,A,,CNDC,Notre Dame-Cathedral Latin,,Chardon,OH,"41.514751, -81.249669",2:00.07,nedistrict23,
45,A,,MBF,Bishop Fenwick,,Franklin,OH,"39.491974, -84.294466",2:00.11,swdistrict23,
46,A,,DTMV,Miami Valley,School,Dayton,OH,"39.673395, -84.180330",2:00.43,swdistrict23,
47,A,,PWO,Woodridge,,Peninsula,OH,"41.19202257180745, -81.51116303300712",2:00.71,nedistrict23,
48,A,,USA,Upper Sandusky,,Upper Sandusky,OH,"40.840597, -83.281129",2:00.97,nwdistrict23,
49,A,,IND,Independence,,Independence,OH,"41.374340, -81.649124",2:01.19,nedistrict23,
50,A,,SBRB,Roger Bacon,,Cincinnati,OH,"39.162903, -84.502332",2:01.36,swdistrict23,
51,A,,MNST,Minster,,Minster,OH,"40.401104, -84.379074",2:02.12,nwdistrict23,
52,A,,JNO,Northridge,,Johnstown,OH,"40.187941, -82.607303",2:02.70,central23,
53,A,,ELLD,Elida,,Elida,OH,"40.789575, -84.195603",2:03.02,nwdistrict23,
54,A,,SCC,Catholic Central,,Springfield,OH,"39.921968, -83.791695",2:03.46,swdistrict23,
