rk,nm,gr,sc,sh,ct,st,ll,ti,sp,pt,shx
1,A,,HRO,Ross,Hamilton,OH,"39.329713, -84.635037",1:33.90,"23.17,25.34,22.65,22.74;C. Burt,C. Bennett,L. Mignery,T. Pfirrman",,
2,A,,BEA,Beachwood,Beachwood,OH,"41.484048, -81.501324",1:35.70,"24.29,27.56,22.31,21.54;K. Zhang,B. Keyerleber,D. Fan,C. Elwell",,
3,A,,LEX,Lexington,Lexington,OH,"40.672877, -82.586867",1:36.86,"25.96,25.63,23.50,21.77;J. Hathaway,T. Nickoli,C. Watters,O. Bell",,
4,A,,HVUS,University School,Hunting Valley,OH,"41.485518, -81.427641",1:37.00,"24.69,27.46,23.05,21.80;A. Pesek,A. Stewart,P. Moody,B. Perry",,nhs
5,A,,GCA,Columbus Academy,Gahanna,OH,"40.049132, -82.874035",1:37.25,"25.60,26.73,22.67,22.25;J. Li,W. Duan,A. Li,M. Butnariu",,nhs
6,A,,OHA,Oak Harbor,Oak Harbor,OH,"41.514006, -83.156594",1:37.50,"26.09,27.71,21.51,22.19;T. Johannsen,G. Stewart,A. Sorg,N. Warnke",,
7,A,,CSHU,Seven Hills,Cincinnati,OH,"39.166755, -84.402521",1:37.55,"24.36,29.02,22.76,21.41;D. Beyerbach,S. Garcia,H. Stimson,C. McNerney",,School
8,A,,CIIH,Indian Hill,Cincinnati,OH,"39.186177, -84.347006",1:37.76,"25.97,24.77,24.19,22.83;E. Bonniol,J. Zhao,L. Bass,A. Ok",,
9,A,,CWYO,Wyoming,Cincinnati,OH,"39.233295, -84.470133",1:38.05,"26.02,26.54,23.92,21.57;C. Rummer,C. Stenken,J. Calvert,N. Fent",,
10,A,,ONT,Ontario,Ontario,OH,"40.764612, -82.647690",1:38.07,"24.54,28.07,23.92,21.54;L. Bernat,C. Smith,C. Montgomery,E. Ruhe",,
11,A,,KRO,Roosevelt,Kent,OH,"41.168809, -81.355950",1:38.08,"24.51,27.52,23.95,22.10;A. Springer,M. Froman,K. Pyka,J. Puhalla",,
12,A,,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",1:38.59,"25.85,27.27,23.23,22.24;T. Roe,C. Wanosik,M. Tabora,L. Nolan",,
13,A,,GMGA,Gilmour Academy,Gates Mills,OH,"41.503717, -81.436852",1:38.89,"26.47,27.04,24.20,21.18;P. Conway,L. Woodhouse,C. Tietjen,P. Koerwitz",,nhs
14,A,,CMAD,Madeira,Cincinnati,OH,"39.201309, -84.365563",1:39.05,"26.48,27.32,22.88,22.37;N. Gemmel,R. Lewis,M. Welty,O. Lichtenberg",,
15,A,,CAN,Canfield,Canfield,OH,"41.028312, -80.773217",1:39.96,"23.93,27.66,25.08,23.29;H. Price,R. Weibling,A. Zoccali,A. Helmick",,
16,A,,MLC,Lake Catholic,Mentor,OH,"41.688021, -81.375817",1:40.11,"25.73,28.47,24.04,21.87;O. Pesek,C. Ortman,E. Ream,T. Perkovic",,
17,A,,GRA,Granville,Granville,OH,"40.078761, -82.527668",1:40.11,"26.19,28.17,22.80,22.95;D. Bergstrom,M. Baker,N. Schneider,E. Winterhalter",,
18,A,,BVB,Bay,Bay Village,OH,"41.486992, -81.943391",1:40.15,"25.37,26.53,25.47,22.78;L. Filiatraut,O. Brown,J. Allan,P. Myers",,
19,A,,LSH,Shawnee,Lima,OH,"40.692716, -84.167619",1:40.79,"25.96,28.46,23.92,22.45;M. Latham,A. Latham,T. Koh,A. Minnick",,
20,A,,COTW,The Wellington School,Columbus,OH,"40.031251, -83.064231",1:41.14,"23.46,29.91,23.20,24.57;J. Mahaffey,K. Rozmiarek,C. Petitt,R. Braswell",,nhs
21,A,,DOA,Oakwood,Dayton,OH,"39.720838, -84.171489",1:41.17,"24.16,27.15,25.02,24.84;T. Brun,E. Simon,H. James,Z. Qian",,
22,A,,YUR,Ursuline,Youngstown,OH,"41.109849, -80.643130",1:41.63,"27.36,28.04,23.25,22.98;J. Rock,M. Lattanzio,A. Ward,L. Schmutz",,
--,A,,CICD,Cincinnati Country Day,Cincinnati,OH,"39.185750, -84.327596",DQ,"24.75,26.62,26.21,NT,101.53;J. Starodub,W. Wang,A. Back,O. Jeffries",,School
--,A,,OGL,Ottawa-Glandorf,Ottawa,OH,"41.029142, -84.045968",DQ,"25.88,29.73,24.88,NT,102.56;P. McGraw,G. Morman,A. Schroeder,C. Steffen",,
