rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",1:33.04,central24,yes,
2,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",1:35.93,swdistrict24,yes,
3,A,,DJER,Dublin Jerome,Dublin,OH,"40.133757, -83.177420",1:36.71,central24,yes,
4,A,,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",1:36.80,central24,,
5,A,,CURA,Ursuline,Cincinnati,OH,"39.247894, -84.371321",1:37.17,swdistrict24,yes,Academy
6,A,,CSUA,St. Ursula,Cincinnati,OH,"39.124710, -84.481598",1:37.77,swdistrict24,,Academy
7,A,,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",1:38.63,nedistrict24,yes,
8,A,,CTUR,Turpin,Cincinnati,OH,"39.105629, -84.367366",1:38.78,swdistrict24,,
9,A,,GGR,Green,Uniontown,OH,"40.957684, -81.473300",1:38.80,nedistrict24,yes,
10,A,,LOUI,Louisville,Louisville,OH,"40.829441, -81.252604",1:39.00,nedistrict24,,
11,A,,CSET,Seton,Cincinnati,OH,"39.112886, -84.578631",1:39.13,swdistrict24,,
12,A,,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",1:39.16,nedistrict24,,
13,A,,FRO,Fremont Ross,Fremont,OH,"41.362541, -83.123975",1:39.44,nwdistrict24,yes,
14,A,,MNO,Nordonia,Macedonia,OH,"41.301860, -81.510625",1:39.52,nedistrict24,,
15,A,,DOB,Olentangy Berlin,Delaware,OH,"40.254987, -83.002974",1:40.01,central24,,
16,A,,AVO,Avon,Avon,OH,"41.444579, -82.037907",1:40.03,nwdistrict24,yes,
17,A,,MEN,Mentor,Mentor,OH,"41.694749, -81.336990",1:40.09,nedistrict24,,
18,A,,CMND,Mount Notre Dame,Cincinnati,OH,"39.220733, -84.429845",1:40.54,swdistrict24,,
19,A,,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",1:40.56,swdistrict24,,
20,A,,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",1:40.59,nwdistrict24,,
21,A,,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",1:40.63,nedistrict24,,
22,A,,MPE,Perry,Massillon,OH,"40.789187, -81.462916",1:40.75,nedistrict24,,
23,A,,DHA,Hayes,Delaware,OH,"40.310505, -83.080234",1:40.80,central24,,
24,A,,HUD,Hudson,Hudson,OH,"41.256797, -81.413904",1:40.91,nedistrict24,,
25,A,,OTA,Talawanda,Oxford,OH,"39.489855, -84.732758",1:40.95,swdistrict24,,
26,A,,RRM,Magnificat,Rocky River,OH,"41.468468, -81.850298",1:41.00,nwdistrict24,,
27,A,,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",1:41.06,nedistrict24,,
28,A,,MED,Medina,Medina,OH,"41.144765, -81.850433",1:41.24,nwdistrict24,,
29,A,,CGL,Glenoak,Canton,OH,"40.869041, -81.350629",1:41.30,nedistrict24,,
30,A,,POL,Olentangy Liberty,Powell,OH,"40.197868, -83.098903",1:41.31,central24,,
31,A,,WAW,Anthony Wayne,Whitehouse,OH,"41.532495, -83.779770",1:41.31,nwdistrict24,,
32,A,,DCO,Dublin Coffman,Dublin,OH,"40.107364, -83.130928",1:41.33,central24,,
33,A,,CSYC,Sycamore,Cincinnati,OH,"39.267037, -84.352090",1:41.58,swdistrict24,,
34,A,,SPR,Springboro,Springboro,OH,"39.532708, -84.240096",1:41.64,swdistrict24,,
35,A,,KFA,Kettering Fairmont,Kettering,OH,"39.698839, -84.164473",1:41.68,swdistrict24,,
36,A,,WCLW,Lakota West,West Chester,OH,"39.330294, -84.431138",1:41.80,swdistrict24,,
37,A,,DTV,Tri-Valley,Dresden,OH,"40.120914, -82.004689",1:42.31,central24,,
38,A,,KRO,Roosevelt,Kent,OH,"41.168809, -81.355950",1:42.31,nedistrict24,,
39,A,,STRG,Strongsville,Strongsville,OH,"41.303367, -81.845993",1:42.40,nwdistrict24,,
40,A,,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",1:42.50,swdistrict24,,
41,A,,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",1:42.84,nwdistrict24,,
42,A,,MAY,Mayfield,Mayfield Village,OH,"41.536528, -81.459515",1:43.15,nedistrict24,,
43,A,,SHT,Shaker Heights,Shaker Heights,OH,"41.473276, -81.568492",1:43.38,nedistrict24,,
44,A,,FIN,Findlay,Findlay,OH,"41.056646, -83.665959",1:43.48,nwdistrict24,,
45,A,,CHA,Chardon,Chardon,OH,"41.591271, -81.200412",1:43.74,nedistrict24,,
46,A,,HDAR,Hilliard Darby,Hilliard,OH,"40.035388, -83.168105",1:43.79,central24,,
47,A,,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",1:43.86,central24,,
