rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,DJER,Dublin Jerome,Dublin,OH,"40.133757, -83.177420",3:23.75,central23,yes,
2,A,,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",3:26.40,central23,yes,
3,A,,CSUA,St. Ursula,Cincinnati,OH,"39.124710, -84.481598",3:28.24,swdistrict23,yes,Academy
4,A,,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",3:30.25,swdistrict23,yes,
5,A,,DCO,Dublin Coffman,Dublin,OH,"40.107364, -83.130928",3:30.75,central23,,
6,A,,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",3:31.04,nedistrict23,yes,
7,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",3:31.27,central23,,
8,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",3:31.42,swdistrict23,,
9,A,,HUD,Hudson,Hudson,OH,"41.256797, -81.413904",3:31.49,nedistrict23,yes,
10,A,,CURA,Ursuline,Cincinnati,OH,"39.247894, -84.371321",3:31.73,swdistrict23,,Academy
11,A,,GLI,Gahanna Lincoln,Gahanna,OH,"40.016451, -82.865533",3:32.75,central23,,
12,A,,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",3:32.94,nwdistrict23,yes,
13,A,,GGR,Green,Uniontown,OH,"40.957684, -81.473300",3:34.10,nedistrict23,,
14,A,,AFI,Firestone,Akron,OH,"41.118939, -81.564683",3:34.34,nedistrict23,,
15,A,,CTUR,Turpin,Cincinnati,OH,"39.105629, -84.367366",3:34.58,swdistrict23,,
16,A,,WAW,Anthony Wayne,Whitehouse,OH,"41.532495, -83.779770",3:36.07,nwdistrict23,yes,
17,A,,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",3:36.37,nedistrict23,,
18,A,,AVO,Avon,Avon,OH,"41.444579, -82.037907",3:37.15,nwdistrict23,,
19,A,,SOL,Solon,Solon,OH,"41.377670, -81.441060",3:37.37,nedistrict23,,
20,A,,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",3:38.09,swdistrict23,,
21,A,,DHA,Hayes,Delaware,OH,"40.310505, -83.080234",3:38.37,central23,,
22,A,,WTW,Thomas Worthington,Worthington,OH,"40.090509, -83.025051",3:38.50,central23,,
23,A,,SHT,Shaker Heights,Shaker Heights,OH,"41.473276, -81.568492",3:39.10,nedistrict23,,
24,A,,LCOR,Olentangy Orange,Lewis Center,OH,"40.171851, -82.978987",3:39.50,central23,,
25,A,,DOB,Olentangy Berlin,Delaware,OH,"40.254987, -83.002974",3:39.76,central23,,
26,A,,PERB,Perrysburg,Perrysburg,OH,"41.519172, -83.653030",3:39.85,nwdistrict23,,
27,A,,CMND,Mount Notre Dame,Cincinnati,OH,"39.220733, -84.429845",3:40.95,swdistrict23,,
28,A,,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",3:41.03,swdistrict23,,
29,A,,MEN,Mentor,Mentor,OH,"41.694749, -81.336990",3:41.33,nedistrict23,,
30,A,,MNO,Nordonia,Macedonia,OH,"41.301860, -81.510625",3:43.12,nedistrict23,,
31,A,,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",3:43.22,nedistrict23,,
32,A,,CBW,Bishop Watterson,Columbus,OH,"40.048986, -83.016282",3:43.28,central23,,
33,A,,CSYC,Sycamore,Cincinnati,OH,"39.267037, -84.352090",3:43.60,swdistrict23,,
34,A,,TSUA,St. Ursula,Toledo,OH,"41.670864, -83.640240",3:44.27,nwdistrict23,,Academy
35,A,,FIN,Findlay,Findlay,OH,"41.056646, -83.665959",3:45.25,nwdistrict23,,
36,A,,CIWH,Walnut Hills,Cincinnati,OH,"39.140488, -84.480216",3:45.50,swdistrict23,,
37,A,,WAD,Wadsworth,Wadsworth,OH,"41.021539, -81.710912",3:45.79,nwdistrict23,,
38,A,,WNO,Westerville North,Westerville,OH,"40.132830, -82.897903",3:46.04,central23,,
39,A,,RRM,Magnificat,Rocky River,OH,"41.468468, -81.850298",3:46.75,nwdistrict23,,
40,A,,SPR,Springboro,Springboro,OH,"39.532708, -84.240096",3:48.28,swdistrict23,,
41,A,,CHA,Chardon,Chardon,OH,"41.591271, -81.200412",3:48.99,nedistrict23,,
42,A,,LOUI,Louisville,Louisville,OH,"40.829441, -81.252604",3:49.40,nedistrict23,,
43,A,,STRG,Strongsville,Strongsville,OH,"41.303367, -81.845993",3:49.47,nwdistrict23,,
44,A,,HDAV,Hilliard Davidson,Hilliard,OH,"40.049694, -83.156922",3:49.60,central23,,
45,A,,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",3:49.75,nedistrict23,,
46,A,,ASH,Ashland,Ashland,OH,"40.854435, -82.325601",3:49.88,nwdistrict23,,
47,A,,MAY,Mayfield,Mayfield Village,OH,"41.536528, -81.459515",3:49.93,nedistrict23,,
48,A,,WES,Westlake,Westlake,OH,"41.460632, -81.928970",3:49.97,nwdistrict23,,
49,A,,AST,Steele,Amherst,OH,"41.403809, -82.222312",3:51.79,nwdistrict23,,
50,A,,RRE,Revere,Richfield,OH,"41.201648, -81.616891",3:52.19,nedistrict23,,
51,A,,VANB,Butler,Vandalia,OH,"39.885121, -84.197325",3:52.65,swdistrict23,,
52,A,,MED,Medina,Medina,OH,"41.144765, -81.850433",3:53.02,nwdistrict23,,
53,A,,WHO,Howland,Warren,OH,"41.239850, -80.745293",3:53.36,nedistrict23,,
54,A,,CFWJ,Walsh Jesuit,Cuyahoga Falls,OH,"41.192007, -81.496008",3:53.37,nedistrict23,,
55,A,,PRI,Riverside,Painesville,OH,"41.712931, -81.219067",3:53.98,nedistrict23,,
56,A,,SYNO,Sylvania Northview,Sylvania,OH,"41.712761, -83.710366",3:54.60,nwdistrict23,,
57,A,,MARY,Marysville,Marysville,OH,"40.250365, -83.381003",3:55.03,central23,,
58,A,,COSF,St. Francis de Sales,Columbus,OH,"40.053211, -82.975205",3:55.16,central23,,
59,A,,MIL,Milford,Milford,OH,"39.179768, -84.241069",3:55.54,swdistrict23,,
60,A,,DTV,Tri-Valley,Dresden,OH,"40.120914, -82.004689",3:55.72,central23,,
61,A,,PWM,Watkins Memorial,Pataskala,OH,"39.963044, -82.649949",3:55.90,central23,,
62,A,,MPE,Perry,Massillon,OH,"40.789187, -81.462916",3:56.28,nedistrict23,,
63,A,,TNDA,Notre Dame,Toledo,OH,"41.689979, -83.628780",3:56.30,nwdistrict23,,Academy
64,A,,LEB,Lebanon,Lebanon,OH,"39.463762, -84.181354",3:56.37,swdistrict23,,
65,A,,WKI,Worthington Kilbourne,Worthington,OH,"40.115217, -83.055895",3:57.00,central23,,
66,A,,MLMI,Little Miami,Morrow,OH,"39.356626, -84.159580",3:57.70,swdistrict23,,
67,A,,BGR,Bowling Green,Bowling Green,OH,"41.387166, -83.657431",3:57.85,nwdistrict23,,
68,A,,CGL,Glenoak,Canton,OH,"40.869041, -81.350629",3:58.05,nedistrict23,,
69,A,,CLH,Cleveland Heights,Cleveland Heights,OH,"41.502378, -81.562969",3:58.61,nedistrict23,,
70,A,,FAFD,Fairfield,Fairfield,OH,"39.336613, -84.518230",3:59.04,swdistrict23,,
71,A,,PICC,Pickerington Central,Pickerington,OH,"39.876358, -82.755310",3:59.91,central23,,
72,A,,COH,Oak Hills,Cincinnati,OH,"39.146768, -84.648598",3:59.99,swdistrict23,,
73,A,,BHB,Brecksville-Broadview Heights,Broadview Heights,OH,"41.327207, -81.644428",4:00.08,nedistrict23,,
74,A,,HAM,Hamilton,Hamilton,OH,"39.425213, -84.578546",4:01.08,swdistrict23,,
75,A,,CWC,West Clermont,Cincinnati,OH,"39.069606, -84.246657",4:01.43,swdistrict23,,
76,A,,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",4:01.72,nwdistrict23,,
77,A,,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",4:01.95,central23,,
78,A,,BELB,Bellbrook,Bellbrook,OH,"39.652774, -84.067779",4:02.08,swdistrict23,,
79,A,,WSO,Westerville South,Westerville,OH,"40.118040, -82.923453",4:02.26,central23,,
80,A,,HRO,Ross,Hamilton,OH,"39.329713, -84.635037",4:02.86,swdistrict23,,
81,A,,CLSJ,St. Joseph,Cleveland,OH,"41.458821, -81.817638",4:02.89,nwdistrict23,,Academy
82,A,,OTA,Talawanda,Oxford,OH,"39.489855, -84.732758",4:02.97,swdistrict23,,
83,A,,FRO,Fremont Ross,Fremont,OH,"41.362541, -83.123975",4:03.00,nwdistrict23,,
84,A,,MVE,Mount Vernon,Mount Vernon,OH,"40.378420, -82.474474",4:03.04,central23,,
85,A,,ULA,Lake,Uniontown,OH,"40.960417, -81.359899",4:03.85,nedistrict23,,
86,A,,BER,Berea-Midpark,Berea,OH,"41.373427, -81.845119",4:04.13,nwdistrict23,,
87,A,,MAD,Madison,Madison,OH,"41.790335, -81.067630",4:04.92,nedistrict23,,
88,A,,OFA,Olmsted Falls,Olmsted Falls,OH,"41.370945, -81.926820",4:04.97,nwdistrict23,,
89,A,,MIA,Miamisburg,Miamisburg,OH,"39.627691, -84.257734",4:06.56,swdistrict23,,
90,A,,CPR,Princeton,Cincinnati,OH,"39.275043, -84.446997",4:07.28,swdistrict23,,
91,A,,HDAR,Hilliard Darby,Hilliard,OH,"40.035388, -83.168105",4:07.70,central23,,
92,A,,WCE,Westerville Central,Westerville,OH,"40.154417, -82.904107",4:09.22,central23,,
93,A,,WAP,Wapakoneta,Wapakoneta,OH,"40.583246, -84.194470",4:09.69,nwdistrict23,,
94,A,,TCO,Columbian,Tiffin,OH,"41.108863, -83.177897",4:09.95,nwdistrict23,,
