rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
1,A,,SHHB,Hathaway Brown,School,Shaker Heights,OH,"41.481311, -81.541815",3:28.78,nedistrict23,yes
2,A,,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",3:31.06,nedistrict23,yes
3,A,,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",3:34.67,central23,yes
4,A,,GRA,Granville,,Granville,OH,"40.078761, -82.527668",3:35.48,central23,yes
5,A,,KAAL,Archbishop Alter,,Kettering,OH,"39.679947, -84.151675",3:35.50,swdistrict23,yes
6,A,,PTCL,Port Clinton,,Port Clinton,OH,"41.503497, -82.937835",3:37.45,nwdistrict23,yes
7,A,,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",3:39.19,nedistrict23,
8,A,,CMAR,Mariemont,,Cincinnati,OH,"39.144829, -84.365077",3:39.56,swdistrict23,yes
9,A,,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",3:41.24,nwdistrict23,yes
10,A,,DOV,Dover,,Dover,OH,"40.523320, -81.481673",3:41.37,central23,
11,A,,NRCC,Colonel Crawford,,North Robinson,OH,"40.788253, -82.855703",3:42.00,nwdistrict23,
12,A,,CIIH,Indian Hill,,Cincinnati,OH,"39.186177, -84.347006",3:42.04,swdistrict23,
13,A,,AMA,Marlington,,Alliance,OH,"40.922987, -81.181719",3:43.21,nedistrict23,
14,A,,CHCA,Cincinnati Hills Christian,Academy,Cincinnati,OH,"39.276971, -84.337058",3:43.23,swdistrict23,
15,A,,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",3:43.53,swdistrict23,
16,A,,CSCD,Summit Country Day,School,Cincinnati,OH,"39.129200, -84.459652",3:44.13,swdistrict23,
17,A,,COSG,Columbus School for Girls,nhs,Columbus,OH,"39.968086, -82.938260",3:44.26,central23,
18,A,,MLC,Lake Catholic,,Mentor,OH,"41.688021, -81.375817",3:44.74,nedistrict23,
19,A,,DOA,Oakwood,,Dayton,OH,"39.720838, -84.171489",3:44.99,swdistrict23,
20,A,,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",3:45.58,swdistrict23,
21,A,,CSHU,Seven Hills,School,Cincinnati,OH,"39.166755, -84.402521",3:48.10,swdistrict23,
22,A,,WAU,Wauseon,,Wauseon,OH,"41.553403, -84.127931",3:48.79,nwdistrict23,
23,A,,CBH,Bishop Hartley,,Columbus,,"39.944917, -82.911518",3:50.90,central23,
24,A,,NAP,Napoleon,,Napoleon,OH,"41.390402, -84.147467",3:52.19,nwdistrict23,
25,A,,BRY,Bryan,,Bryan,OH,"41.457279, -84.568132",3:52.65,nwdistrict23,
26,A,,BVB,Bay,,Bay Village,OH,"41.486992, -81.943391",3:52.76,nedistrict23,
27,A,,HBA,Badin,,Hamilton,OH,"39.395388, -84.592393",3:53.60,swdistrict23,
28,A,,CMM,Mercy McAuley,,Cincinnati,OH,"39.200829, -84.553397",3:54.11,swdistrict23,
29,A,,PPO,Orange,,Pepper Pike,OH,"41.458036, -81.454526",3:54.36,nedistrict23,
30,A,,PER,Perry,,Perry,OH,"41.773352, -81.140964",3:55.49,nedistrict23,
31,A,,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",3:55.69,nwdistrict23,
32,A,,USA,Upper Sandusky,,Upper Sandusky,OH,"40.840597, -83.281129",3:56.27,nwdistrict23,
33,A,,AAHO,Archbishop Hoban,,Akron,OH,"41.062341, -81.496088",3:56.65,nedistrict23,
34,A,,PWO,Woodridge,,Peninsula,OH,"41.19202257180745, -81.51116303300712",3:56.96,nedistrict23,
35,A,,CNDC,Notre Dame-Cathedral Latin,,Chardon,OH,"41.514751, -81.249669",3:57.74,nedistrict23,
