rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,CSTX,St. Xavier,Cincinnati,OH,"39.208760, -84.504478",1:22.53,swdistrict24,yes,
2,A,,CLSI,St. Ignatius,Cleveland,OH,"41.482987, -81.706840",1:23.61,nwdistrict24,yes,
3,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",1:25.14,central24,yes,
4,A,,MIL,Milford,Milford,OH,"39.179768, -84.241069",1:25.42,swdistrict24,yes,
5,A,,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",1:25.46,central24,yes,
6,A,,POL,Olentangy Liberty,Powell,OH,"40.197868, -83.098903",1:25.55,central24,,
7,A,,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",1:25.87,nedistrict24,yes,
8,A,,COSC,St. Charles,Columbus,OH,"39.969651, -82.947449",1:25.92,central24,,Preparatory School
9,A,,LTLE,Lakota East,Liberty Township,OH,"39.379273, -84.371020",1:27.19,swdistrict24,,
10,A,,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",1:27.43,swdistrict24,,
11,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",1:27.44,swdistrict24,,
12,A,,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",1:27.44,swdistrict24,,
13,A,,CIWH,Walnut Hills,Cincinnati,OH,"39.140488, -84.480216",1:27.56,swdistrict24,,
14,A,,PICN,Pickerington North,Pickerington,OH,"39.908903, -82.733425",1:27.63,central24,,
15,A,,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",1:27.64,nedistrict24,yes,
16,A,,CAMO,Archbishop Moeller,Cincinnati,OH,"39.220253, -84.358455",1:27.91,swdistrict24,,
17,A,,CTUR,Turpin,Cincinnati,OH,"39.105629, -84.367366",1:28.28,swdistrict24,,
18,A,,TSFD,St. Francis de Sales,Toledo,OH,"41.662272, -83.599113",1:28.46,nwdistrict24,yes,
19,A,,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",1:28.82,nedistrict24,,
20,A,,GGR,Green,Uniontown,OH,"40.957684, -81.473300",1:28.89,nedistrict24,,
21,A,,FRO,Fremont Ross,Fremont,OH,"41.362541, -83.123975",1:29.20,nwdistrict24,,
22,A,,LCOR,Olentangy Orange,Lewis Center,OH,"40.171851, -82.978987",1:29.30,central24,,
23,A,,HUD,Hudson,Hudson,OH,"41.256797, -81.413904",1:29.36,nedistrict24,,
24,A,,DJER,Dublin Jerome,Dublin,OH,"40.133757, -83.177420",1:29.54,central24,,
25,A,,STRG,Strongsville,Strongsville,OH,"41.303367, -81.845993",1:29.97,nwdistrict24,,
26,A,,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",1:30.12,central24,,
27,A,,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",1:30.15,nedistrict24,,
28,A,,CGL,Glenoak,Canton,OH,"40.869041, -81.350629",1:30.22,nedistrict24,,
29,A,,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",1:30.25,nwdistrict24,,
30,A,,MLMI,Little Miami,Morrow,OH,"39.356626, -84.159580",1:30.31,swdistrict24,,
31,A,,COH,Oak Hills,Cincinnati,OH,"39.146768, -84.648598",1:30.41,swdistrict24,,
32,A,,REY,Reynoldsburg,Reynoldsburg,OH,"39.942786, -82.816502",1:30.54,central24,,
33,A,,WKI,Worthington Kilbourne,Worthington,OH,"40.115217, -83.055895",1:30.66,central24,,
34,A,,MEN,Mentor,Mentor,OH,"41.694749, -81.336990",1:31.13,nedistrict24,,
35,A,,PNO,Normandy,Parma,OH,"41.362532, -81.699017",1:31.45,nedistrict24,,
36,A,,PICC,Pickerington Central,Pickerington,OH,"39.876358, -82.755310",1:31.61,central24,,
37,A,,MARY,Marysville,Marysville,OH,"40.250365, -83.381003",1:31.77,central24,,
38,A,,PRI,Riverside,Painesville,OH,"41.712931, -81.219067",1:31.90,nedistrict24,,
39,A,,DHA,Hayes,Delaware,OH,"40.310505, -83.080234",1:32.14,central24,,
40,A,,SPR,Springboro,Springboro,OH,"39.532708, -84.240096",1:32.34,swdistrict24,,
41,A,,WTW,Thomas Worthington,Worthington,OH,"40.090509, -83.025051",1:32.42,central24,,
42,A,,CLH,Cleveland Heights,Cleveland Heights,OH,"41.502378, -81.562969",1:33.11,nedistrict24,,
43,A,,DSC,Dublin Scioto,Dublin,OH,"40.121376, -83.100426",1:33.26,central24,,
44,A,,DCO,Dublin Coffman,Dublin,OH,"40.107364, -83.130928",1:33.32,central24,,
45,A,,LAN,Lancaster,Lancaster,OH,"39.732823, -82.585982",1:33.54,central24,,
46,A,,MVE,Mount Vernon,Mount Vernon,OH,"40.378420, -82.474474",1:34.06,central24,,
47,A,,HHW,Wayne,Huber Heights,OH,"39.846918, -84.135007",1:34.13,swdistrict24,,
48,A,,LSE,St. Edward,Lakewood,OH,"41.485780, -81.784512",1:34.21,nwdistrict24,,
49,A,,WAD,Wadsworth,Wadsworth,OH,"41.021539, -81.710912",1:34.31,nwdistrict24,,
50,A,,OTA,Talawanda,Oxford,OH,"39.489855, -84.732758",1:34.85,swdistrict24,,
51,A,,NOL,North Olmsted,North Olmsted,OH,"41.406080, -81.925110",1:34.88,nwdistrict24,,
52,A,,ALA,Avon Lake,Avon Lake,OH,"41.508504, -82.017464",1:34.90,nwdistrict24,,
53,A,,SID,Sidney,Sidney,OH,"40.278877, -84.173376",1:35.29,swdistrict24,,
