rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
1,A,,HVUS,University School,nhs,Hunting Valley,OH,"41.485518, -81.427641",3:09.31,nedistrict23,yes
2,A,,GCA,Columbus Academy,nhs,Gahanna,OH,"40.049132, -82.874035",3:10.25,central23,yes
3,A,,CIIH,Indian Hill,,Cincinnati,OH,"39.186177, -84.347006",3:11.58,swdistrict23,yes
4,A,,RORV,Rocky River,,Rocky River,OH,"41.473668, -81.851096",3:13.50,nedistrict23,yes
5,A,,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",3:14.44,nwdistrict23,yes
6,A,,DOV,Dover,,Dover,OH,"40.523320, -81.481673",3:17.46,central23,yes
7,A,,MLC,Lake Catholic,,Mentor,OH,"41.688021, -81.375817",3:18.36,nedistrict23,
8,A,,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",3:18.42,nedistrict23,
9,A,,CFA,Chagrin Falls,,Chagrin Falls,OH,"41.426720, -81.379278",3:18.81,nedistrict23,
10,A,,DOA,Oakwood,,Dayton,OH,"39.720838, -84.171489",3:18.89,swdistrict23,yes
11,A,,CHA,Chardon,,Chardon,OH,"41.591271, -81.200412",3:19.25,nedistrict23,
12,A,,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",3:19.97,nwdistrict23,yes
13,A,,OHA,Oak Harbor,,Oak Harbor,OH,"41.514006, -83.156594",3:20.00,nwdistrict23,
14,A,,GRA,Granville,,Granville,OH,"40.078761, -82.527668",3:20.70,central23,
15,A,,NAP,Napoleon,,Napoleon,OH,"41.390402, -84.147467",3:21.54,nwdistrict23,
16,A,,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",3:21.76,nedistrict23,
17,A,,PPO,Orange,,Pepper Pike,OH,"41.458036, -81.454526",3:21.93,nedistrict23,
18,A,,WAU,Wauseon,,Wauseon,OH,"41.553403, -84.127931",3:22.19,nwdistrict23,
19,A,,BEA,Beachwood,,Beachwood,OH,"41.484048, -81.501324",3:22.22,nedistrict23,
20,A,,CHCA,Cincinnati Hills Christian,Academy,Cincinnati,OH,"39.276971, -84.337058",3:22.43,swdistrict23,
21,A,,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",3:22.98,swdistrict23,
22,A,,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",3:23.18,central23,
23,A,,WAP,Wapakoneta,,Wapakoneta,OH,"40.583246, -84.194470",3:24.74,nwdistrict23,
24,A,,WHO,Howland,,Warren,OH,"41.239850, -80.745293",3:25.19,nedistrict23,
25,A,,AAHO,Archbishop Hoban,,Akron,OH,"41.062341, -81.496088",3:25.47,nedistrict23,
26,A,,CHI,Chillicothe,,Chillicothe,OH,"39.341998, -82.988352",3:25.70,central23,
27,A,,TPA,Athens,,The Plains,OH,"39.372428, -82.128025",3:26.45,central23,
28,A,,COP,Copley,,Copley,OH,"41.112630, -81.649216",3:26.45,nedistrict23,
29,A,,WRV,River View,,Warsaw,OH,"40.339216, -81.959144",3:28.06,central23,
30,A,,VANB,Butler,,Vandalia,OH,"39.885121, -84.197325",3:28.13,swdistrict23,
31,A,,HUR,Huron,,Huron,OH,"41.397835, -82.564695",3:28.29,nwdistrict23,
32,A,,BLUF,Bluffton,,Bluffton,OH,"40.892504, -83.893380",3:29.03,nwdistrict23,
33,A,,SCL,St. Clairsville,,St. Clairsville,OH,"40.079640, -80.896491",3:29.87,central23,
34,A,,BVB,Bay,,Bay Village,OH,"41.486992, -81.943391",3:29.98,nedistrict23,
35,A,,COSF,St. Francis de Sales,,Columbus,OH,"40.053211, -82.975205",3:30.49,central23,
36,A,,VERS,Versailles,,Versailles,OH,"40.213645, -84.486794",3:31.25,swdistrict23,
37,A,,CMAR,Mariemont,,Cincinnati,OH,"39.144829, -84.365077",3:32.31,swdistrict23,
38,A,,ASH,Ashland,,Ashland,OH,"40.854435, -82.325601",3:33.00,nwdistrict23,
39,A,,CLUB,Columbiana,,Columbiana,OH,"40.880808, -80.680837",3:33.25,nedistrict23,
40,A,,PEME,Eastwood,,Pemberville,OH,"41.428757, -83.490383",3:33.33,nwdistrict23,
41,A,,HBA,Badin,,Hamilton,OH,"39.395388, -84.592393",3:33.80,swdistrict23,
42,A,,NBR,New Bremen,,New Bremen,OH,"40.436355, -84.362117",3:35.00,nwdistrict23,
43,A,,LBL,Bath,,Lima,OH,"40.772953, -84.052280",3:35.05,nwdistrict23,
44,A,,OGL,Ottawa-Glandorf,,Ottawa,OH,"41.029142, -84.045968",3:35.24,nwdistrict23,
45,A,,BGR,Bowling Green,,Bowling Green,OH,"41.387166, -83.657431",3:35.91,nwdistrict23,
46,A,,RRE,Revere,,Richfield,OH,"41.201648, -81.616891",3:35.95,nedistrict23,
47,A,,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",3:36.32,swdistrict23,
48,A,,BRY,Bryan,,Bryan,OH,"41.457279, -84.568132",3:36.68,nwdistrict23,
49,A,,TOH,Ottawa Hills,,Ottawa Hills,OH,"41.669832, -83.631424",3:37.17,nwdistrict23,
50,A,,MAD,Madison,,Madison,OH,"41.790335, -81.067630",3:38.71,nedistrict23,
51,A,,PSE,Poland Seminary,,Poland,OH,"41.004101, -80.591280",3:38.80,nedistrict23,
52,A,,NRCC,Colonel Crawford,,North Robinson,OH,"40.788253, -82.855703",3:38.85,nwdistrict23,
53,A,,CAMA,Margaretta,,Castalia,OH,"41.399284, -82.801295",3:38.87,nwdistrict23,
54,A,,GEN,Geneva,,Geneva,OH,"41.800428, -80.928698",3:39.55,nedistrict23,
55,A,,SPE,Perkins,,Sandusky,OH,"41.412915, -82.702217",3:39.55,nwdistrict23,
56,A,,WIC,Indian Creek,,Wintersville,OH,"40.377015, -80.715419",3:39.76,central23,
57,A,,LSH,Shawnee,,Lima,OH,"40.692716, -84.167619",3:40.32,nwdistrict23,
58,A,,CAN,Canfield,,Canfield,OH,"41.028312, -80.773217",3:40.53,nedistrict23,
59,A,,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",3:40.89,swdistrict23,
60,A,,PTCL,Port Clinton,,Port Clinton,OH,"41.503497, -82.937835",3:41.12,nwdistrict23,
61,A,,PER,Perry,,Perry,OH,"41.773352, -81.140964",3:42.05,nedistrict23,
62,A,,COL,Coldwater,,Coldwater,OH,"40.481679, -84.629590",3:43.11,nwdistrict23,
63,A,,AUR,Aurora,,Aurora,OH,"41.310991, -81.350809",3:44.40,nedistrict23,
64,A,,BRVL,Brookville,,Brookville,OH,"39.828113, -84.420570",3:46.16,swdistrict23,
65,A,,MAR,Marietta,,Marietta,OH,"39.439798, -81.453854",3:46.56,central23,
66,A,,LON,London,,London,OH,"39.905186, -83.448153",3:46.80,central23,
67,A,,USA,Upper Sandusky,,Upper Sandusky,OH,"40.840597, -83.281129",3:46.85,nwdistrict23,
