rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
1,Taylor Bacher,So,CHCA,Cincinnati Hills Christian,Academy,Cincinnati,OH,"39.276971, -84.337058",4:55.89,swdistrict23,yes
2,Sarah Pophal,Jr,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",4:56.32,nedistrict23,yes
3,Meredith Stewart,Sr,SHHB,Hathaway Brown,School,Shaker Heights,OH,"41.481311, -81.541815",4:58.23,nedistrict23,yes
4,Bea Stewart,So,SHHB,Hathaway Brown,School,Shaker Heights,OH,"41.481311, -81.541815",5:01.08,nedistrict23,yes
5,Carys Edgar,Jr,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",5:03.01,nedistrict23,
6,Bethany Spangler,Jr,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",5:04.71,central23,yes
7,Ava Ellis,Sr,CMAR,Mariemont,,Cincinnati,OH,"39.144829, -84.365077",5:05.62,swdistrict23,yes
8,Lindsay Bright,So,CLE,Logan Elm,,Circleville,OH,"39.561268, -82.851076",5:10.45,central23,yes
9,Erin Butler,Sr,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",5:10.71,nedistrict23,
10,Katelyn Smittle,So,DTMV,Miami Valley,School,Dayton,OH,"39.673395, -84.180330",5:11.01,swdistrict23,yes
11,Julia Bohl,So,CMAR,Mariemont,,Cincinnati,OH,"39.144829, -84.365077",5:14.07,swdistrict23,
12,Caitlin Cox,So,AMA,Marlington,,Alliance,OH,"40.922987, -81.181719",5:14.23,nedistrict23,
13,Anna Lewis,Sr,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",5:14.69,swdistrict23,
14,Matilda Prizler,Fr,DOA,Oakwood,,Dayton,OH,"39.720838, -84.171489",5:16.06,swdistrict23,
15,Emma Rosenbaum,Fr,CAMN,Archbishop McNicholas,,Cincinnati,OH,"39.085974, -84.377135",5:16.23,swdistrict23,
16,Abigail Haas,Sr,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",5:16.99,swdistrict23,
17,Emma Stoll,Sr,WOCH,Worthington Christian,,Worthington,OH,"40.099638, -83.010210",5:17.69,central23,yes
18,Madison Stecher,So,SBRB,Roger Bacon,,Cincinnati,OH,"39.162903, -84.502332",5:18.35,swdistrict23,
19,Annie Leibold,Jr,KAAL,Archbishop Alter,,Kettering,OH,"39.679947, -84.151675",5:18.75,swdistrict23,
20,Kathleen Burke,So,HBA,Badin,,Hamilton,OH,"39.395388, -84.592393",5:19.43,swdistrict23,
21,Brooke Lemert,Sr,GRA,Granville,,Granville,OH,"40.078761, -82.527668",5:20.03,central23,
22,Olivia MacPhail,Sr,SHHB,Hathaway Brown,School,Shaker Heights,OH,"41.481311, -81.541815",5:20.40,nedistrict23,
23,Reese Ankney,Fr,WAU,Wauseon,,Wauseon,OH,"41.553403, -84.127931",5:20.43,nwdistrict23,yes
24,Tinsley Zhang,Fr,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",5:20.89,nedistrict23,
25,Emma Montgomery,So,SHEL,Shelby,,Shelby,OH,"40.890113, -82.673283",5:21.62,nwdistrict23,yes
26,Anna Johannnessen,So,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",5:22.62,nedistrict23,
27,Katelin Fridrich,Fr,TPA,Athens,,The Plains,OH,"39.372428, -82.128025",5:23.22,central23,
