rk,nm,gr,sc,sh,ct,st,ll,ti,sp,pt,shx
1,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",3:26.67,"24.49,27.17,24.73,27.34,24.88,27.04,24.23,26.79;M. Freiburger,R. Hollingsworth,B. Huddleston,L. Oliphant",,
2,A,,DCO,Dublin Coffman,Dublin,OH,"40.107364, -83.130928",3:27.49,"25.60,27.59,24.58,26.97,24.68,28.00,23.96,26.11;R. Ding,K. Kollin,J. Brown,E. Brown",,
3,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",3:29.53,"25.70,27.56,25.07,27.68,25.26,27.21,24.57,26.48;D. Fairbanks,C. Wall,A. Soehnlen,I. Teply",,
4,A,,DJER,Dublin Jerome,Dublin,OH,"40.133757, -83.177420",3:31.06,"25.07,26.72,25.75,28.19,25.51,28.58,24.18,27.06;M. Leonard,A. Hviid,A. Thomas,O. Matson",,
5,A,,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",3:31.76,"25.62,27.68,24.31,26.61,25.28,28.08,25.24,28.94;M. Gregory,A. Morr,S. Slagle,L. Goodman",,
6,A,,CURA,Ursuline,Cincinnati,OH,"39.247894, -84.371321",3:31.82,"25.68,27.55,25.31,28.11,25.56,27.35,24.98,27.28;N. Smyth,K. Wood,A. Uhlman,G. Gordon",,Academy
7,A,,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",3:32.34,"26.51,28.17,26.05,28.19,25.16,27.16,24.45,26.65;S. Crum,A. Bender,M. Schweikert,F. Rudowski",,
8,A,,GLI,Gahanna Lincoln,Gahanna,OH,"40.016451, -82.865533",3:33.15,"25.50,27.52,25.51,28.38,25.85,28.63,24.29,27.47;C. Payton,S. Braun,T. Braun,A. Briseno",,
9,A,,CSUA,St. Ursula,Cincinnati,OH,"39.124710, -84.481598",3:33.15,"25.69,27.64,25.06,27.53,25.95,28.14,24.95,28.19;S. Herr,N. Gockerman,M. Nixon,C. Lied",,Academy
10,A,,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",3:33.96,"26.44,28.74,25.12,27.15,25.55,27.70,25.35,27.91;K. Baxter,M. Lochridge,A. Helmuth,A. Carosielli",,
11,A,,AVO,Avon,Avon,OH,"41.444579, -82.037907",3:35.03,"26.03,28.21,25.24,28.83,26.13,28.88,24.72,26.99;E. Molenaar,E. Molenaar,V. Siftar,A. Downing",,
12,A,,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",3:35.82,"25.25,27.02,25.75,28.86,26.19,29.00,25.34,28.41;N. Shulik,A. Lewis,G. Micelli,A. Manofsky",,
13,A,,TSUA,St. Ursula,Toledo,OH,"41.670864, -83.640240",3:37.30,"25.94,28.01,26.42,29.35,26.18,28.67,24.90,27.83;A. Harms,K. Freeworth,M. Buff,M. Harms",,Academy
14,A,,DOB,Olentangy Berlin,Delaware,OH,"40.254987, -83.002974",3:38.55,"26.26,28.64,25.61,28.01,27.15,30.41,24.75,27.72;J. Robinson,B. Mowrey,M. Cunningham,L. Nebraska",,
15,A,,CIWH,Walnut Hills,Cincinnati,OH,"39.140488, -84.480216",3:38.72,"26.04,29.01,26.41,28.61,26.05,30.27,25.43,26.90;S. Matern,L. Sellinger,E. Hou,Q. Schureck",,
16,A,,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",3:39.16,"25.51,28.10,26.31,29.83,26.81,28.98,25.46,28.16;C. Kien,S. Narayanan,S. Sperber,A. Gearhart",,
17,A,,SHT,Shaker Heights,Shaker Heights,OH,"41.473276, -81.568492",3:39.52,"26.72,28.41,25.91,29.06,26.32,29.41,26.03,27.66;A. Kuhel,D. Murlin,S. Grimes,L. Holda",,
18,A,,AFI,Firestone,Akron,OH,"41.118939, -81.564683",3:39.73,"26.52,28.52,25.76,28.92,26.47,29.44,25.60,28.50;E. Nixon,A. Sevald,S. Schueler,J. Quernemoen",,
19,A,,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",3:39.94,"25.83,27.73,26.87,29.92,26.36,29.69,25.30,28.24;T. Devorace,J. Butte,B. McDougal,C. Wanosik",,
20,A,,WKI,Worthington Kilbourne,Worthington,OH,"40.115217, -83.055895",3:42.21,"26.74,29.59,26.56,30.18,26.47,28.60,25.56,28.51;A. Goodrich,L. Banner,A. Decarlo,M. Richner",,
21,A,,HUD,Hudson,Hudson,OH,"41.256797, -81.413904",3:42.50,"26.03,28.38,25.80,28.56,26.79,30.46,25.97,30.51;A. Sawicki,S. Baylor,L. Thomas,M. Drolshagen",,
22,A,,CTUR,Turpin,Cincinnati,OH,"39.105629, -84.367366",3:42.64,"26.63,29.08,25.72,29.30,26.44,30.68,26.24,28.55;L. Blankenship,L. Roberts,I. Pearce,K. Wilver",,
23,A,,LCOR,Olentangy Orange,Lewis Center,OH,"40.171851, -82.978987",3:42.96,"26.17,28.25,28.04,31.27,27.09,29.25,25.16,27.73;L. Moorhead,A. Cai,E. Longhouse,M. Boccio",,
24,A,,LOUI,Louisville,Louisville,OH,"40.829441, -81.252604",3:43.68,"26.51,29.64,26.59,30.27,25.84,29.06,26.52,29.25;K. Kocher,A. Willett,L. Claugus,K. Claugus",,
