rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,CSTX,St. Xavier,Cincinnati,OH,"39.208760, -84.504478",1:23.19,swdistrict23,yes,
2,A,,DJER,Dublin Jerome,Dublin,OH,"40.133757, -83.177420",1:23.38,central23,yes,
3,A,,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",1:23.55,central23,yes,
4,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",1:24.14,central23,,
5,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",1:25.56,swdistrict23,yes,
6,A,,COSC,St. Charles,Columbus,OH,"39.969651, -82.947449",1:26.53,central23,,Preparatory School
7,A,,PICN,Pickerington North,Pickerington,OH,"39.908903, -82.733425",1:26.56,central23,,
8,A,,AFI,Firestone,Akron,OH,"41.118939, -81.564683",1:26.73,nedistrict23,yes,
9,A,,MED,Medina,Medina,OH,"41.144765, -81.850433",1:26.78,nwdistrict23,yes,
10,A,,CLSI,St. Ignatius,Cleveland,OH,"41.482987, -81.706840",1:26.85,nwdistrict23,yes,
11,A,,GGR,Green,Uniontown,OH,"40.957684, -81.473300",1:27.08,nedistrict23,yes,
12,A,,POL,Olentangy Liberty,Powell,OH,"40.197868, -83.098903",1:27.25,central23,,
13,A,,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",1:27.29,nedistrict23,,
14,A,,CIWH,Walnut Hills,Cincinnati,OH,"39.140488, -84.480216",1:27.38,swdistrict23,,
15,A,,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",1:27.46,swdistrict23,,
16,A,,CIE,Elder,Cincinnati,OH,"39.112117, -84.580179",1:27.51,swdistrict23,,
17,A,,CGL,Glenoak,Canton,OH,"40.869041, -81.350629",1:27.76,nedistrict23,,
18,A,,CTUR,Turpin,Cincinnati,OH,"39.105629, -84.367366",1:27.96,swdistrict23,,
19,A,,HUD,Hudson,Hudson,OH,"41.256797, -81.413904",1:28.12,nedistrict23,,
20,A,,STRG,Strongsville,Strongsville,OH,"41.303367, -81.845993",1:28.44,nwdistrict23,,
21,A,,LTLE,Lakota East,Liberty Township,OH,"39.379273, -84.371020",1:28.71,swdistrict23,,
22,A,,WTW,Thomas Worthington,Worthington,OH,"40.090509, -83.025051",1:29.08,central23,,
23,A,,ALA,Avon Lake,Avon Lake,OH,"41.508504, -82.017464",1:29.08,nwdistrict23,,
24,A,,TSFD,St. Francis de Sales,Toledo,OH,"41.662272, -83.599113",1:29.12,nwdistrict23,,
25,A,,MIL,Milford,Milford,OH,"39.179768, -84.241069",1:29.12,swdistrict23,,
26,A,,CAMO,Archbishop Moeller,Cincinnati,OH,"39.220253, -84.358455",1:29.13,swdistrict23,,
27,A,,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",1:29.22,swdistrict23,,
28,A,,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",1:29.25,nedistrict23,,
29,A,,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",1:29.31,nwdistrict23,,
30,A,,COH,Oak Hills,Cincinnati,OH,"39.146768, -84.648598",1:29.86,swdistrict23,,
31,A,,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",1:29.99,swdistrict23,,
32,A,,WCLW,Lakota West,West Chester,OH,"39.330294, -84.431138",1:30.08,swdistrict23,,
33,A,,CSYC,Sycamore,Cincinnati,OH,"39.267037, -84.352090",1:30.22,swdistrict23,,
34,A,,MAY,Mayfield,Mayfield Village,OH,"41.536528, -81.459515",1:30.25,nedistrict23,,
35,A,,DHA,Hayes,Delaware,OH,"40.310505, -83.080234",1:30.31,central23,,
36,A,,GLI,Gahanna Lincoln,Gahanna,OH,"40.016451, -82.865533",1:30.54,central23,,
