rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,CIIH,Indian Hill,Cincinnati,OH,"39.186177, -84.347006",1:34.24,swdistrict23,yes,
2,A,,HVUS,University School,Hunting Valley,OH,"41.485518, -81.427641",1:35.88,nedistrict23,yes,nhs
3,A,,GCA,Columbus Academy,Gahanna,OH,"40.049132, -82.874035",1:36.37,central23,yes,nhs
4,A,,WAP,Wapakoneta,Wapakoneta,OH,"40.583246, -84.194470",1:37.36,nwdistrict23,yes,
5,A,,OHA,Oak Harbor,Oak Harbor,OH,"41.514006, -83.156594",1:38.26,nwdistrict23,yes,
6,A,,LEX,Lexington,Lexington,OH,"40.672877, -82.586867",1:38.95,nwdistrict23,,
7,A,,SPE,Perkins,Sandusky,OH,"41.412915, -82.702217",1:39.06,nwdistrict23,,
8,A,,BEA,Beachwood,Beachwood,OH,"41.484048, -81.501324",1:39.69,nedistrict23,yes,
9,A,,CWYO,Wyoming,Cincinnati,OH,"39.233295, -84.470133",1:40.07,swdistrict23,yes,
10,A,,DOA,Oakwood,Dayton,OH,"39.720838, -84.171489",1:40.14,swdistrict23,,
11,A,,AUR,Aurora,Aurora,OH,"41.310991, -81.350809",1:40.23,nedistrict23,,
12,A,,BLUF,Bluffton,Bluffton,OH,"40.892504, -83.893380",1:40.59,nwdistrict23,,
13,A,,CHCA,Cincinnati Hills Christian,Cincinnati,OH,"39.276971, -84.337058",1:40.69,swdistrict23,,Academy
14,A,,GMGA,Gilmour Academy,Gates Mills,OH,"41.503717, -81.436852",1:40.86,nedistrict23,,nhs
15,A,,SMM,St. Marys Memorial,St. Marys,OH,"40.558323, -84.374242",1:40.90,nwdistrict23,,
16,A,,NRCC,Colonel Crawford,North Robinson,OH,"40.788253, -82.855703",1:41.07,nwdistrict23,,
17,A,,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",1:41.38,nedistrict23,,
18,A,,CFA,Chagrin Falls,Chagrin Falls,OH,"41.426720, -81.379278",1:41.83,nedistrict23,,
19,A,,CMAD,Madeira,Cincinnati,OH,"39.201309, -84.365563",1:42.07,swdistrict23,,
20,A,,ONT,Ontario,Ontario,OH,"40.764612, -82.647690",1:42.70,nwdistrict23,,
21,A,,MLC,Lake Catholic,Mentor,OH,"41.688021, -81.375817",1:43.39,nedistrict23,,
22,A,,KRO,Roosevelt,Kent,OH,"41.168809, -81.355950",1:43.69,nedistrict23,,
23,A,,LSH,Shawnee,Lima,OH,"40.692716, -84.167619",1:44.32,nwdistrict23,,
24,A,,WHO,Howland,Warren,OH,"41.239850, -80.745293",1:44.40,nedistrict23,,
25,A,,COTW,The Wellington School,Columbus,OH,"40.031251, -83.064231",1:44.48,central23,yes,nhs
26,A,,CBW,Bishop Watterson,Columbus,OH,"40.048986, -83.016282",1:44.55,central23,,
27,A,,SCL,St. Clairsville,St. Clairsville,OH,"40.079640, -80.896491",1:44.55,central23,,
28,A,,GMH,Hawken,Gates Mills,OH,"41.527105, -81.386570",1:44.57,nedistrict23,,School
29,A,,CAN,Canfield,Canfield,OH,"41.028312, -80.773217",1:44.62,nedistrict23,,
30,A,,CHA,Chardon,Chardon,OH,"41.591271, -81.200412",1:44.77,nedistrict23,,
31,A,,CICD,Cincinnati Country Day,Cincinnati,OH,"39.185750, -84.327596",1:44.86,swdistrict23,,School
32,A,,COSF,St. Francis de Sales,Columbus,OH,"40.053211, -82.975205",1:45.36,central23,,
33,A,,CLUB,Columbiana,Columbiana,OH,"40.880808, -80.680837",1:45.46,nedistrict23,,
34,A,,TPA,Athens,The Plains,OH,"39.372428, -82.128025",1:45.65,central23,,
35,A,,KAAL,Archbishop Alter,Kettering,OH,"39.679947, -84.151675",1:45.69,swdistrict23,,
36,A,,SKR,Kenton Ridge,Springfield,OH,"39.986529, -83.762351",1:45.70,swdistrict23,,
37,A,,VANB,Butler,Vandalia,OH,"39.885121, -84.197325",1:45.76,swdistrict23,,
38,A,,SHEL,Shelby,Shelby,OH,"40.890113, -82.673283",1:45.78,nwdistrict23,,
39,A,,COP,Copley,Copley,OH,"41.112630, -81.649216",1:45.89,nedistrict23,,
40,A,,CFK,Kenston,Chagrin Falls,OH,"41.392195, -81.303848",1:46.01,nedistrict23,,
41,A,,GRA,Granville,Granville,OH,"40.078761, -82.527668",1:46.36,central23,,
42,A,,CLVA,Villa Angela-St. Joseph,Cleveland,OH,"41.595970, -81.550560",1:46.41,nedistrict23,,
43,A,,EAT,Eaton,Eaton,OH,"39.732767, -84.649014",1:47.33,swdistrict23,,
44,A,,PEME,Eastwood,Pemberville,OH,"41.428757, -83.490383",1:47.59,nwdistrict23,,
45,A,,CEL,Celina,Celina,OH,"40.555665, -84.557991",1:47.65,nwdistrict23,,
46,A,,GVV,Valley View,Germantown,OH,"39.656697, -84.398324",1:47.90,swdistrict23,,
47,A,,NAP,Napoleon,Napoleon,OH,"41.390402, -84.147467",1:47.91,nwdistrict23,,
48,A,,ASH,Ashland,Ashland,OH,"40.854435, -82.325601",1:47.92,nwdistrict23,,
49,A,,CAMA,Margaretta,Castalia,OH,"41.399284, -82.801295",1:47.92,nwdistrict23,,
50,A,,BELB,Bellbrook,Bellbrook,OH,"39.652774, -84.067779",1:47.99,swdistrict23,,
51,A,,CVCA,Cuyahoga Valley Christian,Cuyahoga Falls,OH,"41.196680, -81.493043",1:48.20,nedistrict23,,Academy
52,A,,YUR,Ursuline,Youngstown,OH,"41.109849, -80.643130",1:48.35,nedistrict23,,
53,A,,BVB,Bay,Bay Village,OH,"41.486992, -81.943391",1:48.77,nedistrict23,,
54,A,,IND,Independence,Independence,OH,"41.374340, -81.649124",1:48.87,nedistrict23,,
55,A,,COBX,Bexley,Columbus,OH,"39.963819, -82.930349",1:49.10,central23,,
56,A,,MBF,Bishop Fenwick,Franklin,OH,"39.491974, -84.294466",1:49.26,swdistrict23,,
57,A,,NBR,New Bremen,New Bremen,OH,"40.436355, -84.362117",1:49.29,nwdistrict23,,
58,A,,PCJA,Jonathan Alder,Plain City,OH,"40.078095, -83.287941",1:49.44,central23,,
59,A,,TOH,Ottawa Hills,Ottawa Hills,OH,"41.669832, -83.631424",1:49.57,nwdistrict23,,
60,A,,DCA,Carroll,Dayton,,"39.741866, -84.113388",1:49.59,swdistrict23,,
61,A,,AAHO,Archbishop Hoban,Akron,OH,"41.062341, -81.496088",1:49.96,nedistrict23,,
62,A,,BOT,Botkins,Botkins,OH,"40.468867, -84.179626",1:50.08,swdistrict23,,
63,A,,CTAY,Taylor,Cleves,OH,"39.170977, -84.751319",1:50.62,swdistrict23,,
64,A,,CHI,Chillicothe,Chillicothe,OH,"39.341998, -82.988352",1:50.63,central23,,
65,A,,MAD,Madison,Madison,OH,"41.790335, -81.067630",1:50.80,nedistrict23,,
66,A,,SCC,Catholic Central,Springfield,OH,"39.921968, -83.791695",1:50.89,swdistrict23,,
