rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",3:25.09,central24,yes,
2,A,,DCO,Dublin Coffman,Dublin,OH,"40.107364, -83.130928",3:26.70,central24,yes,
3,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",3:27.83,swdistrict24,yes,
4,A,,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",3:29.41,swdistrict24,yes,
5,A,,CURA,Ursuline,Cincinnati,OH,"39.247894, -84.371321",3:29.78,swdistrict24,,Academy
6,A,,DJER,Dublin Jerome,Dublin,OH,"40.133757, -83.177420",3:32.32,central24,,
7,A,,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",3:33.21,central24,,
8,A,,CSUA,St. Ursula,Cincinnati,OH,"39.124710, -84.481598",3:33.53,swdistrict24,,Academy
9,A,,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",3:33.57,nedistrict24,yes,
10,A,,GLI,Gahanna Lincoln,Gahanna,OH,"40.016451, -82.865533",3:33.86,central24,,
11,A,,TSUA,St. Ursula,Toledo,OH,"41.670864, -83.640240",3:34.42,nwdistrict24,yes,Academy
12,A,,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",3:36.03,nedistrict24,yes,
13,A,,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",3:36.78,swdistrict24,,
14,A,,AVO,Avon,Avon,OH,"41.444579, -82.037907",3:36.89,nwdistrict24,yes,
15,A,,AFI,Firestone,Akron,OH,"41.118939, -81.564683",3:37.52,nedistrict24,,
16,A,,CIWH,Walnut Hills,Cincinnati,OH,"39.140488, -84.480216",3:37.77,swdistrict24,,
17,A,,HUD,Hudson,Hudson,OH,"41.256797, -81.413904",3:38.35,nedistrict24,,
18,A,,WKI,Worthington Kilbourne,Worthington,OH,"40.115217, -83.055895",3:38.95,central24,,
19,A,,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",3:39.22,nwdistrict24,,
20,A,,SHT,Shaker Heights,Shaker Heights,OH,"41.473276, -81.568492",3:39.24,nedistrict24,,
21,A,,LOUI,Louisville,Louisville,OH,"40.829441, -81.252604",3:39.48,nedistrict24,,
22,A,,DOB,Olentangy Berlin,Delaware,OH,"40.254987, -83.002974",3:40.42,central24,,
23,A,,CTUR,Turpin,Cincinnati,OH,"39.105629, -84.367366",3:40.65,swdistrict24,,
24,A,,LCOR,Olentangy Orange,Lewis Center,OH,"40.171851, -82.978987",3:41.02,central24,,
25,A,,CMND,Mount Notre Dame,Cincinnati,OH,"39.220733, -84.429845",3:41.35,swdistrict24,,
26,A,,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",3:41.41,nedistrict24,,
27,A,,PERB,Perrysburg,Perrysburg,OH,"41.519172, -83.653030",3:41.43,nwdistrict24,,
28,A,,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",3:42.00,swdistrict24,,
29,A,,WAW,Anthony Wayne,Whitehouse,OH,"41.532495, -83.779770",3:42.09,nwdistrict24,,
30,A,,MNO,Nordonia,Macedonia,OH,"41.301860, -81.510625",3:42.10,nedistrict24,,
31,A,,WTW,Thomas Worthington,Worthington,OH,"40.090509, -83.025051",3:42.23,central24,,
32,A,,POL,Olentangy Liberty,Powell,OH,"40.197868, -83.098903",3:42.33,central24,,
33,A,,MED,Medina,Medina,OH,"41.144765, -81.850433",3:43.18,nwdistrict24,,
34,A,,SPR,Springboro,Springboro,OH,"39.532708, -84.240096",3:44.55,swdistrict24,,
35,A,,CSET,Seton,Cincinnati,OH,"39.112886, -84.578631",3:44.88,swdistrict24,,
36,A,,WNO,Westerville North,Westerville,OH,"40.132830, -82.897903",3:44.90,central24,,
37,A,,MAY,Mayfield,Mayfield Village,OH,"41.536528, -81.459515",3:46.75,nedistrict24,,
38,A,,CSYC,Sycamore,Cincinnati,OH,"39.267037, -84.352090",3:46.88,swdistrict24,,
39,A,,SOL,Solon,Solon,OH,"41.377670, -81.441060",3:47.13,nedistrict24,,
40,A,,FIN,Findlay,Findlay,OH,"41.056646, -83.665959",3:47.68,nwdistrict24,,
41,A,,STRG,Strongsville,Strongsville,OH,"41.303367, -81.845993",3:48.20,nwdistrict24,,
42,A,,WAD,Wadsworth,Wadsworth,OH,"41.021539, -81.710912",3:48.45,nwdistrict24,,
43,A,,ASH,Ashland,Ashland,OH,"40.854435, -82.325601",3:48.74,nwdistrict24,,
44,A,,WHO,Howland,Warren,OH,"41.239850, -80.745293",3:48.87,nedistrict24,,
45,A,,CGL,Glenoak,Canton,OH,"40.869041, -81.350629",3:49.37,nedistrict24,,
46,A,,WSO,Westerville South,Westerville,OH,"40.118040, -82.923453",3:49.77,central24,,
47,A,,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",3:49.86,nedistrict24,,
48,A,,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",3:50.11,nwdistrict24,,
49,A,,SMF,Stow-Munroe Falls,Stow,OH,"41.168063, -81.397098",3:51.06,nedistrict24,,
50,A,,CHA,Chardon,Chardon,OH,"41.591271, -81.200412",3:51.37,nedistrict24,,
51,A,,DTV,Tri-Valley,Dresden,OH,"40.120914, -82.004689",3:51.81,central24,,
52,A,,VANB,Butler,Vandalia,OH,"39.885121, -84.197325",3:51.86,swdistrict24,,
53,A,,MIA,Miamisburg,Miamisburg,OH,"39.627691, -84.257734",3:51.89,swdistrict24,,
54,A,,MEN,Mentor,Mentor,OH,"41.694749, -81.336990",3:52.01,nedistrict24,,
55,A,,MHI,Highland,Medina,OH,"41.162963, -81.742743",3:52.06,nwdistrict24,,
56,A,,DHA,Hayes,Delaware,OH,"40.310505, -83.080234",3:52.18,central24,,
57,A,,HBRD,Hilliard Bradley,Hilliard,OH,"40.006544, -83.201645",3:52.48,central24,,
58,A,,CIAN,Anderson,Cincinnati,OH,"39.069607, -84.348721",3:52.51,swdistrict24,,
59,A,,SYNO,Sylvania Northview,Sylvania,OH,"41.712761, -83.710366",3:52.63,nwdistrict24,,
60,A,,AUR,Aurora,Aurora,OH,"41.310991, -81.350809",3:52.64,nedistrict24,,
61,A,,PWM,Watkins Memorial,Pataskala,OH,"39.963044, -82.649949",3:52.90,central24,,
62,A,,RRE,Revere,Richfield,OH,"41.201648, -81.616891",3:53.39,nedistrict24,,
63,A,,CLH,Cleveland Heights,Cleveland Heights,OH,"41.502378, -81.562969",3:54.20,nedistrict24,,
64,A,,BHB,Brecksville-Broadview Heights,Broadview Heights,OH,"41.327207, -81.644428",3:54.55,nedistrict24,,
65,A,,TNDA,Notre Dame,Toledo,OH,"41.689979, -83.628780",3:55.19,nwdistrict24,,Academy
66,A,,AST,Steele,Amherst,OH,"41.403809, -82.222312",3:55.42,nwdistrict24,,
67,A,,MARY,Marysville,Marysville,OH,"40.250365, -83.381003",3:56.55,central24,,
68,A,,BGR,Bowling Green,Bowling Green,OH,"41.387166, -83.657431",3:57.59,nwdistrict24,,
69,A,,CFWJ,Walsh Jesuit,Cuyahoga Falls,OH,"41.192007, -81.496008",3:57.78,nedistrict24,,
70,A,,KRO,Roosevelt,Kent,OH,"41.168809, -81.355950",3:57.83,nedistrict24,,
71,A,,FAFD,Fairfield,Fairfield,OH,"39.336613, -84.518230",3:58.09,swdistrict24,,
72,A,,LTLE,Lakota East,Liberty Township,OH,"39.379273, -84.371020",3:58.66,swdistrict24,,
73,A,,MIL,Milford,Milford,OH,"39.179768, -84.241069",3:58.79,swdistrict24,,
74,A,,CLSJ,St. Joseph,Cleveland,OH,"41.458821, -81.817638",3:59.37,nwdistrict24,,Academy
75,A,,RRM,Magnificat,Rocky River,OH,"41.468468, -81.850298",3:59.91,nwdistrict24,,
76,A,,MPE,Perry,Massillon,OH,"40.789187, -81.462916",4:00.55,nedistrict24,,
77,A,,ALA,Avon Lake,Avon Lake,OH,"41.508504, -82.017464",4:00.73,nwdistrict24,,
78,A,,OFA,Olmsted Falls,Olmsted Falls,OH,"41.370945, -81.926820",4:00.97,nwdistrict24,,
79,A,,ULA,Lake,Uniontown,OH,"40.960417, -81.359899",4:01.89,nedistrict24,,
80,A,,WES,Westlake,Westlake,OH,"41.460632, -81.928970",4:02.02,nwdistrict24,,
81,A,,WCLW,Lakota West,West Chester,OH,"39.330294, -84.431138",4:02.23,swdistrict24,,
82,A,,PICC,Pickerington Central,Pickerington,OH,"39.876358, -82.755310",4:02.78,central24,,
83,A,,BER,Berea-Midpark,Berea,OH,"41.373427, -81.845119",4:02.98,nwdistrict24,,
84,A,,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",4:03.30,central24,,
85,A,,TRO,Troy,Troy,OH,"40.045804, -84.201045",4:04.18,swdistrict24,,
86,A,,FRO,Fremont Ross,Fremont,OH,"41.362541, -83.123975",4:04.41,nwdistrict24,,
87,A,,OTA,Talawanda,Oxford,OH,"39.489855, -84.732758",4:04.77,swdistrict24,,
88,A,,WCE,Westerville Central,Westerville,OH,"40.154417, -82.904107",4:08.38,central24,,
89,A,,TCO,Columbian,Tiffin,OH,"41.108863, -83.177897",4:09.70,nwdistrict24,,
90,A,,HDAR,Hilliard Darby,Hilliard,OH,"40.035388, -83.168105",4:09.84,central24,,
91,A,,ATV,Teays Valley,Ashville,OH,"39.722530, -82.945641",4:09.94,central24,,
92,A,,CHI,Chillicothe,Chillicothe,OH,"39.341998, -82.988352",4:11.47,central24,,
93,A,,CPR,Princeton,Cincinnati,OH,"39.275043, -84.446997",4:12.61,swdistrict24,,
94,A,,PICN,Pickerington North,Pickerington,OH,"39.908903, -82.733425",4:13.29,central24,,
95,A,,HAM,Hamilton,Hamilton,OH,"39.425213, -84.578546",4:13.61,swdistrict24,,
