rk,nm,gr,sc,sh,ct,st,ll,ti,sp,pt,shx
1,A,,CIIH,Indian Hill,Cincinnati,OH,"39.186177, -84.347006",3:09.14,"21.83,23.50,24.20,27.09,23.50,25.40,20.62,23.00;J. Zhao,A. Ok,A. Velayutham,G. Holmes",,
2,A,,GCA,Columbus Academy,Gahanna,OH,"40.049132, -82.874035",3:10.44,"22.60,25.21,22.67,25.80,22.49,25.07,21.90,24.70;G. Lewis,A. Huang,A. Li,W. Harpster",,nhs
3,A,,HVUS,University School,Hunting Valley,OH,"41.485518, -81.427641",3:12.61,"22.88,25.06,22.34,25.20,23.69,26.02,22.44,24.98;M. Figueroa,I. Sullivan,T. Farkas,B. Davis",,nhs
4,A,,RORV,Rocky River,Rocky River,OH,"41.473668, -81.851096",3:13.91,"23.44,24.87,22.99,25.68,23.69,27.05,21.57,24.62;M. Esdon,P. Carter,N. Yilmaz,M. Stankivicz",,
5,A,,ONT,Ontario,Ontario,OH,"40.764612, -82.647690",3:16.74,"23.59,26.12,23.97,26.06,22.74,26.22,22.65,25.39;G. Trumpower,H. Petit,A. Rose,C. Cordrey",,
6,A,,DOV,Dover,Dover,OH,"40.523320, -81.481673",3:17.13,"24.06,26.12,23.98,27.13,23.78,26.71,21.68,23.67;T. Perkowski,K. Ruegsegger,C. Marshall,L. Lane",,
7,A,,DOA,Oakwood,Dayton,OH,"39.720838, -84.171489",3:17.95,"23.19,24.93,24.73,28.69,22.95,25.53,22.95,24.98;T. Brun,C. Beck,N. Pennington,T. Prizler",,
8,A,,MLC,Lake Catholic,Mentor,OH,"41.688021, -81.375817",3:18.95,"23.96,25.93,23.30,26.11,24.05,27.09,22.95,25.56;J. Dicello,O. Pesek,C. Ortman,D. Bittner",,
9,A,,GMH,Hawken,Gates Mills,OH,"41.527105, -81.386570",3:19.00,"24.21,26.06,23.42,26.45,23.73,26.45,23.00,25.68;D. Xu,C. Ryan,A. Peruri,P. Wooley",,School
10,A,,OHA,Oak Harbor,Oak Harbor,OH,"41.514006, -83.156594",3:19.47,"23.02,25.97,23.43,27.34,23.70,26.33,23.39,26.29;A. Sorg,N. Buderer,K. Lajti,K. Lajti",,
11,A,,CHA,Chardon,Chardon,OH,"41.591271, -81.200412",3:19.70,"24.00,26.67,23.96,26.36,23.99,26.74,22.79,25.19;T. Rogers,D. Greene,J. Schneider,N. Bender",,
12,A,,LEX,Lexington,Lexington,OH,"40.672877, -82.586867",3:19.84,"23.69,25.77,24.06,26.84,23.42,26.18,23.16,26.72;I. McFadden,O. Bell,C. Watters,I. Prykhodko",,
13,A,,CFA,Chagrin Falls,Chagrin Falls,OH,"41.426720, -81.379278",3:19.88,"24.43,27.62,22.76,26.50,24.46,26.56,22.98,24.57;T. McCort,N. Publicover,C. Mateyo,B. Broz",,
14,A,,PPO,Orange,Pepper Pike,OH,"41.458036, -81.454526",3:20.77,"24.16,26.58,24.01,26.68,24.07,26.86,22.79,25.62;L. Blasier,S. Amato,M. Amato,T. Cakulev",,
15,A,,GRA,Granville,Granville,OH,"40.078761, -82.527668",3:21.06,"24.17,25.87,24.01,27.67,23.35,26.90,23.46,25.63;N. Schneider,M. Baker,J. Teter,J. Remlinger",,
16,A,,GMGA,Gilmour Academy,Gates Mills,OH,"41.503717, -81.436852",3:21.50,"24.42,26.79,23.97,27.69,23.64,26.31,22.96,25.72;J. Cistone,D. Bryant,J. Stack,A. Lewis",,nhs
17,A,,BEA,Beachwood,Beachwood,OH,"41.484048, -81.501324",3:22.35,"23.16,26.13,24.04,26.85,24.71,26.96,24.13,26.37;E. Warner,O. Shook,K. Zhang,C. Elwell",,
18,A,,NAP,Napoleon,Napoleon,OH,"41.390402, -84.147467",3:22.57,"24.17,26.51,24.31,27.27,24.04,26.77,23.62,25.88;M. Switzer,N. Flowers,A. Gyde,B. Bostelman",,
19,A,,CHCA,Cincinnati Hills Christian,Cincinnati,OH,"39.276971, -84.337058",3:22.59,"25.17,27.26,24.41,28.18,24.65,26.58,22.01,24.33;J. Kaesemeyer,N. Wickler,W. Kuhlman,L. Ottke",,Academy
20,A,,COGH,Grandview Heights,Columbus,OH,"39.984467, -83.048483",3:22.93,"24.99,28.57,23.06,25.21,23.03,25.85,24.56,27.66;G. Fischer,B. Yates,M. Bondy,W. Halberg",,
21,A,,CMAD,Madeira,Cincinnati,OH,"39.201309, -84.365563",3:23.69,"24.05,26.13,23.89,26.88,24.38,27.16,23.95,27.25;J. Dobson,Q. Leborgne,M. Welty,G. Rindels",,
22,A,,WAU,Wauseon,Wauseon,OH,"41.553403, -84.127931",3:24.62,"25.31,27.55,24.05,26.66,24.19,27.06,23.21,26.59;A. Pena,I. Bourn,B. Reeder,X. Ankney",,
23,A,,WHO,Howland,Warren,OH,"41.239850, -80.745293",3:27.19,"24.14,27.86,25.97,29.42,24.23,27.43,22.32,25.82;R. McBride,P. Thigpen,P. Delida,L. Delida",,
24,A,,WAP,Wapakoneta,Wapakoneta,OH,"40.583246, -84.194470",3:28.77,"24.14,28.10,24.90,28.48,24.77,27.51,23.62,27.25;A. Schneider,J. Jordan,I. Wachauf,G. Casebolt",,
