rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",1:31.74,central23,yes,
2,A,,CSTX,St. Xavier,Cincinnati,OH,"39.208760, -84.504478",1:32.02,swdistrict23,yes,
3,A,,COSC,St. Charles,Columbus,OH,"39.969651, -82.947449",1:32.25,central23,yes,Preparatory School
4,A,,TSFD,St. Francis de Sales,Toledo,OH,"41.662272, -83.599113",1:32.29,nwdistrict23,yes,
5,A,,POL,Olentangy Liberty,Powell,OH,"40.197868, -83.098903",1:33.00,central23,,
6,A,,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",1:33.10,nedistrict23,yes,
7,A,,CLSI,St. Ignatius,Cleveland,OH,"41.482987, -81.706840",1:33.85,nwdistrict23,yes,
8,A,,MED,Medina,Medina,OH,"41.144765, -81.850433",1:34.65,nwdistrict23,,
9,A,,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",1:34.95,swdistrict23,yes,
10,A,,CAMO,Archbishop Moeller,Cincinnati,OH,"39.220253, -84.358455",1:35.27,swdistrict23,,
11,A,,PICN,Pickerington North,Pickerington,OH,"39.908903, -82.733425",1:35.75,central23,,
12,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",1:35.87,swdistrict23,,
13,A,,HRO,Ross,Hamilton,OH,"39.329713, -84.635037",1:35.97,swdistrict23,,
14,A,,DJER,Dublin Jerome,Dublin,OH,"40.133757, -83.177420",1:36.10,central23,,
15,A,,WTW,Thomas Worthington,Worthington,OH,"40.090509, -83.025051",1:36.13,central23,,
16,A,,HUD,Hudson,Hudson,OH,"41.256797, -81.413904",1:36.29,nedistrict23,yes,
17,A,,CTUR,Turpin,Cincinnati,OH,"39.105629, -84.367366",1:36.50,swdistrict23,,
18,A,,STRG,Strongsville,Strongsville,OH,"41.303367, -81.845993",1:37.40,nwdistrict23,,
19,A,,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",1:37.50,central23,,
20,A,,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",1:37.72,swdistrict23,,
21,A,,SOL,Solon,Solon,OH,"41.377670, -81.441060",1:38.08,nedistrict23,,
22,A,,ALA,Avon Lake,Avon Lake,OH,"41.508504, -82.017464",1:38.29,nwdistrict23,,
23,A,,PERB,Perrysburg,Perrysburg,OH,"41.519172, -83.653030",1:38.35,nwdistrict23,,
24,A,,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",1:38.58,nedistrict23,,
25,A,,CSYC,Sycamore,Cincinnati,OH,"39.267037, -84.352090",1:38.61,swdistrict23,,
26,A,,LCOR,Olentangy Orange,Lewis Center,OH,"40.171851, -82.978987",1:38.75,central23,,
27,A,,DSC,Dublin Scioto,Dublin,OH,"40.121376, -83.100426",1:38.93,central23,,
28,A,,HDAV,Hilliard Davidson,Hilliard,OH,"40.049694, -83.156922",1:39.08,central23,,
29,A,,GLI,Gahanna Lincoln,Gahanna,OH,"40.016451, -82.865533",1:39.41,central23,,
30,A,,DCO,Dublin Coffman,Dublin,OH,"40.107364, -83.130928",1:39.43,central23,,
31,A,,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",1:39.75,nedistrict23,,
32,A,,LAN,Lancaster,Lancaster,OH,"39.732823, -82.585982",1:39.78,central23,,
33,A,,WES,Westlake,Westlake,OH,"41.460632, -81.928970",1:39.93,nwdistrict23,,
34,A,,GGR,Green,Uniontown,OH,"40.957684, -81.473300",1:40.23,nedistrict23,,
35,A,,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",1:40.47,nwdistrict23,,
36,A,,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",1:40.50,central23,,
37,A,,REY,Reynoldsburg,Reynoldsburg,OH,"39.942786, -82.816502",1:41.45,central23,,
38,A,,BHB,Brecksville-Broadview Heights,Broadview Heights,OH,"41.327207, -81.644428",1:41.48,nedistrict23,,
39,A,,SPR,Springboro,Springboro,OH,"39.532708, -84.240096",1:41.84,swdistrict23,,
40,A,,DOB,Olentangy Berlin,Delaware,OH,"40.254987, -83.002974",1:41.90,central23,,
41,A,,CIL,La Salle,Cincinati,OH,"39.189105, -84.586624",1:42.28,swdistrict23,,
42,A,,FRO,Fremont Ross,Fremont,OH,"41.362541, -83.123975",1:42.47,nwdistrict23,,
43,A,,WKI,Worthington Kilbourne,Worthington,OH,"40.115217, -83.055895",1:42.84,central23,,
44,A,,CGL,Glenoak,Canton,OH,"40.869041, -81.350629",1:42.93,nedistrict23,,
45,A,,MEN,Mentor,Mentor,OH,"41.694749, -81.336990",1:42.93,nedistrict23,,
46,A,,DHA,Hayes,Delaware,OH,"40.310505, -83.080234",1:42.97,central23,,
47,A,,MARY,Marysville,Marysville,OH,"40.250365, -83.381003",1:43.30,central23,,
48,A,,CFWJ,Walsh Jesuit,Cuyahoga Falls,OH,"41.192007, -81.496008",1:43.59,nedistrict23,,
49,A,,SMF,Stow-Munroe Falls,Stow,OH,"41.168063, -81.397098",1:43.74,nedistrict23,,
50,A,,WAW,Anthony Wayne,Whitehouse,OH,"41.532495, -83.779770",1:43.79,nwdistrict23,,
51,A,,CIWH,Walnut Hills,Cincinnati,OH,"39.140488, -84.480216",1:44.20,swdistrict23,,
52,A,,MIL,Milford,Milford,OH,"39.179768, -84.241069",1:44.52,swdistrict23,,
53,A,,MWA,Washington,Massillon,OH,"40.792787, -81.503223",1:44.62,nedistrict23,,
54,A,,WNO,Westerville North,Westerville,OH,"40.132830, -82.897903",1:44.77,central23,,
55,A,,MHI,Highland,Medina,OH,"41.162963, -81.742743",1:44.97,nwdistrict23,,
56,A,,SBW,Big Walnut,Sunbury,OH,"40.234619, -82.858283",1:45.25,central23,,
57,A,,PRI,Riverside,Painesville,OH,"41.712931, -81.219067",1:45.31,nedistrict23,,
58,A,,SYNO,Sylvania Northview,Sylvania,OH,"41.712761, -83.710366",1:45.43,nwdistrict23,,
59,A,,NRO,North Royalton,North Royalton,OH,"41.309129, -81.733185",1:45.87,nedistrict23,,
60,A,,MNO,Nordonia,Macedonia,OH,"41.301860, -81.510625",1:46.17,nedistrict23,,
61,A,,OTA,Talawanda,Oxford,OH,"39.489855, -84.732758",1:46.17,swdistrict23,,
62,A,,SYSO,Sylvania Southview,Sylvania,OH,"41.687547, -83.716431",1:46.40,nwdistrict23,,
63,A,,MLMI,Little Miami,Morrow,OH,"39.356626, -84.159580",1:47.02,swdistrict23,,
64,A,,WCLW,Lakota West,West Chester,OH,"39.330294, -84.431138",1:47.10,swdistrict23,,
65,A,,CLH,Cleveland Heights,Cleveland Heights,OH,"41.502378, -81.562969",1:47.15,nedistrict23,,
66,A,,FAFD,Fairfield,Fairfield,OH,"39.336613, -84.518230",1:47.29,swdistrict23,,
67,A,,WSO,Westerville South,Westerville,OH,"40.118040, -82.923453",1:47.49,central23,,
68,A,,AVO,Avon,Avon,OH,"41.444579, -82.037907",1:47.60,nwdistrict23,,
69,A,,CNM,Northmont,Clayton,OH,"39.872448, -84.346116",1:47.67,swdistrict23,,
70,A,,LTLE,Lakota East,Liberty Township,OH,"39.379273, -84.371020",1:47.76,swdistrict23,,
71,A,,WAD,Wadsworth,Wadsworth,OH,"41.021539, -81.710912",1:47.78,nwdistrict23,,
72,A,,COH,Oak Hills,Cincinnati,OH,"39.146768, -84.648598",1:47.91,swdistrict23,,
73,A,,TWC,Twinsburg,Twinsburg,OH,"41.317304, -81.451106",1:48.08,nedistrict23,,
74,A,,LOV,Loveland,Loveland,OH,"39.279797, -84.275046",1:48.19,swdistrict23,,
