rk,nm,gr,sc,sh,ct,st,ll,ti,mt,auto,shx
1,A,,DJER,Dublin Jerome,Dublin,OH,"40.133757, -83.177420",3:03.79,central23,yes,
2,A,,CSTX,St. Xavier,Cincinnati,OH,"39.208760, -84.504478",3:04.96,swdistrict23,yes,
3,A,,POL,Olentangy Liberty,Powell,OH,"40.197868, -83.098903",3:06.32,central23,yes,
4,A,,TSFD,St. Francis de Sales,Toledo,OH,"41.662272, -83.599113",3:06.64,nwdistrict23,yes,
5,A,,MJA,Jackson,Massillon,OH,"40.859154, -81.491430",3:07.64,nedistrict23,yes,
6,A,,UPA,Upper Arlington,Upper Arlington,OH,"40.015311, -83.054726",3:08.16,central23,,
7,A,,MAS,Mason,Mason,OH,"39.351367, -84.306013",3:08.51,swdistrict23,yes,
8,A,,CLSI,St. Ignatius,Cleveland,OH,"41.482987, -81.706840",3:08.97,nwdistrict23,yes,
9,A,,BVC,Beavercreek,Beavercreek,OH,"39.720416, -84.033778",3:10.10,swdistrict23,,
10,A,,NAL,New Albany,New Albany,OH,"40.084160, -82.815574",3:10.66,central23,,
11,A,,WTW,Thomas Worthington,Worthington,OH,"40.090509, -83.025051",3:10.88,central23,,
12,A,,WOO,Wooster,Wooster,OH,"40.837444, -81.946493",3:11.00,nedistrict23,yes,
13,A,,AFI,Firestone,Akron,OH,"41.118939, -81.564683",3:11.09,nedistrict23,,
14,A,,COSC,St. Charles,Columbus,OH,"39.969651, -82.947449",3:11.36,central23,,Preparatory School
15,A,,LCOR,Olentangy Orange,Lewis Center,OH,"40.171851, -82.978987",3:12.53,central23,,
16,A,,CAMO,Archbishop Moeller,Cincinnati,OH,"39.220253, -84.358455",3:12.71,swdistrict23,,
17,A,,CIWH,Walnut Hills,Cincinnati,OH,"39.140488, -84.480216",3:13.63,swdistrict23,,
18,A,,CTUR,Turpin,Cincinnati,OH,"39.105629, -84.367366",3:14.44,swdistrict23,,
19,A,,PICN,Pickerington North,Pickerington,OH,"39.908903, -82.733425",3:14.62,central23,,
20,A,,CEN,Centerville,Centerville,OH,"39.626987, -84.148198",3:14.86,swdistrict23,,
21,A,,CSYC,Sycamore,Cincinnati,OH,"39.267037, -84.352090",3:14.94,swdistrict23,,
22,A,,HUD,Hudson,Hudson,OH,"41.256797, -81.413904",3:15.12,nedistrict23,,
23,A,,CIE,Elder,Cincinnati,OH,"39.112117, -84.580179",3:15.51,swdistrict23,,
24,A,,KMK,Kings,Kings Mills,OH,"39.354352, -84.254955",3:15.63,swdistrict23,,
25,A,,HRO,Ross,Hamilton,OH,"39.329713, -84.635037",3:15.96,swdistrict23,,
26,A,,NCH,Hoover,North Canton,OH,"40.885368, -81.394707",3:16.21,nedistrict23,,
27,A,,WKI,Worthington Kilbourne,Worthington,OH,"40.115217, -83.055895",3:16.23,central23,,
28,A,,MIL,Milford,Milford,OH,"39.179768, -84.241069",3:16.31,swdistrict23,,
29,A,,GGR,Green,Uniontown,OH,"40.957684, -81.473300",3:16.35,nedistrict23,,
30,A,,LTLE,Lakota East,Liberty Township,OH,"39.379273, -84.371020",3:16.69,swdistrict23,,
31,A,,SOL,Solon,Solon,OH,"41.377670, -81.441060",3:18.01,nedistrict23,,
32,A,,DCO,Dublin Coffman,Dublin,OH,"40.107364, -83.130928",3:18.33,central23,,
33,A,,MAY,Mayfield,Mayfield Village,OH,"41.536528, -81.459515",3:18.40,nedistrict23,,
34,A,,YBO,Boardman,Youngstown,OH,"41.011154, -80.668442",3:18.49,nedistrict23,,
35,A,,DOB,Olentangy Berlin,Delaware,OH,"40.254987, -83.002974",3:18.98,central23,,
36,A,,STRG,Strongsville,Strongsville,OH,"41.303367, -81.845993",3:19.08,nwdistrict23,,
37,A,,PERB,Perrysburg,Perrysburg,OH,"41.519172, -83.653030",3:19.25,nwdistrict23,,
38,A,,CIL,La Salle,Cincinati,OH,"39.189105, -84.586624",3:20.73,swdistrict23,,
39,A,,WCLW,Lakota West,West Chester,OH,"39.330294, -84.431138",3:21.61,swdistrict23,,
40,A,,LCO,Olentangy,Lewis Center,OH,"40.205092, -83.020650",3:21.89,central23,,
41,A,,WES,Westlake,Westlake,OH,"41.460632, -81.928970",3:22.35,nwdistrict23,,
42,A,,SPR,Springboro,Springboro,OH,"39.532708, -84.240096",3:22.75,swdistrict23,,
43,A,,PICC,Pickerington Central,Pickerington,OH,"39.876358, -82.755310",3:22.81,central23,,
44,A,,MEN,Mentor,Mentor,OH,"41.694749, -81.336990",3:23.03,nedistrict23,,
45,A,,BRU,Brunswick,Brunswick,OH,"41.241619, -81.815475",3:23.86,nwdistrict23,,
46,A,,DHA,Hayes,Delaware,OH,"40.310505, -83.080234",3:27.71,central23,,
47,A,,SBW,Big Walnut,Sunbury,OH,"40.234619, -82.858283",3:29.00,central23,,
48,A,,SHT,Shaker Heights,Shaker Heights,OH,"41.473276, -81.568492",3:29.15,nedistrict23,,
49,A,,MLMI,Little Miami,Morrow,OH,"39.356626, -84.159580",3:29.22,swdistrict23,,
50,A,,FAFD,Fairfield,Fairfield,OH,"39.336613, -84.518230",3:29.35,swdistrict23,,
51,A,,SYNO,Sylvania Northview,Sylvania,OH,"41.712761, -83.710366",3:29.52,nwdistrict23,,
52,A,,WAW,Anthony Wayne,Whitehouse,OH,"41.532495, -83.779770",3:29.62,nwdistrict23,,
53,A,,MHI,Highland,Medina,OH,"41.162963, -81.742743",3:30.01,nwdistrict23,,
54,A,,CIAN,Anderson,Cincinnati,OH,"39.069607, -84.348721",3:31.01,swdistrict23,,
55,A,,MNO,Nordonia,Macedonia,OH,"41.301860, -81.510625",3:31.13,nedistrict23,,
56,A,,WLSO,South,Willoughby,OH,"41.624763, -81.421267",3:31.29,nedistrict23,,
57,A,,GLI,Gahanna Lincoln,Gahanna,OH,"40.016451, -82.865533",3:31.55,central23,,
58,A,,MWA,Washington,Massillon,OH,"40.792787, -81.503223",3:31.69,nedistrict23,,
59,A,,WSO,Westerville South,Westerville,OH,"40.118040, -82.923453",3:32.62,central23,,
60,A,,PWM,Watkins Memorial,Pataskala,OH,"39.963044, -82.649949",3:33.32,central23,,
61,A,,FRO,Fremont Ross,Fremont,OH,"41.362541, -83.123975",3:33.52,nwdistrict23,,
62,A,,OFA,Olmsted Falls,Olmsted Falls,OH,"41.370945, -81.926820",3:33.70,nwdistrict23,,
63,A,,CNM,Northmont,Clayton,OH,"39.872448, -84.346116",3:33.76,swdistrict23,,
64,A,,AVO,Avon,Avon,OH,"41.444579, -82.037907",3:34.09,nwdistrict23,,
65,A,,AST,Steele,Amherst,OH,"41.403809, -82.222312",3:34.52,nwdistrict23,,
66,A,,SYSO,Sylvania Southview,Sylvania,OH,"41.687547, -83.716431",3:34.71,nwdistrict23,,
67,A,,BHB,Brecksville-Broadview Heights,Broadview Heights,OH,"41.327207, -81.644428",3:35.00,nedistrict23,,
68,A,,CFWJ,Walsh Jesuit,Cuyahoga Falls,OH,"41.192007, -81.496008",3:35.07,nedistrict23,,
69,A,,CLH,Cleveland Heights,Cleveland Heights,OH,"41.502378, -81.562969",3:35.14,nedistrict23,,
70,A,,CUFA,Cuyahoga Falls,Cuyahoga Falls,OH,"41.139572, -81.487302",3:35.42,nedistrict23,,
71,A,,DSC,Dublin Scioto,Dublin,OH,"40.121376, -83.100426",3:35.61,central23,,
72,A,,ALA,Avon Lake,Avon Lake,OH,"41.508504, -82.017464",3:35.67,nwdistrict23,,
73,A,,NORI,North Ridgeville,North Ridgeville,OH,"41.388373, -82.001676",3:35.93,nwdistrict23,,
74,A,,SMF,Stow-Munroe Falls,Stow,OH,"41.168063, -81.397098",3:36.05,nedistrict23,,
75,A,,HDAR,Hilliard Darby,Hilliard,OH,"40.035388, -83.168105",3:36.13,central23,,
76,A,,WNO,Westerville North,Westerville,OH,"40.132830, -82.897903",3:36.58,central23,,
77,A,,LEB,Lebanon,Lebanon,OH,"39.463762, -84.181354",3:37.78,swdistrict23,,
78,A,,COWH,Whetstone,Columbus,OH,"40.051000, -83.029539",3:39.25,central23,,
79,A,,GCCC,Central Crossing,Grove City,OH,"39.896774, -83.113428",3:39.93,central23,,
80,A,,LSE,St. Edward,Lakewood,OH,"41.485780, -81.784512",3:40.05,nwdistrict23,,
81,A,,WAD,Wadsworth,Wadsworth,OH,"41.021539, -81.710912",3:40.14,nwdistrict23,,
82,A,,HDAV,Hilliard Davidson,Hilliard,OH,"40.049694, -83.156922",3:40.20,central23,,
83,A,,TSJJ,St. John's Jesuit,Toledo,OH,"41.612906, -83.682217",3:40.65,nwdistrict23,,
84,A,,NRO,North Royalton,North Royalton,OH,"41.309129, -81.733185",3:40.96,nedistrict23,,
85,A,,CWC,West Clermont,Cincinnati,OH,"39.069606, -84.246657",3:41.09,swdistrict23,,
86,A,,FIN,Findlay,Findlay,OH,"41.056646, -83.665959",3:41.58,nwdistrict23,,
87,A,,BER,Berea-Midpark,Berea,OH,"41.373427, -81.845119",3:43.65,nwdistrict23,,
88,A,,PRI,Riverside,Painesville,OH,"41.712931, -81.219067",3:44.48,nedistrict23,,
89,A,,SID,Sidney,Sidney,OH,"40.278877, -84.173376",3:45.10,swdistrict23,,
90,A,,OCL,Clay,Oregon,OH,"41.654465, -83.412194",3:46.38,nwdistrict23,,
91,A,,NOL,North Olmsted,North Olmsted,OH,"41.406080, -81.925110",3:46.47,nwdistrict23,,
92,A,,WHA,Harding,Warren,OH,"41.243017, -80.805421",3:46.85,nedistrict23,,
93,A,,PNO,Normandy,Parma,OH,"41.362532, -81.699017",3:47.43,nedistrict23,,
